微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IrMIy3lLC,希子睡了,6996688304,湖南真的很严重啊啊啊啊啊啊,无,无,2020-01-29 23:59,小米手机,0,0,0
IrMIy3jac,kaikai加油啊,5543755142,本人在岳阳，现在进出我们小区需要登记，贴了很多社区的告示。今天下午看天气好、篮球场上没人就想下楼颠个球玩玩，结果被社区老大娘赶走了,无,无,2020-01-29 23:59,iPhone客户端,8,0,7
IrMIxsyNk,百姓关注,1647210043,【那个被感染了的急诊科女护士】武汉急诊科女护士不幸感染新冠，丈夫 录制视频鼓励她和其他患者,无,无,2020-01-29 23:59,微博云剪,107,8,10
IrMIxtUZC,般若此生年华-,1821473124,最近需要写小作文的日子太多，总想记录特别时刻的自己的心情。然而最近被新型搞得人心惶惶，家门不出，只能瘫着，只觉得人生无趣。迈入28岁了，恐怖的数字，以前总想着自己的27 8岁是个怎么的模样，却没想到迷茫着 踌躇着 这个日子竟然要过去了。只能对着28岁的自己说加油，愿望很简单 大家和我都要健康快乐的长大 愿我的祖国可以早日度过难关 我们一起加油！,无,无,2020-01-29 23:59,iPhone客户端,1,0,6
IrMIxcdBa,内蒙古丰镇市交通运输局,6311287415,『H5 | 关于新型冠状病毒，这个考试请你务必及格』 ,无,无,2020-01-29 23:59,vivo X23 AI非凡摄影,0,0,0
IrMIxccGF,NICETOMEETU13,7006683653,姨妈第一天 下午肚子痛到坐立难安 老妈给我吃了一颗奶奶的止痛药 躺床上睡了一觉 醒来真的绝了 恶心 想吐 发冷 后背冒汗 还全身无力 巨难受 甚至以为自己是不是得了新型 后来老妈说奶奶的止痛药其实是中重度的 可能吃了有点不良反应 我真的 第一次姨妈这么痛 第一次吃止痛药 结果难受的一批,无,无,2020-01-29 23:59,Android,0,0,0
IrMIxaSLW,犯罪后潜逃,5733514436,回到家，很温暖，很高级，很感动，喝酒，唱歌，看契诃夫和鲁迅，教妹妹做数学，骂龙康与翔宇，了解亲人的事，天天大鱼大肉，练身体，看拜托了肌肉，玩数独，早睡早起，讨论，回忆小时候的人和事。可是，从昨天老师发来任务开始，我就变了一个人似的，周遭的事物也全都跟着变化了。这是一种什么样的应激反应呢。我很害怕可以控制我的人，尤其是那种控制我怎么想，怎么生活的人。讲道理，导师并不是那种人。可是这种应激性创伤还是让我压力很大。明明这些天很快乐，很放松，很幸福。妈妈也没有发过什么大脾气。结婚，出轨。出名，低调。世事变迁，唯有生产力不断向前。可是每一个我们，留下的仅仅是一个忽闪而过的影子。我喜欢过一些人，一些人也喜欢过我；可是，我从未想过要在他们身上停留。我总是飞奔向前，想证明一些什么，想抓住一些什么。可是越用力抓，它却越远了，我回忆失去的伙伴，仇人，他们也在我的脑海中模糊了。最后，我在电影中哭了，在报纸中哭了，在抖音里被感染了，在皮皮虾里笑了，可是，我更希望放下一切时，我还能微笑，拿起一切时，我还能绰绰有余。2020年，初五，11:59，饮红酒,无,无,2020-01-29 23:59,Redmi Note 8 Pro四摄,0,0,0
IrMIweT6l,古镇珠山发布,5178570128, 【“数据眼”看江西防控疫情关键词】1月29日，江西省新型冠状病毒感染的疫情防控工作新闻发布会在南昌召开。截至1月28日24时，江西省累计报告新型冠状病毒感染的确诊病例109例（含重症病例11例），出院病例3例。目前江西医疗应急物资供应情况如何？“米袋子”“菜篮子”等与百姓生活息息相关的生活必需品储备量是否足够？让这些数据告诉你。,无,无,2020-01-29 23:59,荣耀20,7,0,1
IrMIvmCVf,今日潮汕在线,2550809142,【情况通报】2019年12月31日，武汉市卫健部门发布关于疫情的情况通报。随后，多名网民举报有人在网上传发不实信息。为查明情况，公安机关先后对8名行为人进行了调查、核实。根据调查情况，8人分别传发了“X医院已有多例SARS确诊病例”、“确诊了7例SARS”、“Y医院接收了一家三口从某洲回来的，然后就疑似非典了”等未经核实的信息。根据《中华人民共和国治安管理处罚法》的相关规定，因上述8人情节特别轻微，当时，公安机关分别进行了教育、批评，均未给予警告、罚款、拘留的处罚。（据 ） ,无,http://t.cn/RJZlcfA,2020-01-29 23:59,HUAWEI Mate 9,0,0,0
IrMIvncSW,Philip_陈,2115674110,『全国新型疫情实时动态 - 丁香园·丁香医生』 ,无,无,2020-01-29 23:59,iPhone客户端,1,2,0
