微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IvhxY5dNQ,大布莱德鱼,2786818550,【日本把游轮当成病毒培养基了！】【钻石公主在哭泣！已有454人感染 】日本厚生劳动省2月17日下午公布，在对“钻石公主”号邮轮504名乘客实施的检测中，又发现99人感染新冠，其中有70人没有症状。至此，载有约3700人的“钻石公主”号邮轮，已有1723名乘客接受检查，454人感染。感染人数占接受检查人数的比例超过26%。 ,无,无,2020-02-21 23:59,小米8周年旗舰手机,3,0,0
IvhxWDr3D,黑白不够黑白,1884628982,因同事家人身患新型，急需康复者献血，到处为其求人找资源，才发现是这么难。你问我为什么会做这件事，甚至这个同事没有那么熟。我想说，帮她也是帮自己，谁也说不好，明天和意外谁先到来。可以想象那种孤立无援。车水马龙的日子还是早一点回归吧，再早一点。 ,无,无,2020-02-21 23:59,iPhone客户端,3,0,0
IvhxVtvMf,天涯人eg,2810321340,廖力强大使在埃及《金字塔报》发表《同舟共济，共同战胜新冠疫情》署名文章 【华人头条- 埃及】 ,无,无,2020-02-21 23:59,华人头条正式版,0,0,0
IvhxUxLkN,金湾发布,2782551632, 【给力！金湾学子以诗战“疫”】在抗击新冠肺炎疫情中，金湾不少学校的学生纷纷行动起来，用诗向逆行者们表达了他们的敬意…… ,无,无,2020-02-21 23:59,iPhone客户端,4,0,0
IvhxUwTcE,FM963,1963863007,【央行副行长陈雨露：新冠疫情对中国经济影响是短期有限的 疫情过后经济增长会快速反弹回升】今天，中国人民银行副行长陈雨露在接受财经频道记者专访时，分别就新冠疫情对中国经济影响，中国金融体系风险和货币政策做了回应。陈雨露表示，这次疫情对当前中国经济确实带来了一定的负面冲击，特别是对传统服务业和部分劳动密集型制造业。但是，根据对国内外历史经验的分析，也根据这一阶段，我国疫情防控所取得的超出国际社会预期的积极成效综合判断，我们认为，这次疫情对经济的影响是短期的、有限的。2019年，我国GDP已经接近100万亿元人民币，对于全球经济增长的贡献率也达到了三分之一，我国人均GDP首次突破了1万美元大关。经济总量持续扩大，也大大增强了我国应对突发事件冲击的国家力量。我们相信这次疫情过后，前期被抑制的消费需求和投资需求会得到充分释放，经济增长会迅速反弹回升，全年经济社会发展目标会如期完成。中国依然会是世界经济增长最重要的推动力量。中国经济长期向好、高质量增长的基本面没有变化。（记者 盛华）  ,无,无,2020-02-21 23:59,HUAWEI P30 Pro,0,0,0
IvhxUz2qq,-醒来闻到咖啡香-,3112974184, 绽放 ,无,无,2020-02-21 23:59,HUAWEI P20 Pro,0,0,0
IvhxSuzT7,紫穆白,1935240023, 腾讯较真查证：土霉素对新型冠状病毒治疗有效 ？谣言土霉素对新型冠状病毒治疗有效 来自 ,无,无,2020-02-21 23:59,腾讯新闻客户端,0,0,0
IvhxScViR,你什么意思啊大姐,6613067873,这咋整唉 ,无,无,2020-02-21 23:59,OPPO R15 梦镜版,0,0,0
IvhxRClEf,用户7303236637,7303236637,新冠COVID-19渐渐受控了，希望尽快完结吧，最近几天数据带来了希望......2月20日 广州全市 0 确诊病例，连续4天 0 2月20日 深圳全市 0 确诊病例，连续3天 0 广州 ,无,无,2020-02-21 23:59,小米MIX 2 全面屏手机,0,0,0
IvhxRBf3c,锦过金不生,6125587074,为什么都要关注时间,无,无,2020-02-21 23:59,HUAWEI P30,0,0,0
IvhxQq21Q,长长长长长偏大论,1725351661,下辈子别做武汉人，一路走好,无,#武汉又一位医生因感染新冠肺炎离世#,2020-02-21 23:59,iPhone客户端,0,0,1
IvhxQsovC,Claralawyer,6858747172,人社部新规：劳动者在⼯作中感染新冠原则上不能认定为工伤！！！（⼈社部函[2020]11号）《关于因履⾏工作职责感染新型冠状病毒肺炎的医护及相关工作人员有关保障问题的通知》除医护人员外，参与新型冠状病毒肺炎预防和救治工作的相关人员应按照《工伤保险条例》第⼗五条第(⼆)项规定，职⼯工在抢险救灾等维护国家利益、公共利益活动中受到伤害的视同⼯工伤，享受工伤保险待遇。所以，除医护人员及相关⼯作⼈员普通企业员工在工作场合，工作期间感染新冠病毒不能认定为工伤。 ,无,http://t.cn/R2Wxg4P,2020-02-21 23:59,HUAWEI Mate 20 Pro,0,0,0
IvhxQ8nqO,漫文旅,5731585393, 此次新冠疫情，也许，只是压垮线下中小学教育培训机构的一根稻草而已。古语说穷则思变，变则通。愿更多行业投资者走出困局，也许，新的曙光就在眼前。线下教育培训机构再不转型，就真的死了 成都·华熙国际“528”艺术村 ,无,#防控疫情我们在一起#,2020-02-21 23:59,华为P9手机摄影再突破,0,1,6
