微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IsxR219cD,胖胖的咸菜,5841902657,武汉我们等你，也请武汉你们等我！疫情过后我要去，也一定会去，看看这座坚强的城市。我希望你们也请我吃一碗热干面，说这家乡话！虽然我不曾去过，但我热爱也牵挂武汉你们。武汉加油，武汉等我！我爱中国🇨🇳！！！我们必胜！ 沈阳 ,无,#万众一心抗击新冠肺炎#,2020-02-03 23:59,iPhone客户端,1,0,0
IsxR17IXq,simonmedas,1850356453,我关注了患者求助超话，志同道合的盆友们，来不及解释了，快来加入吧！超话传送门→患者求助 ,无,无,2020-02-03 23:59,超话,0,0,0
IsxR0xldx,俊K俊,5946146224,【不要聚集！】2月3日下午，宁波市政府新闻办召开新闻发布会。会上通报一起聚集性疫情案例：患者胡某，无湖北（武汉）旅居史，自述1月17日晚上参加了一次聚餐，其中有武汉人参与；19日乘坐大巴车往返一寺院祈福活动，当天自感畏寒、发热，未及时就诊。其丈夫、女儿于22日发病，26日确诊，27日胡某本人也被确诊。此后19日与胡某同车参加祈福活动的人员中有14人先后发病并确诊。截止2月2日24时，参加该次祈福活动的人员和部分病例的密切接触者中，已有25人确诊为新型冠状病毒感染的。（都市快报）,无,无,2020-02-03 23:59,OPPO R15x,0,0,0
IsxR0xhQl,青衫_素颜,5333773365,一天没怎么好好吃奶 也没怎么好好睡觉 担心现在这么严重 你可千万别闹啊 稳稳的 好好吃饭好好睡觉 妈妈爱你 ,无,无,2020-02-03 23:59,iPhone客户端,0,0,0
IsxR0w3uB,北辰星灯,5556034416,，甚至不忍心再多看几眼，我什么忙都帮不上，连口头的安慰都是那么苍白。拜托上头的看看这里，部分人别再玩忽职守，不要再整那些虚头巴脑得了真以为群众傻子吗,无,无,2020-02-03 23:59,华为手机 畅享玩不停,1,0,1
IsxR0w29R,郡郡333,7033725193, 为爱前行，我一直在路上。我在“疫情一线医护•守护者后盾行动”项目捐款成功！您每捐款1元，新浪同时配捐1元！  ,无,无,2020-02-03 23:59,微公益,0,0,0
IsxR0fDz9,眉山同城,6068931244, 【东坡区多悦镇：细小温暖热人心 同舟共济战疫情】 2月2日，眉山市东坡区多悦镇农贸市场迎来了赶集的人群，往日热闹的画面稍显冷清，其中有一处最大的不同在于农贸市场出口处被隔离成了两个通道：入口与进口。需要在农贸市场卖菜的人，必须配带好口罩，测量体温才能进入市场卖菜。工作人员不停的宣传，请大家请尽量少赶集，切断病毒传播的途径。 ,无,http://t.cn/RXnNWrU,2020-02-03 23:59,iPhone客户端,0,0,0
IsxR0em1I,你的小秘密Rae,7310469874,上联  不能在外 下联  地震不能在家 横批  赶尽杀绝,无,无,2020-02-03 23:59,HUAWEI P30 Pro,0,0,0
IsxR0dghn,是福不是胖,6189138546,我关注了患者求助超话，志同道合的盆友们，来不及解释了，快来加入吧！超话传送门→患者求助 ,无,无,2020-02-03 23:59,超话,0,0,0
IsxQZjSZd,ToniYangGZ,1441528335,国家卫生健康委就新型冠状病毒感染的疫情防控工作中的网络在线、电话热线等社会心理服务有关情况举行发布会 国家卫生健康委就新型冠状病毒感染的疫情防控工作中的网络在线、电话热线等社会心理服务有关情况举行发布会 ,无,无,2020-02-03 23:59,学习强国客户端,0,0,0
IsxQZ4A22,赵亮1900,1675719895,我关注了患者求助超话，小伙伴们快来加入超话一起聊聊吧~超话传送门→患者求助 ,无,无,2020-02-03 23:59,超话,0,0,0
