微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IoTAOsuZ3,小爱心妈妈7788,5275581751,从上周六星开始流鼻涕到现在经历了跌宕起伏的病情，今天发展成了，最终还是没逃脱输液的结果！星生命历程中的第一次输液，看着他被放在输液台上，几个人压着他扎针，而他只能无助的哭喊着，妈妈的心都是痛的，如果可以真想替他受这一切！本定好明天回老家的车票由于星突发疾病的缘故今天不得已退掉了，后面不知道还能不能抢到回去票？一切随缘吧，计划赶不上变化！这周真的是漫长的一周，星受了好多苦，更加依赖妈妈，没抱他时他会泪眼汪汪的看着、嘴巴“妈妈”的叫着、伸出手找妈妈抱！险境激发人的潜能，之前从不叫人的星就这几天已经被逼迫的叫“妈妈”很清楚了！,无,无,2020-01-10 23:59,iPhone客户端,0,0,0
IoTzFysrj,儿科医生蓬蕊,2769301163,【两姐妹咳嗽发烧】蓬医生，杨熠祺的支原体结果出来了，显示一个阳性，然后说是。杨玥溪昨天晚上咳嗽的特别厉害，并且又开...作为医生我的建议是：两姐妹咳嗽发烧 ,无,无,2020-01-10 23:56,爱问医生移动版,5,1,7
IoTz1CeVN,因特拉肯的小村医,3905631515,大家都说顺产好啊，课本也说顺产好。可是在新生儿我看到的很多疾病死亡都是顺产独有的。1.感染类：经过产道，很多感染的新生儿轻则GBS感染、肺炎，重则败血症、脑膜炎甚至死亡。有的妈妈提前打了青霉素预防，孩子还是感染了。2.损伤类：轻则皮肤出血点、锁骨骨折，中则头皮血肿然后机化、产瘤、骨缝重叠、前囟早闭、马蹄内翻，重则臂丛神经损伤直接残废的都有。这些在新生儿病房真的太常见，尤其是早发败血症和产道感染，几乎百分之九十五都是顺产，而且非常常见，整个病房1/6的都是这样的崽，甚至还有死亡的，我跟同学说我觉得顺产一点都不好，要是他们不顺产可能就不会残废或者死亡了。,无,无,2020-01-10 23:54,荣耀V20 4800万3D相机,3,1,7
IoTyymQuP,syaishining,2271722664,记 2020年1月8日  今天是小宝贝去打十三价疫苗的日子 戴上帽子开开心心🥰的以为要出去玩了  她可能还不知道接下来要发生什么 哈哈 在车里左看右看到处看风景 不到一会嗯啊嗯开始便便💩了  每次去打针前必定要便便 不管上午下午 她爸说吓出💩来了 哈哈 可是我们宝贝不知道多勇敢呢 今天也是 躺在打针的台子上 左看右看还朝我笑😊 完全不知道接下来要面临什么  针刚扎进去还好 等到滋药水时开始哇哇哭了 那个声音啊 哎 好心疼😔不过针头一拔 逗她两下就又好了 真是乖宝宝👶比起第一次带她去打针的各种紧张 现在已经放松了很多 这都是宝宝的功劳啊！,无,无,2020-01-10 23:53,iPhone客户端,0,0,0
IoTy7tzlX,石头-Kevin,1995427941,一月份最充实的一天，今天接诊了8个病例，做了8个手术。上午一只小布偶绝育，一只柯基膀胱结石和绝育，一只美短公猫绝育，一只博美菜花瘤摘除，超声波洗牙，绝育。两只巴哥犬人工受精，一只泰迪桡尺骨骨折，一只阿拉斯加，晚上临近下班来了一只英短折耳蓝白尿闭。下班出门一阵寒风扑面，好冷，不知道早几天跑丢的小猫今天过的怎么样，没有取暖器小太阳会不会感冒。 ,无,http://t.cn/z8CuYXD,2020-01-10 23:52,iPhone 7 Plus,3,0,0
IoTx6zyYr,个股资讯,6456772530,新生 ABCD 首个国产13价结合疫苗获批 能复制辉瑞的成功吗，点击链接查看更多->  ,无,无,2020-01-10 23:50,微博股票,0,0,0
IoTwKr5t6,MrCthulhu,5019167783,奇怪了，这个东西根本不是杆菌，我书读得少不要骗我。文盲一刻就很尴尬，无敌尴尬。 ,无,无,2020-01-10 23:49,iPhone客户端,0,0,0
IoTuJrAiC,我在安庆2201755325,2201755325,专家称系新型冠状病毒 武汉不明原因的病毒性疫情病原学鉴定取得初步进展  ,无,无,2020-01-10 23:44,iPhone客户端,0,0,0
IoTuC2cET,沃森生物sz300142,6502069041,沃森生物 sz300142 首个国产13价结合疫苗获批 能复制辉瑞的成功吗，点击链接查看更多->  ,无,无,2020-01-10 23:43,微博股票,0,1,0
IoTtr5ln0,顶级奢侈潮牌复刻工作室025号,5276321900,” ThomBrowne汤姆布朗tb羽绒服 黑灰两色 他心中暗道不好，立即冲出帐外，直奔叶寒  ,无,无,2020-01-10 23:41,微博 weibo.com,0,0,0
