微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IrDi3dzFV,行云系筱迪,6820324314,没遇上对的人，那就等等吧。不论谁劝你降低条件，都别搭理，他们又不能替你过日子。恋爱中的小问题，往往都会在婚后演变成大问题。你想啊，若是跟一个人在一起，每天睁开眼就是地狱，这得多闹心！ 2日本·京都  ,无,无,2020-01-28 23:59,微博 weibo.com,0,0,0
IrDi2ksFN,想要给你一片蓝,5675685017,我就想给我表哥拜个年 ,无,无,2020-01-28 23:59,OPPO A9,0,0,0
IrDi202Ab,坤宝1996,5303623670, 予人为乐，与己而乐。我在“医护·守护者后盾行动”项目捐款成功！ ,无,无,2020-01-28 23:59,微公益,1,0,0
IrDi20013,未来晴,1770168022,前几天封城，今天封路了，在家其实也无所谓，苦逼的是我还要上班，每天只能走路上班了。再想想我们这对患难夫妇，老公初二就回到了工作岗位，说是什么时候解封才能回来，看来我们要很久不能见面了，儿子也只能丢在一边了，有一对工作特殊得爸妈没办法唉。希望能快点控制疫情吧 ,无,无,2020-01-28 23:59,iPhone客户端,6,0,2
IrDi1p1H6,将成为股神的人,1882540490,本人全家没有感染病毒，微博会自动推送一些东西看了以后胆颤心惊的老是觉得有人要杀我。。 ,无,无,2020-01-28 23:59,360安全浏览器,0,0,1
IrDi17m1s,网信商丘,6026502015, 截止28日最新数据分布！  网信商丘的微博视频 ,无,无,2020-01-28 23:59,Android,15,0,3
IrDi0xwCE,阎王发着光,5607983392,我的声音《武汉后，最令人愤怒的来了（来自FM1722650)》，快来听听（下载 可离线收听） 武汉后，最令人愤怒的来了（来自FM1722650) ,无,无,2020-01-28 23:59,荔枝APP,0,0,0
IrDi0wKmn,智僚阿刚,1422899355,【疫情会不会大暴发 】1月28日，钟南山院士就新型冠状病毒感染的疫情接受了新华社记者的专访。疫情会不会大暴发，让我们一起听听钟南山怎么说。新华视点的秒拍视频 ,无,无,2020-01-28 23:59,智僚决策圈Android,1,0,0
IrDi0fPRu,金华直播间,2012536357,看到钟南山院士含泪的眼睛，心情沉重！愿大家先保护好自己，再尽量去帮助别人！不要空喊口号…… 千心澜影的微博视频 ,无,无,2020-01-28 23:59,无,10,0,2
IrDi0f6KK,Kimi_Bass,1772791531,自打我五岁的娃听说有个叫新型的传染病很严重，死活也不出门了，就是喊他下地下车库开车直奔奶奶吃个饭都不愿意，誓死不出门,无,无,2020-01-28 23:59,iPhone客户端,4,0,0
IrDhZFuGn,UNIQ-王一博宝贝小女儿,5695046509,希望如此，大家都平平安安的吧🙏🙏 ,无,无,2020-01-28 23:59,无,0,0,0
IrDhZEaaW,郑小白11-12,2912141417,今天初四，老弟结婚……原本的婚庆仪式因肺炎问题取消，这应该是个难忘的日子……愿你们未来越来越好！！！疫情早日结束，所有人一切安好！ 安庆·怀宁县 ,无,无,2020-01-28 23:59,iPhone客户端,1,0,7
IrDhZlJ9q,神秘的小笛,6818175081,十二星座单身之王排行榜，你敢说自己排第几？  ,无,无,2020-01-28 23:59,微博 weibo.com,0,0,0
IrDhZlM7f,随意74339,6031845139,【轻松筹】石婷婷，你要坚强，一切都会好起来的！-个人求助 ,无,无,2020-01-28 23:59,iPhone客户端,0,0,0
IrDhYtazj,缇斯口腔专业儿牙咨询顾问,2197574504,亲爱的顾客朋友们：您好！因受肺炎疫情影响，包括福建在内全国多地已启动公共卫生事件紧急响应。疫情当前缇斯口腔（南区负一楼门店）为了保障每一位顾客及员工的健康。大年初五至初九（2020年1月29日-2020年2月2日）暂停营业。于2020年2月3日正式营业。谢谢大家的支持与理解。 缇斯与您一起，迎难共前！ ,无,http://t.cn/z8Aci6o,2020-01-28 23:59,HUAWEI P30 Pro,1,0,0
IrDhYaKlE,凌海王李红,6414825146,截至1月28日10时30分 辽宁新增3例新型冠状病毒感染的确诊病例，累计30例 截至1月28日10时30分 辽宁新增3例新型冠状病毒感染的确诊病例，累计30例 ,无,无,2020-01-28 23:59,学习强国客户端,0,0,0
IrDhXB8ci,荒漠万里春,5457563536,这下好了吧，男人不能出去野了，女人不能出去浪了，都安安生生在家里宅着。下雨天打孩子，反正闲着也是闲着，以前欠下的作业，该补交了吧？一场疫情，粘合了无数即将破裂的家庭，滋润了多少干旱的土地，也算是不幸中的万幸吧？只是没想到的是，肺炎损伤的不是男人的肺，却是男人的肾…… ,无,http://t.cn/R2Wx0za,2020-01-28 23:59,iPhone客户端,0,0,0
IrDhXz1Lg,ICESPEED抗糖美白减脂-雅媛,1868234540,中国加油！一定会战胜疫情的！武汉加油！ ,无,无,2020-01-28 23:59,无,0,0,0
IrDhXz0rR,享自由1,6460696189,关于印发新型冠状病毒感染的诊疗方案（试行第四版）的通知  ,无,无,2020-01-28 23:59,iPhone客户端,0,0,0
IrDhXjtgb,大湾区文化,7315177426, 【100人全找到！D3286广东境内下车乘客身份已确认】大洋网讯 1月28日上午揭阳市新型冠状病毒感染的疫情防控指挥部办公室发布通告称，D3286次列车揭阳站下车25名乘客身份均已确认并采取防控措施。至此，该趟列车在广东境内下车的100名乘客（梅州49人，揭阳站25人，潮汕站18人，饶平站8人）身份已全部确认，相关部门已对其采取防控措施。据揭阳市新型冠状病毒感染的肺炎疫情防控指挥部办公室通告：由武汉汉口出发，于1月24日当天20时30分到达揭阳（锡场）站的D3286次列车，到达梅州西发现1名乘务员伴有发热症状，日前已收治观察。该趟车有25名乘客在揭阳（锡场）站下车，目前，25名乘客身份已全部确认，经公安机关核查，确认在揭的有21人、在外市有4人。截至27日14时，在揭的21人已全部由属地公安机关联合卫健部门上门检测体温，均暂未发现存在发热等异常现象，已告知相关人员在家隔离；对在外市的4人，已通知其本人配合做好防控措施。广州日报全媒体文字记者：陈家源,无,无,2020-01-28 23:59,360安全浏览器,0,0,0
IrDhX1NkY,女性中医养生健康,7295532848,2020武汉一定会好起来的。中国人民一定会挺过来的。2020有点苦，但会是先苦后甜的一年，就像我们的08年....... ,无,无,2020-01-28 23:59,iPhone 8 Plus,0,0,0
IrDhX1N0F,今天包包减肥了吗,6385515696,村子封了我也疯了 唐山·滦南县 今天包包减肥了吗的微博视频 ,无,#呆在家里的我有多无聊#,2020-01-28 23:59,OPPO智能手机,2,0,0
IrDhWo0uL,杨姚得意,6426047455, 赠人玫瑰，手有余香。我在“医护·守护者后盾行动”项目捐款成功！ ,无,无,2020-01-28 23:59,微公益,0,0,0
IrDhW77eB,小肉晒晾架,2834238484,希望生活早日恢复正常 ,无,无,2020-01-28 23:59,iPhone客户端,0,0,0
IrDhVuDlL,玥米晴,6225037193,理性意识能够让一切防范于未然。当经历过2003年非典，开始严厉打击野生动物交易和食用相关行为，就不会出现疫情；如果浙江卫视保障到位，高以翔就不会离开；如果看到雾气那么大，就不起飞，无论什么重要的事情都放一放，科比和他的女儿也就不会离开。 ,无,无,2020-01-28 23:59,OPPO智能手机,1,0,0
