微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IqgryDZ2H,车在郑州,6184296728,【 卫生人员现场指导应对】1月17日，湖北武汉新增新型冠状病毒17例。19日，湖北省卫健委称，武汉机场、铁路、公路等多地开始对人群进行体温检测。武汉12306热线表示，旅客进站会有热敏仪器对体温进行检测。截至1月17日24时，武汉累计报告新型冠状病毒感染的病例62例。 ,无,无,2020-01-19 23:59,车在郑州Android,0,0,0
IqgrdEEQG,艺术教父,5531568520,武汉不会通过微博传播吧 我抵抗力比较弱 ,无,无,2020-01-19 23:59,iPhone客户端,0,0,0
Iqgr59Mf5,女巫零零子,5550043303,最近感冒很严重，睡眠质量好差，经常半夜咳醒，断断续续做一些没有意义也记不住的梦。这两天已经过上了把感冒冲剂当饮料，把润喉药当糖吃的日子。明明每天都在吃药，还去打了两针，感冒的症状却越来越严重了。第一天只是咽痛，第二天扁桃体发炎，第三天流鼻涕咳嗽，第四天头疼浑身疼。醒来上颚刺痛得我怀疑人生。前天打了针以为会好，结果没有好转。爸妈去四川参加婚礼现在才回来，在家每天就是香肠白菜加点汤烫饭吃。也没有心思做啥吃的，只想躺着。最近武汉的事情闹得人心惶惶，虽然我从武汉回来一周多了，现在突然生病理论上应该和没啥关系，但是明天还是去医院看看好了。快点好起来吧。,无,无,2020-01-19 23:58,无,5,0,10
IqgqQCY6v,新京报,1644114654,【：发热病人须询问武汉旅游史,无,无,2020-01-19 23:58,无,1986,186,285
IqgqQjnCo,访民范用户6258313035,6258313035, ,无,无,2020-01-19 23:58,魅蓝 5,0,0,0
IqgqAEIqD,澄城检察,3815077818,【 卫生人员现场指导应对】1月17日，湖北武汉新增新型冠状病毒17例。19日，湖北省卫健委称，武汉机场、铁路、公路等多地开始对人群进行体温检测。武汉12306热线表示，旅客进站会有热敏仪器对体温进行检测。截至1月17日24时，武汉累计报告新型冠状病毒感染的病例62例。  ,无,无,2020-01-19 23:57,Redmi K20 Pro 尊享版,0,0,0
IqgqzaPn9,祈-雕刻时光,2931587412,最近澳洲大火的消息刷屏了朋友圈，数亿生灵涂炭，原本美丽的大洋洲被一片血红色笼罩。然而被人们忽略掉的是，另一个危险正向我们靠近。截至1月19日凌晨，武汉新型病例62例，已治愈出院19例，在治重症8例，死亡2例。▲人民日报、央视新闻均有第一时间通报疫情「」这两个字，烙印在每一个60代到90代的心中。2003年爆发的非典型流感（俗称SARS），那场没有硝烟的战争，让每个人都无法置身事外。不过，武... ,无,无,2020-01-19 23:57,Android,0,0,0
Iqgqpscyu,沙堆里有宝藏和塔i,5214428410,睡不着搜了一下武汉的实时，不知道是我过于敏感还是大家太过自信，我和你们仿佛不是在同一个城市。还有人说武汉在微博上话题这么高是被故宫拉出来挡枪的，黑人问号脸？？？一半的人说事情没有想象的那么简单，一半人又说你看我完全没在怕的你怕啥。是啊，我就是怕，我还没活够，我还有好多好吃的好喝的想见的人想去的地方，我惜命。事情一开始就是学医的群里传出来的，后面又有更多医生护士的说存在感染存在有限人传人隔离了很多人，还有人说自己的亲人已经因为这去世了。（没有查证，无从查证。后来也去查了03年的事，好像，好像。不知道该怎么说，今天走在街上没有一个人戴口罩，虽然是郊区比市区安全一点，但是那么多地方都有了，50km外的郊区会安全吗？我都订好元宵节之后出去玩的票了，绝望，不想放弃又很无助。我能等到一个好结果吗。另外我很不理解在同样重要的热点事件下提g8和留学生的事，很不尊重这个热点（不止是的事），没有别的话说了吗。,无,无,2020-01-19 23:57,HUAWEI P10,10,0,32
IqgqjeKto,Sternmonat,1963187413,为什么喉咙有点痛 晚上部门聚餐命名滴酒未沾 看到武汉的 真是怪吓人的 ,无,无,2020-01-19 23:56,iPhone客户端,0,0,0
Iqgqa6jO8,安东尼是一只鸟,1624485893, 今日早上听到武汉病情有所扩散，深圳也听闻有疑似病例2件，群里大家在讨论买什么口罩，怎么预防，营造了一种大难来临的感觉，而我心里也受到了这个信息，觉得心慌，生命如此美好，仍然希望能一切安好。 ,无,无,2020-01-19 23:56,HUAWEI Mate 20 Pro,1,0,1
Iqgq7qhvL,维克图图,5333501365, 好像真的很严重，高铁下车前车厢里纷纷带上口罩，旁边小朋友还送给我一个！ ,无,无,2020-01-19 23:56,小米5X 拍人更美,0,0,0
Iqgq3BEmU,Kilalii,2355634812,今天想什么 想感染 ,无,无,2020-01-19 23:56,iPhone客户端,0,0,0
IqgpZbaa7,中国警方在线,2328516855,【 卫生人员现场指导应对】1月17日，湖北武汉新增新型冠状病毒17例。19日，湖北省卫健委称，武汉机场、铁路、公路等多地开始对人群进行体温检测。武汉12306热线表示，旅客进站会有热敏仪器对体温进行检测。截至1月17日24时，武汉累计报告新型冠状病毒感染的病例62例。,无,无,2020-01-19 23:56,微博 weibo.com,502,48,56
IqgpX41c6,影碟孤影,1953641195,鹿晗和关晓彤无缘春晚，原来网传他们将会携手给我们带来《因为爱情》，听闻这个消息不少网友表示终于可以不用吃狗粮了。也有网友提出不希望流量小鲜肉上春晚，其实潮哥觉得鹿晗的唱功在小鲜肉里算是上乘的，关晓彤这几年也很努力，二人都可以算是优质偶像。想起来2012年陈奕迅和王菲同台合唱，天王天...全文： ,无,无,2020-01-19 23:55,iPhone 6,0,0,0
