微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IrUp8EFqX,邢台同城,6072764869, 【紧急扩散！急寻1月14日T156、K1454次列车的乘客】邢台市卫生健康委员会提示：我市现确诊一名新型冠状病毒感染的病例，该病人于2020年1月14日乘坐汉口至广州东的T156次列车2号车厢在麻城站下车，14日21：43乘坐由麻城开往清河的K1454次列车12号车厢于15日到达，为了您和家人的健康，根据传染病防治有关规定，现寻同乘人员并采取如下防护措施：1、同乘人员看到此紧急扩散信息后，请您第一时间主动与所在地卫生健康部门联系，配合当地做好医学观察，若有发热、干咳、乏力等症状，请及时到就近的定点发热门诊就诊，不允许私自到其他医疗机构就诊。2、同乘人员需立即居家封闭隔离观察14天，不要外出，观察期间，请佩戴口罩，与家人共同做好个人防护，以保障您和家人的健康。   3、监测期间，如您和您的家人出现发热、咳嗽、气促等急性呼吸道感染症状请立即就诊，在就医途中请您佩戴口罩，不要乘坐公共交通工具前往医院。 ,无,http://t.cn/R2WxX9f,2020-01-30 19:34,iPhone客户端,1,0,1
IrUnsDm4g,贵州都市报,1973634817," 【贵阳海关：出入境需填写《健康申明卡》】1月30日，都市新闻记者从贵阳海关获悉，为进一步做好新型冠状病毒感染的疫情防控工作，防止疫情经口岸传播，按照海关总署统一部署，贵阳海关于1月26日重新启动《健康申明卡》填写制度，旅客在出入境时需填写《中华人民共和国出/入境健康申明卡》进行健康申报。启动当日，贵阳海关紧急印制了300余份新版《健康申明卡》在贵阳龙洞堡国际机场进行发放，保障实施健康申报后的首班出境航班100%全员申报，随后又加印2800份中英文版本的申明卡，并在旅检现场设置健康申明卡填写柜台。截至1月30日凌晨，贵阳海关共印制223100份《健康申明卡》,共有61架次进出境航班5217名旅客进行了申报。贵阳海关提醒，为了保障健康安全，出入境旅客一定要如实填写《健康申明卡》，特别是有出境计划的旅客可提前抵达贵阳龙洞堡国际机场出境旅检大厅，在贵阳海关工作人员指导下完整填制健康情况，以便更加快速通关。 （夏泽薇 记者 刘昌敏）",无,无,2020-01-30 19:30,三星Galaxy S9,2,1,0
IrUnmb9Qg,沈阳发布,2760402625,【沈阳雷锋车队设16处出租车消毒点】为做好沈阳市出租汽车行业新型冠状病毒感染的疫情防控工作， 连日来，沈阳出租汽车行业22支雷锋车队立即行动起来，一方面积极为乘客提供良好的春运出行保障，另一方面，主动开展防控疫情公益爱心活动，为坚决遏制疫情蔓延势头、打赢疫情防控阻击战贡献力量。面对疫情，雷锋车队269名的哥、的姐主动请缨，相继在各区出租车运营场站和集散地设立了16处防疫消毒点，每天按时为广大出租车司机免费提供发放口罩、整车全面消毒和普及防疫知识、提示文明优质服务等内容的免费服务。同时，提示驾驶员随车配备消毒液和喷壶，保持车辆经常通风换气和环境清洁，勤洗手，不随地吐痰。,无,无,2020-01-30 19:29,OnePlus 6,17,2,6
IrUnkFo6w,莞几妈妈,3591433877,封城的第八天莞爸中午出去买了点蔬菜、水果就遇上小区有老人在家里去世了楼下来了防疫人员现场消毒我说这不一定就是因为肺炎去世因为咱们这个小区老人多很多都有基础疾病在这么个季节里上了年纪的老人都不太能抗的住我们能做的就是相信当下的一切都会好起来我们都祈祷一切平安🙏 ,无,http://t.cn/R2WxQOQ,2020-01-30 19:29,wanzi🍡iPhone客户端,3,0,0
IrUnil4WU,康师傅布鲁面,7212238089,微信安全中心昨日发布“关于新型冠状病毒相关谣言专项治理的公告”，公告显示，对发布谣言账号进行永久封禁处理。谣言害人害己，我们如何成为一名网络谣言终结者呢？    支持微信对散布疫情谣言者封号处理，特别是主观编造、故意散播疫情谣言者，要严肃处理。当前，全国上下正在严阵以待、众志成城、全力以赴，打一场抗击肺炎疫情战役。很多人都非常关注疫情，担心疫情，这个时候我们更需要统一步伐，需要坚强的信心，需要正确的信息，需要正能量，错误的信息必然会误导公众，特别是谣言信息，会动摇、打击人们的信心，这是我们需要坚决抵制的。    这段时间确实有一些谣言在坊间流行过，在微信里有人传播，不相信国家公布的信息、通报，打击人们的信心，在社会上引起不必要的恐慌，这是一些别有用心的人想要制造混乱，破坏秩序，我们坚决不能允许。    对于谣言信息，我们不能相信，更不能散布，要相信正规媒体的报道，要相信国家主管部门的通报，要相信身边的事实，不要相信自己没有见过的私人散布的谣言信息，不要相信微信上的谣言，更不要散布那些信息，一切以官方通报为准。    国家的努力、政府的行动、公众的配合、疫情的信息，现在媒体都在每天通报，也有实时信息，这些完全可以帮助我们了解疫情的真实情况，了解一线战斗的真实情况，不要相信网络谣言，不要相信民间谣言。我们要做抗击疫情的行动者，要做疫情战斗的参与者，要有打赢疫情战役的坚强信心，不要做疫情谣言制造者和谣言传播者。  ,无,无,2020-01-30 19:29,前置双摄vivo X9,0,0,0
IrUnbbi2Q,南京明基医院,2464756242,尊敬的患者及家属：你们好！当前各地陆续发生新型冠状病毒感染的疫情，在此特殊时期，为积极应对新型冠状病毒感染的疫情，落实各项防控措施，防止疫情扩散蔓延，同时尽可能方便您在我院就诊，保障您和家人健康，南京明基医院特为前来我院的患者及家属整理了这份特别的温馨提示，请您来院前仔细阅读。,无,无,2020-01-30 19:29,iPhone客户端,4,0,1
IrUmZnkQE,法治大邑,1996008855,【大邑县司法局启动第二轮家属院落排查】大邑县司法局认真按照县委关于新型冠状病毒感染的肺炎疫情防控工作部署，积极落实市委紧抓“外防输入、内防散撒”工作重点，紧紧联系依靠基层自治组织和人民群众，以更加细致的工作作风与专业的工作态度，做好春节假期结束返程高峰人员走访排查、重点人员后续管理服务工作。1月30日，在县司法局党组副书记、局长牟乃东同志带领下，司法局干部职工对邑州监狱新和芙蓉小区、新源监狱干休所以及县司法局家属院启动了第二轮走访排查，重点排查居民外出返程情况、家庭成员健康状况，督促小区物管落实对车辆和人员的询问，持续开展疫情防控知识宣传，确保疫情防控各项措施落地落实，努力增强全县群众对防控新型冠状病毒的决心与信心。,无,无,2020-01-30 19:28,iPhone客户端,2,0,0
IrUmM5J7y,呈贡发布,3806199641, 自发生新型冠状病毒感染的疫情以来，中国政府采取了坚决有力措施对疫情进行科学有效防控，并同各方保持密切合作。连日来，国际组织负责人、多国政要、官员和专家发表声明或接受记者采访时，高度赞赏中国在疫情防控方面表现出的坚定决心、付出的不懈努力和对国际社会的积极贡献，表示对中国打赢疫情防控阻击战充满信心。,无,无,2020-01-30 19:28,iPhone客户端,0,0,0
IrUmGsXJk,盘县法院,3668161411, 【盘州市人民法院罗静院长到挂帮乡镇及人民法庭走访查看疫情防控工作】1月29日至30日，盘州市人民法院党组书记、院长罗静，党组成员、副院长李兴贵及相关人员到挂帮乡镇大山镇及盘州市人民法院七个人民法庭进行走访，查看新型冠状病毒感染的肺炎疫情防控工作。罗静一行首先来到大山镇，详细了解了大山镇公共场所防疫消毒、返乡人员排查、医疗救治准备、检测防护用品、疫情情况上报、防疫措施宣传等疫情防控工作方面的开展情况，并结合实际指出，要进一步加大疫情排查工作力度，发动广大党员积极参与到排查工作中，做到“早发现、早报告、早隔离、早治疗”，有效控制疫情传播；要进一步加强防疫知识宣传，引导群众正确认识新型冠状病毒感染的，防止群众恐慌，动员群众有发热等相关症状主动隔离、自发上报。随后，罗静一行依次到保田镇、洒基镇、石桥镇等七个人民法庭进行走访，向面对疫情坚守岗位的工作人员致以衷心的感谢和问候。罗静表示，在当前这场抗击新型冠状病毒感染的肺炎疫情战役中，我们虽然不是身处第一线的医护人员，但是也必须坚守好自己的岗位，在做好自身及当事人安全防护的同时，积极参与防疫知识宣传，做好矛盾纠纷调解，为疫情防控和医疗救治工作提供强有力的司法保障，助力盘州市疫情防控工作有效开展。（文/图 杨兰兰）,无,无,2020-01-30 19:28,360安全浏览器,0,0,0
IrUmydL32,垃圾都没你能装,6608977226,非常时期非常对待!虽然是现在天气转暖好多人忍不住出去游玩，但是现在疫情还没有达到很好控制的程度，一旦出去所有人聚集到一起嗯，疫情很容易传播。到时候所有医护人员努力都会白费希望大家可以再坚持一段时间。我希望大家就算不伸出援手，也可以宅在家里，不要给大家添乱。毕竟很多医护人员都冒着生命危险在前线救人也希望大家可以体谅理解 ,无,http://t.cn/R2Wx05s,2020-01-30 19:27,OPPO智能手机,0,0,0
