微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IwuXWiySM,陈修瑞V,5290891257, 2020年新冠肺炎（COVID-19）爆发全国联防联控第38天，确诊病例79384例！2020.02.29身高176CM体重60KG单身贵族2024四年后见 连云港 ,无,#四年一度的2月29来了#,2020-02-29 23:59,小米8周年旗舰手机,2,0,0
IwuXVqh7Z,用户6751119913,6751119913,新型冠状病毒疫情心理调适指南 心理问题调适方式  ,无,无,2020-02-29 23:59,学习强国客户端,0,0,0
IwuXUdTj6,决胜华山之颠,6059316832,面对新冠：心理问题的干预策略  ,无,无,2020-02-29 23:59,学习强国客户端,0,0,0
IwuXUfTEG,幸运牌汉堡,5995938750,非专业问题2为什么选择国内读研，而不是出国有读博的打算吗如果你这次失败了，会怎么办这几位导师，想选哪位做你的导师肺炎对你的生活有什么影响吗？肺炎期间你在做什么介绍一下你的大学你对我们学校有什么了解大学期间印象最深的事平时喜欢做什么 ,无,无,2020-02-29 23:59,iPhone 7,5,1,0
IwuXTkxJq,时之砂99,1818963205,四年才有一次的2月29日，在接近尾声的时刻，发个博留个念。下一个2月29日的时候，我会在干什么呢？？？（希望到时能记得回来翻翻这篇博）由于新冠肺炎疫情，已窝家一个月有余了，都不怎么敢出门，只希望情况能越来越好，疫情早点过去，真的想出门随心所欲的吃喝玩乐了。。。                                                               2020.2.29,无,无,2020-02-29 23:59,HUAWEI P30 Pro,3,0,0
IwuXT48OO,张炝炝就是张洽洽,1759718561,从2007年开始，几乎每隔一段时间我就有种要世界大乱的感觉。以我在07年的见识，一部电影就把我吓得够呛。。。记得后来还有特朗普当选，英国脱欧，都惊得我下巴要掉。今年中国和全世界发生的新冠疫情，也是。而如果有一天，中国大街随处可见其他肤色的人种，我猜我的下巴依然会好好地呆在它原来的位置。世界其实一直没有停止洗牌，只是身在其中的当代人没有做好直视的准备。历史的洪流裹挟每一个人。决策者或许也无法看到那么远，但普通民众很难有效地发出声音，或者发出正确的声音。不过有一点是肯定的，所有的决定都有consequences. Guess we just need to bear with them anyway.,无,无,2020-02-29 23:59,HUAWEI P10 Plus,1,0,1
IwuXT47hk,恒温兔子陈安安,5346425227,本科在武汉，18年毕业后马不停蹄的去了香港读研，然后今年5月回了南京～非常幸运地躲过了武汉的和香港的动乱～11月正式拿毕业证毕业，然后同一个月签订了就业合同，找到了一份喜欢的工作～紧接着疫情来了，正在度过超长带薪寒假,无,无,2020-02-29 23:59,iPhone客户端,0,0,5
IwuXSr6Hh,EchoSLee,2630945145,2020年2月29日年龄：26工作地点：北京职业：培训机构英语老师感情状况：单身目前所在地：岳阳（新冠性肺炎）目前日常：上网课目前状态：迷茫，纠结于以后在哪个城市发展 岳阳·岳阳县 ,无,无,2020-02-29 23:59,iPhone客户端,1,0,8
IwuXScuTm,aa粒粒橙,2277394210,纪念以下四年一遇的2月29  今年由的开始科比的去世澳洲的山火非洲的蝗虫等等 一切都在告诉我们如何珍惜  也让我更敬畏生命尊重自然 希望3月重生,无,无,2020-02-29 23:59,iPhone客户端,4,0,0
IwuXRk2D6,哩个啷个哩个啷啊,3054502074,四年一遇的2月29号，因为新冠疫情我还呆在家，每天都为论文发愁。已经一个多月没见俺大哥了,无,无,2020-02-29 23:59,iPhone,5,0,8
