微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Iwc6W3Tus,滨州文旅,2024128473, 【 | 滨州有不戴口罩聚集现象 有小区测温流于形式】“现在进出小区扫码基本上是流于形式。我们小区的门卫就让业主扫一下，扫没扫成功他们根本不在意。”滨州市城区西区黄河十二路北侧某小区的业主说。《滨州市疫情分区分级防控实施方案》明确要求，辖区内所有社区（村居）要安排专人24小时值班值守，对进出车辆和个人实行严格管控，实行山东电子健康通行卡、二维码通行制度。随着滨州疫情形势逐步平稳，诸多小区出入登记检查有“懈怠”迹象。当前疫情防控形势虽然有了好转，但零增长并不是零风险，麻痹大意、懈怠松劲万万不可取，千万别让此前我们所有人的努力都枉费了。,无,无,2020-02-27 23:59,搜狗高速浏览器,0,0,0
Iwc6W2Fzx,元气少女何其龙,7300868489,如果不是我现在就在家里了，如果我在家里我就可以躺着吃外卖了，如果有外卖我现在也不至于这么想吃汤年糕和烧烤（佟湘玉式逼逼赖赖 ,无,无,2020-02-27 23:59,iPhone XS,0,0,0
Iwc6VpZdq,合肥反邪教,6275007444,【网传男子患新冠被捆送医，街道办辟谣：系不愿就医的精神病患者】2月26日，太原一男子被捆绑送医，网传其感染了新冠，引发当地居民担忧。古城街道办事处回应，该男子不是新冠患者，因其有精神问题，又不愿意配合就医，才被医护人员强制送医，居民不用担心。一手video的秒拍视频 ,无,无,2020-02-27 23:59,HUAWEI P10,1,0,1
Iwc6TlysZ,用户3838823057,7053524579,新疆调整新冠疫情防控应急响应级别。自2020年2月25日24时起，自治区新型冠状病毒疫情防控应急响应级别由自治区重大突发公共卫生事件一级响应调整为二级响应。新疆调整新冠疫情防控应急响应级别 ,无,无,2020-02-27 23:59,微博 weibo.com,0,0,0
Iwc6SugCp,画船浮生半日闲,1903424481,张作风:这次新冠疫情从发生到现在，公共卫生专家、流行病学家在话语权上还比较弱。 专访美国公共卫生专家：要把疾控系统变成一个独立的系统 ,无,无,2020-02-27 23:59,联想ZUK Z2,1,0,0
Iwc6PxLU0,强国梦话语权,5789685874,前20年的巜巴黎气候协定》限煤炭阴阳谋，被特兰普退群接穿！煤矿无罪！好东西！92年前禁限中药令阴阳谋，被这次新冠揭穿！中药就是好药，救命驱魔 ,无,无,2020-02-27 23:59,nova6SE好看拍出来看,1,5,0
Iwc6Pg5Aj,佳期如梦的佳,1711446692, 越来越不可思议了……病毒在伊朗的致死率高的出奇，截至27日，伊朗共确诊245例新冠病毒感染病例，其中26例死亡，25例治愈出院。伊朗真是多灾多难，经济制裁，加上新冠病毒，医疗条件还跟不上，全面封闭影响经济，不封闭扩散太严重了，一个饱受美国制裁灾难深重的国家，经济本就近乎崩溃，又遭受如此役情，为伊朗人民祈祷…🙏,无,无,2020-02-27 23:59,无,236,24,27
Iwc6PdGuU,小佳佳_Luck,2707021185,,无,无,2020-02-27 23:59,iPhone XR,0,0,0
Iwc6OD6yP,小李飞刀再出发,1853103647,★26日，北京市电影局联合北京疾控中心发布《新冠流行期间北京市电影行业复工防疫指引(1.0版)》，要求电影院在复映初期一定时间内，按隔排隔座售票；工作人员和观众进入影院区域必须戴口罩、测量体温；售票处应建立观众信息登记制度。 广州 ,无,无,2020-02-27 23:59,小米9,1,0,0
Iwc6MzXn8,伊金霍洛发布,2368949805, 【】中央赴湖北指导组专家组成员、北京朝阳医院副院长童朝晖表示，正常情况下，有患者出院后复查核酸检测呈阳性，一般不称作“再次感染”，而是可能会有一些病人，如年纪大的患者，病毒从人体清除是延迟的。所以再测还是阳性，不是复发和再次感染，这是不同的概念。  （人民日报）  ,无,无,2020-02-27 23:59,HUAWEI P30 Pro,0,0,0
Iwc6L75tO,齐鲁晚报今日临清,2906886591,齐鲁晚报今日临清头条：《今天，聊城又有２例治愈新冠患者出院，已治愈出院32例》聊城市累计确诊病例38例，截至目前，追踪到密切接触者830人，已解除医学观察814人，尚有16人正在接受医学观察。2月27日上午，聊城市第31例治愈新冠患者出院。治愈出院患者周某系东昌府区人，女性……2月27日下午，聊城市第32例治愈新冠患者出院。治愈出院患者刘某某系阳谷县人，男性…… ,无,无,2020-02-27 23:59,微博 weibo.com,2,0,0
Iwc6Kf0B4,木村小欢欢,1065233023,美国：看来不需要打了…,无,无,2020-02-27 23:59,iPhone客户端,0,0,0
Iwc6JzBgB,昵称修改咋这么多事,5773867247,？？？病毒也能这样专挑与美国有过节的国家下手？（中美贸易战，美国与伊朗也在战争边缘反复试探）而且美国那一万多死于流感的民众里，我个人觉得还是有部分是属于新型逝世的吧，美国新型感染案例绝对不止他目前公布的数量！同时对于日韩，伊朗，意大利等国家，希望他们的疫情也能早日得到控制，每个国家有每个国家的国情，他们不一定有中国的经济和力量去支撑他们能够照抄中国的作业，但是还是希望把人民放在首位吧，早日控制疫情，恢复往日的平和。最后说说中国，中国确实以自己的行动证明了中国力量与为人民服务的理念，疫情有很显著的得到控制，希望继续保持，直至疫情消失，还有我爱中国🇨🇳！,无,无,2020-02-27 23:59,前置双摄vivo X9,3,0,0
Iwc6HyXU6,经济学人Johnson,1194973367,《日本累计确诊919例新冠：日本因新冠死亡8人》人民日报记者刘军国消息，截至日本当地时间2月27日23时，日本累计确诊新冠病例919例，因新冠死亡累计8人。 ,无,无,2020-02-27 23:59,百度App,0,0,0
Iwc6HdzRE,八月初冬,5770436596,2月26日北京新增10例新冠确诊病例，13例治愈出院 2月26日北京新增10例新冠确诊病例，13例治愈出院 ,无,无,2020-02-27 23:59,学习强国客户端,0,0,0
Iwc6HfKBm,Regular_huh,5703450488,现在已经可以确认传染性之强了，希望世界和平，希望大家爱的人都永远健康，别说“不要痛”，要说“支持你”❤️ ❤️ ❤️ ❤️ ,无,无,2020-02-27 23:59,vivo AI智慧拍照X21,0,0,0
Iwc6GE20B,宜昌发布,1999404300,【宜昌市新冠疫情防控指挥部文件（第10号）】为保障市场猪肉供应，稳定猪肉市场价格，市新冠疫情防控指挥部决定，在宜昌城区（含夷陵区）投放市级储备冻猪肉。现就有关事项通告如下：一、投放时间2020年2月28日-3月18日（可根据实际适当调整）二、投放企业、方式市场销售企业：宜昌北山商业连锁有限责任公司、湖北国贸集团超市连锁有限公司、湖北雅斯连锁商业有限公司、湖北东方超市连锁集团有限公司、宜昌大润发商业有限公司（可根据市场需求调整）。投放方式：根据疫情防控期间无接触配送要求，各市场销售企业实行线上订购，线下配送。购买数量：每人每单购买数量不超过5斤。三、投放数量、品种此次投放储备猪肉200吨，全部为冻猪肉。主要投放冻猪去皮后上肉、冻猪前腿肌肉、冻猪后腿肌肉、冻猪颈背肌肉、冻猪去皮前上肉等5类品种。各销售企业选择销售的品类可能不尽相同。四、投放价格按照市场零售价不高于40元/公斤投放。各品种具体价格见各销售企业线上网络平台。五、消费提示冷冻肉解冻后可能出现颜色略白、水分渗出、肌肉组织弹性减弱等，均属正常现象，广大消费者可放心购买食用。监督举报电话：6452669 ,无,无,2020-02-27 23:59,微博 weibo.com,171,11,121
Iwc6Gmyxo,三峡日报,2129452154, 【 我市将在城区投放200吨市级储备冻猪肉   零售价不高于40元/公斤】为保障市场猪肉供应，稳定猪肉市场价格，2月27日，宜昌市新冠疫情防控指挥部关于在城区投放储备冻猪肉的通告(第10号)  ，在宜昌城区（含夷陵区）投放200吨市级储备冻猪肉，市场零售价不高于40元/公斤。,无,无,2020-02-27 23:59,iPhone客户端,4,2,6
Iwc6G5YBF,瞭望葫芦岛,6558178427,感谢艾佳外贸床品(步行街)梁经理为抗击新冠疫情捐赠善款！瘟疫无情，人间有爱，有广大爱心人士的倾情奉献，武汉一定能赢，中国一定能赢！ ,无,无,2020-02-27 23:59,葫芦岛超话,0,0,0
Iwc6EzAEY,FM963,1963863007,【：全校封闭，疫情严重或将休学】女孩妍妍是韩国釜山国立釜庆大学食品营养学的大一学生，2019年12月24日回黑龙江通河县过春节，因为疫情原因，回学校航班被取消。学校发来消息，开学延后到3月16日。如果疫情再严重些，无法到校可能要办理休学。 ,无,无,2020-02-27 23:59,HUAWEI P30 Pro,0,0,0
Iwc6D5RDq,维权帮忙哥,5779976830,真的很诡异，封城 34天，除湖北外全国新增个位数，而武汉到现在还在大几百新增，到底是哪里出了问题  25日0—24时，全省新增新冠确诊病例401例，其中：武汉市370例、孝感市19例、黄石市3例、荆门市2例、鄂州市2例、宜昌市1例、荆州市1例、随州市1例、天门市1例、潜江市1例。 维权帮忙哥的微博视频 ,无,无,2020-02-27 23:59,微博 weibo.com,1,0,0
Iwc6D5RR5,阙志华,1778597487, 北京新怡家园新冠确诊者追踪调查报告 ,无,无,2020-02-27 23:59,iPhone客户端,5,1,6
Iwc6CubjR,阎良小白搬运工,6111956358,【武科大参与研制出新冠病毒快速检测卡：15分钟内可出结果】 生命科学与健康学院参与研制出免疫胶体金快速检测卡。院长张同存教授称，检测卡用于体外定性检测人全血、血清、血浆等样本中的新冠病毒IgG和IgM抗体，3到15分钟可以得出诊断结果，目前已提交上市审批。 ,无,无,2020-02-27 23:59,小白Android,0,0,0
Iwc6BD67T,还是奚天才吧,5704237163,特狼谱：一切尽在掌握之中（傲娇脸） ,无,无,2020-02-27 23:59,HUAWEI Mate 10,0,0,0
Iwc6zgJmg,湖北私家车广播,1685715705,【一衣带水、命运共同 外交部声明：日韩抗疫中国不会缺席！】  外交部发言人赵立坚：中方对韩日两国政府和人民为中国抗击疫情提供的支持和帮助深表感谢，对两国目前面临的疫情形势感同身受。中日韩是一衣带水的友好邻邦，在疫情面前更是命运共同体。在韩国、日本抗击疫情的努力中，中国不会缺席。,无,无,2020-02-27 23:59,微博 weibo.com,2,1,0
Iwc6zgJOO,湖南热点集,6203779723, 【医疗湘军奋战湖北  湖南援黄冈医疗队：生力军到岗 主攻危重型患者救治】 目前，湖南援黄冈第四批医疗队已全面进驻黄冈市各医院，主攻重型、危重型患者救治。 湖南支援黄冈第四批医疗队，由来自省人民医院、省肿瘤医院、省职业病防治院、省血防所附属湘岳医院、省地矿医院等9家省直属医院，及衡阳、娄底、邵阳的4家县级综合医院的101名医护人员组成，其中有不少是90后。  ,无,无,2020-02-27 23:59,微博 weibo.com,8,1,7
Iwc6zisE3,楚天交通广播,2000016880,【一衣带水、命运共同 外交部声明：日韩抗疫中国不会缺席！】  外交部发言人赵立坚：中方对韩日两国政府和人民为中国抗击疫情提供的支持和帮助深表感谢，对两国目前面临的疫情形势感同身受。中日韩是一衣带水的友好邻邦，在疫情面前更是命运共同体。在韩国、日本抗击疫情的努力中，中国不会缺席。,无,无,2020-02-27 23:59,微博 weibo.com,8,3,5
Iwc6z0qtE,a梓Zoey,1764773055, 爆炸式增长啊～还有 ,无,无,2020-02-27 23:59,三星 GALAXY Note8,2,1,0
Iwc6y5HiJ,楚天音乐广播,1670738351,【】据伊朗媒体报道，当地时间27日，前伊朗驻梵蒂冈和埃及大使哈迪·霍斯罗沙希因新冠，于库姆去世。（总台记者李健南） ,无,无,2020-02-27 23:59,iPhone客户端,0,0,0
Iwc6y7q4d,海涛法师,2054935423,為了消除疫情、恭逢佛陀神變月億兆倍加持！明天開始，每天早上8:00網路直播海濤法師、主法傳授「八關齋戒」直播平台：Facebook 、Instagram 邀請各位在家受戒回向眾生共享功德微博抖音，無法直播宗教議題，請遵守國家規範 ,无,无,2020-02-27 23:59,iPhone 11 Pro Max,331,63,147
Iwc6xt5bb,孟公子咩,5014011388,✨ 期待着这一天的到来 ✨ 👏🏻👏🏻  👏🏻👏🏻肺炎肺炎快走开！！👏🏻👏🏻加油！奥利给！！！👏🏻👏🏻 孟公子咩的微博视频 ,无,无,2020-02-27 23:58,iPhone客户端,0,0,0
Iwc6xe5QE,企业运营那些事,1850824885,【中国富豪榜前三不变：马云3150亿蝉联首富 与第二差70亿】胡润研究院26日发布的《2020全球富豪榜》显示，全球十亿美金企业家人数增加346人，达到创纪录的2816人。中国799位，比美国和印度加起来还多。亚马逊56岁的杰夫⋅贝佐斯以9800亿人民币的财富蝉联世界首富，但他的财富比去年下降5%。马云家族以3150亿人民币领先，紧随其后的是马化腾和许家印。榜单显示，中国新增上榜富豪182位，是全榜单新增人数的四成，是美国新增人数的3倍。美国共新增富豪59位，全榜单新增479位，只有130人落榜。4人财富突破1000亿美金，史上最多。比尔⋅盖茨和沃伦⋅巴菲特分别以7400亿和7100亿人民币位列第三第四。前十名财富总和接近1万亿美元。,无,无,2020-02-27 23:58,微博 weibo.com,0,0,0
Iwc6xdFmb,字节匠人,1960660265,导语：今日，中央应对新冠肺炎疫情工作领导小组会议指出，加强重症患者救治是当前防控突出重点。要指导督促湖北和武汉加快解决医疗力量人岗不匹配等问题，把专家调配到最需要的岗位，抓紧从全国调集体外膜肺氧合机等设备，降低病亡率。,无,无,2020-02-27 23:58,微博 weibo.com,0,0,0
Iwc6xbsF3,琴声不辍,1652806195,欧美股市如同春天的茫茫大草原，一个比流感稍微强点的这是要搞的全球经济崩溃么？为什么黄金不涨 ,无,无,2020-02-27 23:58,墨客,1,0,0
Iwc6wzJlE,手机用户2959886585,2959886585,武汉只要除已集中隔离的以外，每天新增确诊在个位数维持三天，可以解封了，//【主动报告确诊新冠奖1万 湖北潜江回应：四小时内多人申报】  主动报告确诊新冠奖1万 湖北潜江回应：四小时内多人申报 ,无,无,2020-02-27 23:58,手机新浪网,0,0,0
Iwc6v7PLa,华人生活网,1400912361,医生恐疫！隔着3尺远，探照病患喉咙...近日有民众反映南加社区对新型冠状肺炎(COVID-19)有恐惧情绪，很多从中国休假回来上学的小朋友没有居家隔离，担心小朋友在学校交叉感染；也有民众表示，普通感冒患者就医时，有的医师好像是对待瘟神一样对待病患，很担心自己被感染新冠肺炎。一位不具名的社区义工向本报反映，她在圣谷某幼儿园担任义工，因为害怕感染新冠肺炎已经离开。她提到，该幼儿园基本上是华裔小朋友，大部分来自中国，少数来自台湾或洛杉矶本地，来自洛杉矶本地的小朋友因为想学中文才来此校。今年中国新年期间，很多中国小朋友跟随父母返乡过年2月陆续返美，但他们的家长在群组里聊天如何从中国各城市「逃出来」。爆料义工表示，他们（从中国返美的小朋友和家长）都没有依规定居家隔离14天，目前孩子们在一起可能会交叉感染，学校里生病的孩子和工作人员都很多。「这是一个可怕的环境，洛杉矶地区很多这一类的幼儿园」，她希望提醒大家注意。记者致电这间幼儿园求证，但校方暂无人回应。另一位民众反映，近日去看医师，但这位医师生怕病患隐瞒前往中国的旅行史，唯恐自己被感染新冠肺炎，因此为病人看病时保持距离完全不接触。他说，以往检查扁桃腺，医生会用一次性压舌板压舌看喉咙，并且触摸脖子确定扁桃腺肿不肿。而这次看病程序完全省去，医生拿着手电筒站在三呎外照病患的喉咙，「嗯，看起来有发炎，开些抗生素给你吃就好了」。病人感觉这位医生就像是生怕会被传染一样。,无,无,2020-02-27 23:58,微博 weibo.com,0,0,0
Iwc6ufR5Q,tsui在路上我和你,7399499963,【】2月27日，韩国全州一名负责新冠防疫工作的43岁公务员在家中身亡。妻子凌晨发现他倒在地上，报警送医后确认死亡。全州市出现第二名新冠确诊病例后，该公务员开始支援“新天地”教会的采样检疫相关工作。媒体称其工作量较大，连周末都在加班。 ,无,无,2020-02-27 23:58,Android,1,0,0
Iwc6t6obY,下雪天的女丫,2212176467,我的一个亲戚家14岁的儿子，年前开始持续低烧，但不是武汉，在四线城市医院查不出病因。因为疫情想去上海，封路了也电话问过那边拒绝接诊。拖了一个月再赶往上海，不到两天就走了。一个平时活蹦乱跳的孩子，能上房揭瓦的那种，就这样被疾病夺走，间接被疫情夺去生命。我们活着的人一定要保护好自己，活着就是胜利✌,无,无,2020-02-27 23:58,HUAWEI Mate 9,0,0,2
Iwc6suGIv,互联网的那点事,1627825392,特朗普这个鸡贼，不敢明着说新冠影响其实不大，就拐着弯说，oh，我很惊讶美国每年69000人死于流感 ，当听到这个数字的时候我震惊了,无,无,2020-02-27 23:58,无,509,64,207
Iwc6rzlsx,日本傻事,6779889094,继上次NHK在推特上报道了中国捐赠一批新冠核酸检测试剂盒的事情，评论说我们是纵火犯送灭火器之后。这次 ，又被骂“强奸犯提供的避孕套”。,无,无,2020-02-27 23:58,iPhone X,4222,298,347
Iwc6r1ZDq,C_shellyn,1744885813, 我很无奈啊，因为白天有电视台误报说口罩和厕纸生产原料一样，然后都来自中国，然后日本人民就疯了。但是虽然又道歉说是报道失误，说原料不是一样，而且只有2.3%从中国进口，大部分都是日本原料日本制。但是货架已空我很怕我家用完就没货……  ,无,http://t.cn/RD4KZQd,2020-02-27 23:58,iPhone X,0,0,0
Iwc6q5Vro,福清小圈子,1162938474,【？】新冠疫情防控取得了阶段性成效，上海市新冠临床救治专家组组长张文宏教授建议，大家对疫情还要保持高度警惕性，大规模聚会办不得。张教授说：“这个状态可能还要维持1到2个月。那时候没有新增了，基本上就可以把口罩摘了。” （记者 周文婷 高尔强） ,无,http://t.cn/zRVYzfD,2020-02-27 23:58,小米CC9e,4,1,2
Iwc6pczdi,楚天音乐广播,1670738351,【】25日，世界卫生组织（WHO）在日内瓦召开发布会，刚刚结束中国考察行程的考察组外方组长、世卫组织总干事高级顾问艾尔沃德感叹：“如果我感染了，我希望在中国治疗。”他说，中国知道如何让新冠患者康复，他们下定了决心，这并非全世界都能做到。（观察者网） ,无,无,2020-02-27 23:58,iPhone客户端,1,2,0
Iwc6myGkv,常州新鲜事儿,5396494290,【？】新冠疫情防控取得了阶段性成效，上海市新冠临床救治专家组组长张文宏教授建议，大家对疫情还要保持高度警惕性，大规模聚会办不得。张教授说：“这个状态可能还要维持1到2个月。那时候没有新增了，基本上就可以把口罩摘了。” （记者 周文婷 高尔强）,无,无,2020-02-27 23:58,iPhone XR,0,0,0
Iwc6mwtMa,华发传媒,1766224135,「『滴水之恩当以涌泉相报』是中华民族的优良传统」，在25日的中国外交部例行记者会上，新任发言人赵立坚借用这句中国古语，表达了中方对国际社会支持帮助的感谢，以及维护全球公共安全的决心与担当。　　人们注意到，在新冠肺炎疫情发生後，170多个国家领导人和40多个国际组织负责人专门发函致电向中方表达支持，很多国家社会各界捐款捐物，通过各种形式为中国加油鼓劲。这其中既有发达国家，也有自身条件有限的发展中国家。　　比如，加纳政府紧急向湖北武汉捐赠1万只N95口罩，赤道几内亚政府向中国政府捐款200万美元……要知道，非洲国家的家底并不厚，这已是它们力所能及的支持。就像中国驻加纳大使王世廷所说，一个贫苦之家的一元钱，甚至比富有之家的一百万都要珍贵。,无,无,2020-02-27 23:58,微博 weibo.com,0,0,0
Iwc6lEaJA,云南共青团,1761616742,【 为爱转发！祝福！,无,无,2020-02-27 23:58,OPPO Reno2,11,2,0
Iwc6l73XN,凱041,6348502173,多部门联合调查组对武汉一刑满释放人员感染新冠离汉到京事件展开调查 多部门联合调查组对武汉一刑满释放人员感染新冠离汉到京事件展开调查 ,无,无,2020-02-27 23:58,学习强国客户端,0,0,0
Iwc6hdFQ3,玉林公安,2606046724,【？】新冠疫情防控取得了阶段性成效，上海市新冠临床救治专家组组长张文宏教授建议，大家对疫情还要保持高度警惕性，大规模聚会办不得。张教授说：“这个状态可能还要维持1到2个月。那时候没有新增了，基本上就可以把口罩摘了。” （记者 周文婷 高尔强）,无,无,2020-02-27 23:58,HUAWEI Mate 10,0,0,0
Iwc6hfVth,蓝飞RKO,2529485533,武汉市新冠疫情防控指挥部通告（第19号） ,无,无,2020-02-27 23:58,微博 weibo.com,0,0,0
Iwc6ft8j4,敬-美-耗-玉,3749041683,【】25日，世界卫生组织（WHO）在日内瓦召开发布会，刚刚结束中国考察行程的考察组外方组长、世卫组织总干事高级顾问艾尔沃德感叹：“如果我感染了，我希望在中国治疗。”他说，中国知道如何让新冠患者康复，他们下定了决心，这并非全世界都能做到。（观察者网） 找粉进群>>>见粉必回,无,无,2020-02-27 23:58,小米Max3 大屏大电量,1,1,11
Iwc6eATnN,云南共青团,1761616742,【海外疫情升级， 共行动！💪】近几日，新型冠状病毒在多国相继爆发，国际形势日益严峻：日韩确诊破千，意大利疫情蔓延至九个大区，德国出现士兵感染……行动起来，携手抗疫，是当前每个国家义不容辞的责任与使命！无论你身处世界何地，做好防护都是当前的第一要务！[加油],无,无,2020-02-27 23:58,OPPO Reno2,11,7,2
Iwc6ejcnT,不一样的农民007,6357814018,张文宏：预计口罩将再戴1到2个月上海市新冠临床救治专家组组长张文宏教授建议：“这个状态可能还要维持1到2个月。那时候没有新增了，基本上就可以把口罩摘了。 ,无,无,2020-02-27 23:58,华为麦芒7,0,0,0
Iwc6dnzeP,ChengziAini,6571949305,截至2月26日24时新型冠状病毒疫情最新情况 截至2月26日24时新型冠状病毒疫情最新情况 ,无,无,2020-02-27 23:58,学习强国客户端,0,0,0
Iwc6atH7a,腾讯新闻,2806170583,【伊朗议会国家安全委员会主席确诊感染 本人发视频确认】2月27日，伊朗议会国家安全委员会主席发布视频称他已确诊感染新冠肺炎，目前正在隔离中。此前已有一名伊朗高官确诊感染。2月24日，伊朗卫生部副部长召开关于疫情的记者会时不断咳嗽擦汗，他于次日发布视频告知公众自己已确诊感染。目前伊朗官方称该国累计确诊141例、死亡22人，是中东地区疫情最严重的国家，但伊朗官员拒绝在疫情暴发的地区实施隔离检疫，并称这是他们不会信赖的守旧措施。,无,无,2020-02-27 23:58,微博 weibo.com,3,3,2
Iwc6arZ86,小跑哥·,6617549633,宁夏境外输入型新冠确诊病例到达中卫后即隔离，26日已集中救治  ,无,无,2020-02-27 23:58,天眼新闻,0,0,0
Iwc6argIM,燕赵都市报,1738004582,【“穿上家乡生产的防护服，安全感十足！”,无,无,2020-02-27 23:58,微博 weibo.com,59,10,4
Iwc6aalnq,寰球影视音乐,2461282760, 比伯老婆海莉发文声援；比新冠传播更快的是什么？是对亚洲人的歧视。我们如何消除歧视，我们应该敞开心扉打开眼界去战胜它！而此前比伯曾为中国捐款……,无,无,2020-02-27 23:58,微博 weibo.com,0,0,0
