微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
ItLh0dDcf,快兰斯24小时财经直播,5051077448,实时播报：据央视新闻，新冠潜伏期最长24天？钟南山通过央视回应：1099例样本中仅1例为24天，以此为依据是不够科学的。 ,无,无,2020-02-11 23:59,微博Win8客户端,25,16,5
ItLgZBfo1,南安热门,3179772931,【让大家看看泉州市区短暂冷清的街道】 航拍泉州市区，多少场景，大家都非常熟悉，可能有的每天都路过，但是从来都没有见过这么冷清的泉州市区，别担心这是短暂的，不久的将来一定回到往日热热闹闹的场景！加油，泉州！via 航拍飞       ,无,http://t.cn/Ryh0ZSC,2020-02-11 23:59,泉州超话,28,10,9
ItLgZ2C0a,高小天天儿,1653359570,我是第33602位申请创建“【超话】以外患者求助”→ 以外患者求助 的粉丝，助力创建人数越多，开通几率越大！大家快来戳这里→  帮我加快创建速度吧~ ,无,无,2020-02-11 23:59,超话,0,0,0
ItLgXxxzK,明日快1周,1664208502,【 拐点是否出现要看二次返程情况】11日下午，在湖北省武汉市协和医院西院医生办公室，广东医疗队武汉前方ICU团队与后方广州医科大学附属第一医院举行远程视频会诊。会诊期间，钟南山院士通过连线回答公众关切问题。钟南山表示，我估计2月中下旬到峰值，到峰值以后什么时候是拐点，要看二次返程的情况，这个情况没有继续高的话，相信病患人数将逐渐下降。   ,无,无,2020-02-11 23:59,HUAWEI Mate 20 X 5G,3,1,0
ItLgXwUwX,今日江永,2274695355,【永州第二批38名医护人员驰援湖北黄冈】2月11日下午，永州市第二批支援湖北的38人医疗队从冷水滩正式出发，他们将对口支援湖北省黄冈市，共同抗击新型冠状病毒疫情。市委书记严华，市委副书记、市长朱洪武，副市长谢景林为医疗队送行。 中国永州新闻网的微博视频 ,无,无,2020-02-11 23:59,新浪微博4G版,0,0,0
ItLgXfPJK,木南辞wwww,6377901065,我在想，以后我老了，会不会有没有经历这一次的，像我们问爷爷奶奶们抗日战争那样呢，这次也是一个历史性的事件啊，让我想想我要怎么说 ,无,无,2020-02-11 23:59,Share微博客户端,0,0,0
ItLgXfdnQ,德国WOODY建筑,2194297374,德国受新冠影响最严重的伟巴斯特Webasto公司总部今天已经重新开门营业，员工开始正常上班，该公司受感染的12名员工也将很快痊愈和出院！[强]💪 德国 ,无,无,2020-02-11 23:59,iPhone X,3,2,0
ItLgX0fVa,吧唧一口一坨肉,6138346594,看先被消灭，还是我先疯,无,无,2020-02-11 23:59,iPhone客户端,0,0,4
ItLgVudrO,翻身道情2010,1772362481,《新冠有人类设计并有意释放？美国动手了！白宫要求科学家彻查》此视频已有2.3万次播放，快来一起看看！ ,无,无,2020-02-11 23:59,好看视频App,0,0,0
ItLgVsuZl,开创和平世界梦,7266869454,《热门神曲广场舞《谁》改编《之歌》传递正能量广场舞！》此视频已有8万次播放，快来一起看看！ ,无,无,2020-02-11 23:59,好看视频App,0,0,0
ItLgVdtCg,石墨栖Y,6064279381,新冠求助通道，请扩散，让等多的朋友知道,无,无,2020-02-11 23:59,Android,0,0,0
ItLgV9IhF,IKUN浅陌初心黛,6385609069,,无,无,2020-02-11 23:59,iPhone客户端,7,0,0
ItLgUBLOS,迪庆交警,2755353824,    阵地前移深入群众  香格里拉城市交警登门入户变身疫情“排查员”        为深入落实好全市新型冠状病毒感染的肺炎疫情防控工作部署，确保疫情防控到位，香格里拉市公安局直属城市交警大队全力投入到基层疫情防控工作中。2月11日，城市交警大队组织60民警力参加社区志愿服务，协助开展疫情防控大排查工作，逐一入户排查。        摸排任务重时间紧，考虑到此次入户排查登记工作的特殊性，城市交警大队迅速成立五个排查小组，并通过线上紧急召开领导小组工作会议，大队长杨晓军表示，所有派出入户排查人员要深刻认识疫情防控的严峻性、复杂性，进一步提高做好防控工作的使命感、责任感，把排查工作做细做实；同时不断加强宣传力度，让群众重视起来，做到全民防控；要加大摸排力度，坚决阻断病毒传播，引导群众自觉做到“早发现、早报告、早隔离、早治疗”，同时必须做好自身防护工作。自任务开始起，所有参战民警采取网格化、地毯式，逐社区、逐楼栋、逐户、逐人进行入户登记、排查、核查，严格做到全面精准摸排、落实入户排查全覆盖、无缝隙，确保不漏一户、不漏一人。对来自相关地区的返乡人员和外来人员进行再筛查、再核对，不留任何死角。        在全国人民共同抗击疫情的特殊时期，香格里拉市公安局直属城市交警大队全体成员，坚守一线、迎难而上、攻坚克难与全市人民携手同心，为打赢疫情防控狙击战贡献一份坚实有力的交警力量。  ,无,无,2020-02-11 23:59,微博 weibo.com,0,1,0
ItLgUk5o9,周周你是不是有很多问号呀,2703855265,武汉市新冠疫情防控指挥部发布第11号、第12号通告 武汉市新冠疫情防控指挥部发布第11号、第12号通告 ,无,无,2020-02-11 23:59,学习强国客户端,0,0,0
ItLgU2rZ4,九五之秀,5596980834,武汉市新冠疫情防控指挥部发布第11号、第12号通告 武汉市新冠疫情防控指挥部发布第11号、第12号通告 ,无,无,2020-02-11 23:59,学习强国客户端,0,0,0
