微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
ItBQv6vfo,风语智者739,5253549570,应收尽收！武汉市武昌区转运收治轻微新冠患者（组图）——2月9日，湖北武汉。武昌区水果湖街道转运收治轻微新型冠状病毒感染患者。根据“应收尽收”精神，武汉市正强力落实“四类人员”分类管理措施。（摄影：崔萌） 应收尽收！武汉市武昌区转运收治轻微新冠患者 ,无,无,2020-02-10 23:59,百度分享,0,0,1
ItBQur8L1,Hello职场,2011279437,等这次疫情结束，我们会更加团结友爱，中华民族会更加坚强！武汉加油中国加油,无,无,2020-02-10 23:59,无,4,0,0
ItBQubCp7,医学界网站,2780297340,【世界卫生组织总干事向抗击新冠疫情的中国医护人员致敬】世界卫生组织总干事谭德塞9日通过社交媒体，向抗击新冠疫情的中国医护人员致敬。“我向在中国的医护人员、特别是在湖北省的医护人员致敬。他们在巨大压力之下，不仅在照顾（新冠）患者，还在为针对新冠病毒的科学分析搜集数据。全世界感激你们为找到最好的治疗办法和防止病毒蔓延所作的努力。”（新华网）,无,无,2020-02-10 23:59,iPhone客户端,66,10,3
ItBQtxKHz,安庆市图书馆,1064646454,【金银潭医院院长张定宇：】金银潭医院院长张定宇：。目前在我们医院的治愈率还是很高的，金银潭医院收治的新冠的患者累计超过1500余例。绝大部分患者，经治疗均可顺利出院，市民不必过分恐慌。  央视新闻的微博视频 ,无,无,2020-02-10 23:59,HUAWEI Mate 10,0,0,0
ItBQt282J,鹿和野,5925873869,我是第11776位申请创建“【超话】以外患者求助”→ 以外患者求助 的粉丝，助力创建人数越多，开通几率越大！大家快来戳这里→  帮我加快创建速度吧~ ,无,无,2020-02-10 23:59,超话,0,0,0
ItBQsoXbi,微蓝小贝壳,5219921485, 抗击，驰援捐助，微公益在行动！您每捐款1元，新浪同时配捐1元！我分享了 发起的一起捐，携手助力“抗击疫情-希望工程特别行动”放大爱心，凝结希望，快和我一起行动吧！抗击疫情，希望同行-希望工程特别行动 ,无,无,2020-02-10 23:59,OPPO Reno2,0,0,0
ItBQrdWtv,芥末喃vw,2163462712,宅在小区躲 熟人打牌被传染 宅在小区躲 熟人打牌被传染 ,无,无,2020-02-10 23:59,学习强国客户端,0,0,0
ItBQqA0TK,人人爱蚌埠,1806299165, 大年初三， 城关派出所社区民警尚艳接到上级通知后，就和战友们一起投入到新冠疫情防控一线。如今被问及当疫情过去最想做什么事，这位干练的女片警红了眼眶，哽咽着说：“我最想和孩子好好亲一亲，抱一抱。我相信这一天很快就会到来，一切都会过去的。”,无,无,2020-02-10 23:59,iPhone客户端,13,0,5
ItBQqm535,娱樂記亊本,6697363533,真的吗？那我就放心了,无,无,2020-02-10 23:59,iPhone 6,0,0,1
ItBQq1RnW,平安蓼城一小警,2122689282,【暖心霍邱人！派出所门口的两万元】近日，在霍邱县夏店镇发生了一件感人的事，一位不愿透露姓名的群众向霍邱县公安局夏店派出所捐款后匆匆离去，这件暖心事很快在夏店镇传开。    平安蓼城一小警的微博视频 ,无,无,2020-02-10 23:59,HUAWEI P20,4,1,1
ItBQprhsB,兰州美,5596488229, 【甘肃新增3例新型冠状病毒确诊病例累计86例】截至2月10日20时，甘肃新增3例新型冠状病毒确诊病例。新增确诊病例中，兰州市2例、平凉市1例。新增治愈出院5例。甘肃累计报告新型冠状病毒确诊病例86例，累计治愈出院21例，累计死亡病例2例，63例在定点医院进行隔离治疗。兰州市19例、天水市11例、平凉市8例、定西市6例、甘南州6例、陇南市4例、白银市4例、庆阳市3例、张掖市1例、临夏州1例。现有重型病例7例，危重型病例1例。新增疑似病例8例，兰州市5例、定西市2例、天水市1例。现有疑似病例20例，兰州市11例、甘南州3例、定西市3例、天水市2例、平凉市1例。目前，累计追踪到密切接触者3337人，已解除医学观察2371人，其余966人正在接受医学观察。患者1，李某某，男性，29岁，兰州市西固区人。为2月3日确诊病例苏某的密切接触者。1月30日自行居家隔离，2月3日转至西固区集中留观点隔离观察，2月7日出现鼻塞，转至西固区人民医院住院隔离治疗。2月9日21时确诊为新型冠状病毒肺炎。目前，在西固区人民医院住院隔离治疗，病情平稳。患者2，苏某，男性，47岁，定西市陇西县人，现居住兰州市西固区。为2月3日确诊病例苏某的密切接触者。2月6日核酸检测阳性后，在甘肃宝石花医院住院隔离，偶有干咳，2月7日以“疑似新型冠状病毒”转运至西固区人民医院住院隔离治疗。2月9日21时确诊为新型冠状病毒。目前，在西固区人民医院住院隔离治疗，病情平稳。患者3，刘某某，男性，54岁，平凉市华亭市人。确定为2月7日确诊患者柳某的密切接触者后，2月4日在华亭市医学隔离区集中隔离，2月7日核酸检测阳性后，转到华亭市第一人民医院住院隔离，2月10日患者出现气短，胸部CT显示右肺中叶外段小片状致密影。2月10日确诊为新型冠状病毒肺炎。目前，在华亭市第一人民医院住院隔离治疗，病情平稳。 ,无,http://t.cn/RXnNPIU,2020-02-10 23:59,兰州爆料超话,1,1,1
ItBQprgjR,宋中清主任律师,2726417763,  【面对疫情 这两个久居中国的老外说了大实话！】在中国生活了近20年的美籍意大利作家近日在社交媒体上发表文章《各位，这里有点不对劲，对比美国2009年的H1N1病毒和中国2020年的冠状病毒》，对比了11年前美国H1N1流感暴发和此次新冠暴发后，各界不同的反应，引发广泛关注，点击量超100万。而大众汽车集团（中国）CEO冯思翰也在社交媒体上发文力挺中国，称国际社会的一小部分人以病毒为借口离间、诋毁、制造恐慌，以这种行为博得关注是错误的。因为面对这场战役，人们应有更重要事情去做。他向全世界呼吁，为中国睁开眼睛、侧耳倾听和思考。要对抗病毒，而不是成为它的牺牲品！,无,无,2020-02-10 23:59,肺炎超话,5,2,4
ItBQp9Ct6,唯一的植物蘑菇,1773187991,我是第11771位申请创建“【超话】以外患者求助”→ 以外患者求助 的粉丝，助力创建人数越多，开通几率越大！大家快来戳这里→  帮我加快创建速度吧~ ,无,无,2020-02-10 23:59,超话,0,0,0
ItBQp8sxF,未拔喉,6996077145,我是第11772位申请创建“【超话】以外患者求助”→ 以外患者求助 的粉丝，助力创建人数越多，开通几率越大！大家快来戳这里→  帮我加快创建速度吧~ ,无,无,2020-02-10 23:59,超话,0,0,0
ItBQogfeF,盘活使者二零一八,6120602764, 普及医学知识（急性肺脓肿的鉴别诊断）：细菌性早期肺脓肿与细菌性在症状及X线表现上很相似。细菌性中球菌最常见，常有口唇疱疹、铁锈色痰而无大量黄脓痰。胸部X线片示肺叶或段实变或呈片状淡薄炎性病变，边缘模糊不清，但无脓腔形成。痰或血的细菌分离可作出鉴别。,无,无,2020-02-10 23:59,蔡徐坤游泳池超话,1,0,0
ItBQohGhs,红星新闻,6105713761,【金银潭医院院长张定宇：】金银潭医院院长张定宇：新冠实际是一种自限性疾病。目前在我们医院的治愈率还是很高的，金银潭医院收治的新冠的患者累计超过1500余例。绝大部分患者，经治疗均可顺利出院，市民不必过分恐慌。 ,无,无,2020-02-10 23:59,无,24,6,8
ItBQnDmdV,LFKi,3041758301, 求助人信息（若有相关化验单，请上传图片）【姓名】xxx【年龄】xxx【所在城市】xxxxxxxx【所在小区、社区】xxxxx【患病时间】xxxx【联系方式】xxxx【其他紧急联系人】xxxx【病情描述】 上热搜，被关注，才有可能得到救助[怒] ,无,无,2020-02-10 23:59,肺炎患者求助超话,0,0,0
ItBQnFBbK,醒来以后陪我梦游,1820364531,我是第11770位申请创建“【超话】以外患者求助”→ 以外患者求助 的粉丝，助力创建人数越多，开通几率越大！大家快来戳这里→  帮我加快创建速度吧~ ,无,无,2020-02-10 23:59,超话,0,0,0
