微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IuPgtAnnN,Penny君子,2512928210,宁可面对患者也不愿面对领导，尤其小领导。 澄迈县·澄迈县 ,无,#抗击新型肺炎第一线#,2020-02-18 23:59,HUAWEI Mate30 Pro 5G,0,0,3
IuPgtyNMh,天工的空间,1326558163,广州奇星药厂生产的新雪颗粒是治疗这类的特效药。 沈阳 ,无,#广药时隔20多年复产磷酸氯喹#,2020-02-18 23:59,华为Ascend Mate7,0,0,0
IuPgsm1sY,医小助小晴,7335990606,✍🏻 一张图教你快速辨别感冒与的区别在网上看到很多朋友会说自己身体怎么怎么不舒服然后心里开始害怕但其实没有疫区接触史的朋友是想太多啦有可能只是衣服穿少了着凉感冒而已 🤓 广州·中国普天科技工业园 ,无,#医学科普#,2020-02-18 23:59,荣耀7X 全面屏手机,0,1,1
IuPgqjlhl,武心援团队,7384348835,守望相助，我在患者求助超话等级达到LV.6，获得活跃粉丝头衔，守护患者，抗击疫情，我们在一起，戳>> ,无,无,2020-02-18 23:59,超话,6,0,0
IuPgq00bj,西安国际港务区,5083132536, 【便捷！西安市民“一码通”上线试运行～】当前，我市新冠疫情防控工作已进入关键时期，经市联防联控指挥部批准，由市大数据资源管理局牵头，中国电信西安分公司开发部署，西安市个人电子识别码（简称“一码通”）正式上线试运行。便捷！西安市民“一码通”上线试运行～ ,无,无,2020-02-18 23:59,Nokia 7 Plus 见不凡,1,4,1
IuPgog39z,生生不息cys,5963995433,一线的医生的话浓缩版本[强]1、病人去世前的感受：一直呼吸困难，直到最后几分钟，病人全程清醒。病人会呼救，会哭着喊着说医生你救救我……伴随着剧烈地挣扎，直到呼出最后一口气。死因，本质上和淹死一个道理。大量的水，进到了肺里面之后，氧进不去。肺，被病毒导致的果冻状的分泌物给占满了，换气功能完全丧失，再浓的氧也进不去血里面。而吸痰，靠气管镜到达不了那个终末端的地方。没有特效药。2、开始，把纯氧输送给病人，不经口插管。维持大概三五天之后，如果他的血氧饱和度能上升到正常范围，他也就挺过了呼吸衰竭这一关。3、挺不过，就要上无创呼吸机，或者切开气管，插管接有创呼吸机。无创呼吸机，最后病人易产生呼吸肌疲劳。4、治疗分为四个步骤：1）高流氧治疗，2）不行的话就上无创呼吸机，3）如果上无创呼吸机两个小时无效，就要气管插管。4）到最后，如果有条件，就上ECMO（人工心肺机）。5、为什么不给危重病人气管插管？每一步都是有前置条件和相应标准的。从硬件配套看，进行气管插管的前提条件是要有层流病房，插管之后医护比要达到1:2—3。我们的现状是，没有层流病房，也不可能按规范配置人力。我们1000多张病床的三甲医院，也就只有一张床能够满足新冠病人气管插管的治疗。6、如果没有这些装置硬上呢？我们所有的医生、护士都会中枪。吸痰过程中病人受到刺激，一咳嗽气溶胶就直接喷出来了。插管之后，就是24小时不间断地喷新冠病毒气溶胶，整个房间的空气会被污染。所以，这种高风险、高暴露操作，在一般的病房是绝不允许的，这也是之前的非典留给我们血的教训。7、效果重症之后再住院抢救，医院的治疗呼吸机已经没有大的帮助。无论是上无创和上有创呼吸机（插管），对这种病最后的逆转都没有太大的帮助。能救活的，只有10%。只要上了气管插管（有创呼吸机）就不乐观了。因为气管插管一方面会增加病人的痛苦，增加机体的刺激，还导致合并呼吸细菌感染。几家专门收重症的定点医院，抢救成功率很低。目前，能高流氧就高流氧，能不插管就不插管。8、ECMO是人工心肺机就是病人的肺坏了，我就搞一个人工肺来代替。肺已经完蛋了，通过ECMO，只是一天一天的撑下去。9、肺白了肺白了，之后就容易纤维化。纤维化不能逆转，除非肺移植。10、新冠的厉害一是高传染性，二是容易成为重症。11、预防事项1）不要去超市挤长队，不要去楼下抢白菜。2）能吃多吃，营养支持很重要，提升免疫力。3）大量饮水，补充电解质，喝汤。4）注意：维生素C和维生素E的治疗剂量和保健剂量不同。治疗剂量：维生素C 最多用到3000毫克每日，维生素E 最多用到1000国际单位。12、早期治疗1）早诊早治，不要把轻症拖成重症。2）保持积极乐观的心态，过度焦虑会影响疗效。3）轻症需要定期复查，排除残留纤维化，避免不可逆。4）早期使用甘草酸二铵抗炎，辅酶Q10营养心肌，维生素C及乙酰半胱氨酸抗氧化修复，丙球支持治疗，这些对轻症治疗是可以考虑采用的方案。除丙球其它价格也不高，可靠性还需要临床研究来确认。读者留言选择： 国家派了几万医护人员去武汉，说明这个病不好治。现在所有的治疗，就是安慰性治疗。预防远大于治疗！！！,无,无,2020-02-18 23:59,Android,1,2,0
IuPgnEnfj,糖糖的糖183,1639790697, ,无,无,2020-02-18 23:59,HUAWEI Mate 30,1,0,0
IuPgn2gIV,狠心的善良_玥,2090872883,我是第1位申请创建“【超话】非新冠病毒癌症重症患者求助”→ 非新冠病毒癌症重症患者求助 的粉丝，还差9位满足申请条件，助力创建人数越多，开通几率越大！大家快来戳这里→  帮我加快创建速度吧~ ,无,无,2020-02-18 23:59,超话,2,4,2
IuPgmqBx8,公益人派哥,3942890271,在疫情防控过程中，有没有遇到精神障碍者在防控点出入的问题？大家都是怎么解决的？任由进出的人，【大多是不会承认看到这个问题的吧】 ,无,无,2020-02-18 23:59,华为P9手机摄影再突破,1,0,0
IuPgkEXyw,胡乱想个昵称,6193486349,我的妈呀！快点好起来，都给我好好的。 ,无,无,2020-02-18 23:59,iPhone客户端,0,0,0
