微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IoK9kpRPt,大胳膊大腿的小杨,3940003148,我怕是要咳出来 ,无,无,2020-01-09 23:56,前置双摄vivo X9s,1,0,1
IoK7raEIS,广州新闻电台FM962,1752863270,【省疾控：新型冠状病毒暂未发现人传人】在武汉不明原因病毒性的病原体被确认为新型冠状病毒后，广东省疾控中心方面说，冠状病毒很常见，市民通过做好个人卫生防护，可以比较有效地阻隔病毒传播，而从目前掌握的情况看，新型冠状病毒尚未发现人传人。冠状病毒是人和动物经常感染的常见病毒，通常会引起呼吸道、消化道或者神经系统症状。广东省疾控中心副主任宋铁说：“主要原因是它对上皮细 胞有易感性，所以会引起包括上呼吸道感染，肠道的感染。对于低温它很耐受，但对于越高温的，它的敏感程度越强，易于失活，比如用100℃水就可以灭活，比如酒精就可以使它灭活。”另外，对于近期香港查出有多例疑似病例，宋铁表示，粤港澳三地疾控部门之间也及时进行了信息的互通：“基本上都是我们常见的呼吸道疾病，包括我们常见的冠状病毒229E也就是季节性的呼吸道病原体，跟武汉没有关系，到现在我们也在关注港澳台的信息，没有发现跟武汉相同的病原体，或者有新的病原体发现。”随着春运到来，宋铁提醒，有呼吸道和胃肠道不适的患者，最好避免到人流密集场所：“尤其是坐交通工具，乘坐火车或者公交车，要注意个人的卫生，如果你是有呼吸道疾病的话，要戴口罩，更不应该到人流聚集的地方去，不要引起别人的感染。”来源：广州广播电视台全媒体记者：郑瀚菁,无,无,2020-01-09 23:52,iPhone客户端,0,1,0
IoK5fxrsq,奕人1077067785,1077067785,分享网易新闻《世卫组织关于中国武汉聚集性病例的声明》世卫组织关于中国武汉聚集性病例的声明 来自  ,无,无,2020-01-09 23:46,网易新闻客户端,0,0,0
IoK43j42E,幸福的可可,1457403923,『黃加慶：初步判定武漢病原體為新型冠狀病毒 不會人傳人 - 香港文匯網』 ,无,无,2020-01-09 23:43,HUAWEI Mate 9 Pro,0,0,1
IoK3BeWKA,N视频,6217683074,【动画科普冠状病毒，做好日常防护措施不必惊慌】武汉病毒性疫情引发社会广泛关注，经过专家组病原检测，病原体初步判定为新型冠状病毒。而在2002年的非典SARS，2012年的中东呼吸综合征，也是由冠状病毒感染引发。冠状病毒是一类主要引起呼吸道、肠道疾病的病原体，整个病毒颗粒就像一顶帝王的皇冠，因此得名“冠状病毒”。那么，冠状病毒是什么？有什么特点？新型病毒传人吗？在流感高发季，我们应该如何预防被感染？  ,无,无,2020-01-09 23:42,科学科普 · 视频社区,552,212,51
IoK3lAdkP,小超人糖果,5885317635,小苹果住院第七天了今天她的情绪特别不好，不吃不喝使劲哭，怎么哄都不行。我因为跟家婆有点意见不合，加上吸母乳的时候太痛，就情绪也不好了。对小苹果发了脾气，她才那么小，我使劲的拍她，凶她，恐吓她。真是个失败的妈妈，学会做个情绪稳定的人，才能陪伴小苹果健康成长。 ,无,http://t.cn/R2WxRLV,2020-01-09 23:42,iPhone客户端,0,0,0
IoK3fFMIu,用户7244270987,7244270987,就武汉不明原因的病毒性疫情病原学鉴定进展问题，专家组认为，本次不明原因的病毒性病例的病原体初步判定为新型冠状病毒。  ,无,无,2020-01-09 23:41,科普中国,0,0,0
IoK3bwPAy,小九点滴,7200693370,1.9 今天吃了五价轮状疫苗，打了十三价疫苗第一针，狂哭来着,无,无,2020-01-09 23:41,iPhone客户端,0,0,0
IoK2tfmjq,高乐乐乐乐乐乐,3513169375,宝贝们，大哥今天验血没哭，和妈妈俩人去医院，特别听话，还拍胸片了，有点了，要是高烧不退就得住院治疗了，唉可怜的孩子，还喝熬的中药了，良药苦口，大哥受罪了，妹妹玩了一个妈妈小时候的玩具，哈哈，跟着大哥上课去，非要跟着听，不让进在外面闹打滚，不听话，爱你们 天津·上辛园A区 ,无,无,2020-01-09 23:39,iPhone客户端,0,0,1
IoK0HAiAM,Mmmsmmq,3308056817,十个月的宝宝经历过支气管 呼吸道感染高烧今天又咳嗽…真想替他咳嗽  明天还要早起 失眠…………… ,无,无,2020-01-09 23:35,iPhone 8 Plus,1,0,3
IoK0HhR6T,豆儿麻麻心宽宽,1985393717,我免费围观了  的回答，问题价值 49.00 元，快来一起免费围观~ <br />微博问答:求助，我女儿3岁2个月，13号凌晨开始咳嗽，下午开始低烧，14号早上退烧，下午又低烧，15号去医院检查，化验了血常规正常，降钙素原0.09高于正常，无结核，但是支原体抗 ,无,无,2020-01-09 23:35,微博 weibo.com,0,0,0
IoJZUxaHA,医疗音乐手绘君,1758904723,【挖鼻孔增加风险,无,#春节健康攻略#,2020-01-09 23:33,点滴医事超话,8,3,2
IoJZIqFTu,陶兄爱走路,5865900430,《新型冠状病毒出现！它到底是什么？该如何预防感染？听听专家怎么说》据权威媒体报道，专家组认为，本次不明原因的病毒性病例的病原体初步判定为新型冠状病毒。 ,无,无,2020-01-09 23:33,iPhone客户端,0,0,0
IoJZhesXI,睿妈亲子童装,3097813103, ,无,无,2020-01-09 23:32,微博 weibo.com,0,0,0
IoJYJxd72,谨慎诚勇,3136239185,最新！武汉不明原因病原体：新型冠状病毒！科普一下，它是什么？ 央视财经的快手视频 ,无,无,2020-01-09 23:30,快手,0,0,0
IoJXu93NT,小燕子1986507710210,6507710210,就武汉不明原因的病毒性疫情病原学鉴定进展问题，专家组认为，本次不明原因的病毒性病例的病原体初步判定为新型冠状病毒。  ,无,无,2020-01-09 23:27,科普中国,0,0,0
IoJWC4kKq,至尊天下011,7368820730,身患宫内感染性 巴中·巴中市中心医院 ,无,无,2020-01-09 23:25,OPPO A7x,0,3,3
IoJVM5Lix,如是观照,7303940094,武汉不明原因的病毒性疫情病原体初步判定为新型冠状病毒 武汉不明原因的病毒性疫情病原体初步判定为新型冠状病毒  来自 ,无,无,2020-01-09 23:23,东方财富手机版,0,0,0
IoJVtcmsH,小可乐_8644,5747694158,我免费围观了  的回答，问题价值 49.00 元，快来一起免费围观~ <br />微博问答:医生您好，孩子三岁九个月，前段时间被诊断，上图是发烧第二天做的化验，当时医生说是支气管炎，开头孢吃了两天烧也不退再复诊是另一个医生听心肺说是，既没有再次 ,无,无,2020-01-09 23:22,微博 weibo.com,0,0,0
IoJVif7h7,你猜我是不是软糖啊,3863846245,以为靠自身强大的自愈能力打败了支原体，结果大姨妈到访被来了个反杀……人生无常…🤯🤯🤯 营口 ,无,无,2020-01-09 23:22,iPhone客户端,0,0,1
IoJVfhjUj,小矮人火页,5702833507,我太难了，反复发烧，喝水喝到我想吐。还好不管什么情况下，意识都是清醒的。,无,无,2020-01-09 23:22,OnePlus 6T,0,0,0
IoJVclXkf,善良dizhu,3076947464,排除SARS 韩国首例“不明原因”疑似患者好转高度警惕！ 排除SARS 韩国首例“不明原因”疑似患者好转 ,无,无,2020-01-09 23:22,分享按钮,0,1,1
IoJV0tDFn,小可乐_8644,5747694158,我免费围观了  的回答，问题价值 49.00 元，快来一起免费围观~ <br />微博问答:我是12.12得了流感，发烧4-5天后好了两天又发烧2天，现已退烧5-6天了，但一直咳嗽有十来天了，有黄痰但不是很多。今年7月份得过，11月打过23价疫苗，图片是今天的 ,无,无,2020-01-09 23:21,微博 weibo.com,0,0,0
IoJUvaSXI,贝莱林的女盆友,1672658200,今日无聊睇睇原来系会导致急性器官衰竭死亡,无,无,2020-01-09 23:20,iPhone客户端,0,0,0
IoJTLDk1k,罗正强,1889468223,老爱科技评论——科普，祝您预防新型病毒，   人类永生计划第一人的微博视频 ,无,无,2020-01-09 23:18,科学科普 · 视频社区,4,2,0
IoJTB3m1g,木脑壳的天下,2633652942, ,无,无,2020-01-09 23:18,微博 weibo.com,0,0,0
IoJTojhsb,为改名充年会员,2897407683,,无,无,2020-01-09 23:17,HUAWEI nova 3,0,0,1
IoJSikArv,王山泉V,2717151017,就武汉不明原因的病毒性疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性病例的病原体初步判定为新型冠状病毒。获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。（央视记者史迎春）,无,无,2020-01-09 23:14,爱玛莎Android,0,0,0
IoJRofyXA,晨光午茶摘聞繪友分享閱讀觀,3247654494,“武汉不明原因”刷屏！感染后危及生命？你最关心的问题都在这 ,无,无,2020-01-09 23:12,人民日报客户端,0,0,0
IoJQLbZ7v,陈火锅爱吃麻辣锅,5857134495,连挂三天水细菌性感染终于好的差不多啦，又可以愉快的吸美丽啦🤗🤗今天终于迎来了传说中可怕的13阶疫苗第二针，下午+晚上观察下来除了睡眠时间多了点（还不时痛苦的皱眉头😠）暂时没有发烧之类不良反应，老母亲担心了几天终于可以安心啦~美丽是勇敢的小勇士呢[加油] ,无,无,2020-01-09 23:11,陈杏红送的iPhone 8 Plus,0,0,0
IoJQEr55G,今夜梦还暖,1352679714,就武汉不明原因的病毒性疫情病原学鉴定进展问题，专家组认为，本次不明原因的病毒性病例的病原体初步判定为新型冠状病毒。  ,无,无,2020-01-09 23:10,科普中国,0,0,0
IoJQ5xLOb,我爱你的小时候,3960393086,我围观了 的回答，该问题价值120.00元，围观仅1元，快来一起围观~ <br />微博问答:宝宝20天，嘴里吐唾沫泡泡，呼吸急促粗重，睡着后会缓解，是不是 ,无,无,2020-01-09 23:09,微博问答,0,0,0
IoJPWmpRY,axis纯情18993,6617388607,务员的苦情！  　　第1274章该走的总是会走 　　武潇，铁穆，彬少，庭少，司徒莺莺姐妹俩，阎慕娇。一行七人，在“有心之人”的帮助之下，成功的进来了。 　　到了岛上，他们自己  ,无,无,2020-01-09 23:09,微博 weibo.com,0,0,0
IoJPH1uB0,万叔1996,7342504326,邀请码【14815990】，武汉华南海鲜市场不明原因事件持续引发公众关注。新京报记者... 应用宝官网 ,无,无,2020-01-09 23:08,掘金宝精选,0,0,0
IoJPzjWJP,拥抱仙人掌567,3163657451,还好不是流感和，但今天也过得不容易啊，唉😔 佛山·荷城 ,无,无,2020-01-09 23:08,荣耀 9X PRO,1,0,1
IoJPxym2g,爱六一的季雨,5053958752,支气管又犯了，一哥时隔两个月再次住院 ,无,无,2020-01-09 23:08,HUAWEI P10 Plus,0,0,1
IoJP0ruFV,HAppy开心故事,6076007190,"       Actually it is just in an idea when feel oneself can achieve and cannot achieve——觉得自己做得到和做不到,往往只在一念之间。 ",无,无,2020-01-09 23:06,微博 weibo.com,1,0,9
IoJOD7wlF,我爱你的小时候,3960393086,我围观了 的回答，该问题价值20.00元，围观仅1元，快来一起围观~ <br />微博问答:这种情况是吗? ,无,无,2020-01-09 23:05,微博问答,0,0,0
IoJMzacDx,过期少女m,2113128517,钟十一加支原体感染 我真的太心痛了 一岁多第一次这么生病 让我着急的不知道怎么判断了 ,无,无,2020-01-09 23:00,iPhone客户端,0,0,0
IoJM8h0mx,YY19762011,1412695623,武汉疑似新型冠状病毒，会是下一个 SARS 吗？ 武汉疑似新型冠状病毒，会是下一个 SARS 吗？ ,无,无,2020-01-09 22:59,iPhone客户端,1,0,0
IoJM0AeVT,看不见的魔法师,6132505680,"武汉""不明""病原体冠状病毒是什么？ 武汉""不明""病原体冠状病毒是什么？  ",无,无,2020-01-09 22:59,UC浏览器Android,0,0,0
IoJL748Ka,新闻你知道,6613993950,林郑月娥：香港目前未出现一宗同武汉相关的严重个案 新闻你知道的微博视频 ,无,无,2020-01-09 22:57,微博网页,1,0,0
IoJKxi7nW,吖纨纨哩,1922745995,第3️⃣种：舌苔又厚又黄积食化热，心肺火旺，容易引起扁桃体发炎，发烧，咳嗽，，甚至便秘！  ,无,无,2020-01-09 22:55,iPhone客户端,0,0,0
IoJKkyRoZ,用户5636848820,5636848820,就武汉不明原因的病毒性疫情病原学鉴定进展问题，专家组认为，本次不明原因的病毒性病例的病原体初步判定为新型冠状病毒。  ,无,无,2020-01-09 22:55,科普中国,0,0,0
IoJHHdQUk,傲视九届,6002642932,武汉市不明原因最新通报：已排除SARS等病原  ,无,无,2020-01-09 22:48,科普中国,0,0,0
IoJHbxEaS,人有诚心佛有感应,6746267167,有一个西人叫佛莱明，他是一个穷苦的苏格兰农民，有一天他在田里种地的时候，听到附近传来哭喊声，他放下农具赶紧跑过去，想看看到底出了什么事情，他一看，原来是一个小孩子掉进了粪坑里，佛莱明赶紧把这个小孩子救了上来。        第二天，一辆崭新的马车从遥远的地方停到了这个农户家的门口，车上走下来一位优雅的绅士，他自我介绍，他是这位小孩的父亲。绅士说：我要报答你，是你救了我孩子的性命。这个农夫说：我不应该接受任何报酬，这是我应该做的。就在这个时候，农夫的一个孩子跑出来了，绅士就问:这是你的孩子吗？农夫说：是啊。绅士说：我们来个协议吧，你让我把你的孩子带走，并让他接受良好的教育，假如他能够像他的父亲一样善良，我想他一定会成为一个令你骄傲的人。农夫居然答应了，后来这个农夫的儿子从英国圣玛利亚医学院毕业，成为举世闻名的佛莱明亚历山大爵士，他就是我们常用的盘尼西林（青霉素）的发明者。        数年之后，这位绅士的儿子染上了肺炎，是什么救活了他呢？就是青霉素。那位绅士是谁呢？就是英国的上议院议员丘吉尔，他的儿子就是英国二战时的首相丘吉尔。        这个故事告诉我们，朴实善良的苏格兰农夫救人做出的善良举止，他不求回报，凭着做人的本能做了一件好事，竟给自己的孩子带来了良好的机遇，又由于自己孩子的成就医治了这位绅士的孩子，他就是成为二战首相的丘吉尔爵士，一个普通农民的一点点的善良竟然能给这个世界带来重大的变化，所以，善大于天，一善解百灾。        善大于天，一善解百灾!,无,无,2020-01-09 22:47,OPPO A11,0,0,0
IoJGX52S5,人有诚心佛有感应,6746267167,有一个西人叫佛莱明，他是一个穷苦的苏格兰农民，有一天他在田里种地的时候，听到附近传来哭喊声，他放下农具赶紧跑过去，想看看到底出了什么事情，他一看，原来是一个小孩子掉进了粪坑里，佛莱明赶紧把这个小孩子救了上来。        第二天，一辆崭新的马车从遥远的地方停到了这个农户家的门口，车上走下来一位优雅的绅士，他自我介绍，他是这位小孩的父亲。绅士说：我要报答你，是你救了我孩子的性命。这个农夫说：我不应该接受任何报酬，这是我应该做的。就在这个时候，农夫的一个孩子跑出来了，绅士就问:这是你的孩子吗？农夫说：是啊。绅士说：我们来个协议吧，你让我把你的孩子带走，并让他接受良好的教育，假如他能够像他的父亲一样善良，我想他一定会成为一个令你骄傲的人。农夫居然答应了，后来这个农夫的儿子从英国圣玛利亚医学院毕业，成为举世闻名的佛莱明亚历山大爵士，他就是我们常用的盘尼西林（青霉素）的发明者。        数年之后，这位绅士的儿子染上了肺炎，是什么救活了他呢？就是青霉素。那位绅士是谁呢？就是英国的上议院议员丘吉尔，他的儿子就是英国二战时的首相丘吉尔。        这个故事告诉我们，朴实善良的苏格兰农夫救人做出的善良举止，他不求回报，凭着做人的本能做了一件好事，竟给自己的孩子带来了良好的机遇，又由于自己孩子的成就医治了这位绅士的孩子，他就是成为二战首相的丘吉尔爵士，一个普通农民的一点点的善良竟然能给这个世界带来重大的变化，所以，善大于天，一善解百灾。        善大于天，一善解百灾!,无,无,2020-01-09 22:46,OPPO A11,0,0,0
IoJGM8noi,BetterGuu,1876744723,我只是半夜没盖好被子来着怎么就流感还了 还让我住院 … ,无,无,2020-01-09 22:46,iPhone客户端,0,0,6
IoJGK53Z0,惠淘馆-蓝调,6095617729,土耳其棉花堡。棉花堡离伊兹密尔约二百公里，因一座像棉花一样雪白的城堡而得名，其实是坚硬的石灰岩地形。棉堡高160米，长2700米。棉堡的山顶坐落着著名的希拉波里斯古城，古城内可以看见罗马时期的神庙和浴场。 公：sou860 「大补贴」  ,无,无,2020-01-09 22:46,sou280,0,0,0
IoJGJc72Q,用户5850586079,5850586079,武汉8名不明原因病毒性患者出院 武汉8名不明原因病毒性患者出院 ,无,无,2020-01-09 22:46,学习强国客户端,0,0,0
IoJGEv7es,宋允孚,2425773363,世界卫生组织🇺🇳关于中国🇨🇳武汉聚集性🦠病例的声明（中文）（英文) ,无,无,2020-01-09 22:46,iPhone客户端,14,2,1
IoJGcn0pL,Sh向人2_,7318117044,觉。 时间悄然滑过，何勤在市教育局外等着杨秀峰，两人在电话里一直说着话，杨秀峰此时变得很超然与洒脱，欢愉的  ,无,无,2020-01-09 22:45,微博 weibo.com,0,0,0
IoJFsiPFn,亿家旺城,6166582149,发布了头条文章：《发烧、咳嗽、咳痰，为？诊断只需符合2项》 发烧、咳嗽、咳痰，为？诊断只需符合2项 ,无,无,2020-01-09 22:43,微博 weibo.com,0,0,0
IoJDRzWnI,平安酉阳,2632773244,【 尚有51人在治疗】1月8日，湖北武汉，据央视新闻消息，武汉市8名不明原因的病毒性患者治愈出院。8名患者被医院收治后，经治疗，已连续多日无发热、等临床表现。1月5日，武汉市卫健委通报称，共发现不明原因病毒性59例，已排除SARS等病原。 ,无,无,2020-01-09 22:39,专业版微博,3,0,0
IoJDv86Ci,至尊天下011,7368820730,【轻松筹】身患宫内感染性急需救助，大家帮帮我们！－个人救助  ,无,无,2020-01-09 22:38,轻松筹App,0,0,0
IoJDtmqpj,面包婶,1984089360," 第84天，即使哭出来也没关系。高烧不退。睡梦中喃喃""帮帮"" ""帮帮""，想要喝水，喝够了摆摆手。我知道你在用你仅有的方式与这个世界交流。会喊""爸爸""了，今天喊了一次，昨天一次，前天两次。一定很难过吧，但还是在进步，你真的很棒。病毒感染合并细菌感染，肺炎，辗转两家医院，扎了数针输液。我不会告诉你""别害怕"" ""不要哭""，即使感觉害怕也没关系，即使哭出来也没关系。我一直在你身边。用姐姐的袜子给你做了一个简单的小手套，虽然有点旧了，但依然是""LOVE""。",无,无,2020-01-09 22:38,无,212,2,103
IoJCohvYU,Jackey雨晴,1733739745,【你好，明天】武汉不明原因的病毒性疫情病原体初步判定为新型冠状病毒。不同于已发现的人类冠状病毒，对该病毒的深入了解需要进一步科学研究。目前已知的人类冠状病毒共有六种，其中四种较为常见，致病性较低，一般仅引起类似普通感冒的轻微呼吸道症状，而另外两种是我们简称的SARS和MERS。晚安。 ,无,无,2020-01-09 22:35,iPhone客户端,1,0,0
IoJCgATCD,石头的雕刻铺子,1801324137,我在看：【排除SARS 韩国首例“不明原因”疑似患者好转】  排除SARS 韩国首例“不明原因”疑似患者好转 ,无,无,2020-01-09 22:35,新浪新闻客户端,0,0,0
IoJAIzH80,Hi_annabell,2501814642,我大概是我身边第一个把自己烧成的成年人了,无,无,2020-01-09 22:31,iPhone客户端,0,0,5
IoJzE6Hio,DENG鄧鄧鄧o6,1881249704,由于疫情非常时期 冬训只能在家完成打卡训练 看着有总老母亲的安慰感,无,无,2020-01-09 22:28,iPhone客户端,5,0,0
IoJyB4Jd8,乘风破浪勇闯天涯,3414095902,就武汉不明原因的病毒性疫情病原学鉴定进展问题，专家组认为，本次不明原因的病毒性病例的病原体初步判定为新型冠状病毒。  ,无,无,2020-01-09 22:26,科普中国,0,0,0
IoJy7e4K4,余生没有北方乒,7361992170, ,无,无,2020-01-09 22:25,微博搜索,0,0,0
IoJy6kDWN,体育群英汇,6613452219,体育多看点 第4230集 尤文主帅萨里被确诊为，目前已经接受治疗 体育群英汇的微博视频 ,无,无,2020-01-09 22:25,微博网页,0,0,0
