微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IsQI196B3,万用金维权杨师傅,6584115975,平遥县新型冠状病毒感染的疫情较为严重。截至2月5日早7时，全县累计确诊病例21例，排查密切接触者共110例，全部居家医学观察。针对目前疫情防控形势，平遥县坚决落实省“五严五防”和晋中市“八条措施”部署要求，启动实施以110名密切接触者为重点的重点人群定点集中隔离举措，实施分批隔离、精准隔离，最大限度杜绝二次感染，全力做好疫情防控各项工作。　　据了解，为全面做好武汉返平遥人员隔离观察，平遥县已先期确定集中隔离点1处，实行24小时医务人员派驻观察和安全保障。同时，严格执行省、市要求，按照“三区两通道”标准，又筛选确定集中隔离点4处，目前正在进行标准化改造，为下一步重点人群的定点集中隔离做好准备。　　目前，平遥县已派出7辆专用救护车，严格按照防护流程，上门接诊重点人群至定点隔离场所，心理疏导也已介入。　　平遥县卫健体局郑重提示：目前已进入病毒感染者发病高发期，社会公众要克服麻痹松懈思想和厌战情绪，强化全民居家，自觉隔离，自我约束，不外出走动，阻断传播途径。,无,无,2020-02-05 23:59,,0,0,0
IsQI15daS,马小镖,5373312485,发烧了半个月。在这个非常时期。每天提心吊胆心理暗示。我不是我不是我不是冠状病毒。快点好吧。今后，我一定要好好锻炼身体。 ,无,无,2020-02-05 23:59,iPhone客户端,0,0,0
IsQI15ayl,唐白白V,2547863432,大半夜的看新冠感染家属的微博，好几把的心疼。赶紧过去吧，大家都赶紧好起来吧！真的太辛苦了！ ,无,无,2020-02-05 23:59,OnePlus 7T,1,0,0
IsQI0vKZD,直通屏山,5134043072,【正在直播：：】国务院联防联控机制就介绍医疗物资保障的生产、调度、进口等相关工作最新进展，以及新型冠状病毒感染的诊疗方案（试行第五版）解读召开新闻发布会。 全程直播，共同关注↓↓ ,无,无,2020-02-05 23:59,360安全浏览器,0,0,0
IsQHZkby5,十年志愿者孙景义,6335417017,许云龙他们那县里有两例确诊冠状 ,无,无,2020-02-05 23:59,同步圈APP,0,0,0
IsQHZkefe,泸州市残联,2173632110,【四川省残疾人联合会关于贯彻落实中国残联办公厅《关于进一步做好残疾人康复机构新型冠状病毒感染的防控工作的通知》的意见】 ,无,无,2020-02-05 23:59,微博 weibo.com,0,0,0
IsQHZkcxi,包头交管指挥中心,1783643890,【好消息！湖北】2月4日，经过山东医疗队与当地的共同努力，黄冈市大别山区域医疗中心首例新型冠状病毒患者治愈出院。患者是名21岁的年轻女性，湖北省黄冈市团风县人，入院后经过近8天救治，目前发烧、咳嗽等临床症状已完全消失。经过两次严格的核酸检测，结果呈阴性，并且患者自身没有任何不适的感觉，经过评估已达到了出院标准。 ,无,无,2020-02-05 23:59,iPhone客户端,3,1,2
IsQHZkbse,凉一点的风,6144061997, 想有这么一天睁开眼阳光照着起床肺炎疫苗研制成功了出门春风拂面春暖花开了能回到学校见一见老同学了夜晚还能在聚点喝酒撸串了这么一天会来的对吗？ ,无,无,2020-02-05 23:59,HUAWEI P10,1,0,5
IsQHZjyi6,弘一的微博,2127226567,「试行第五版新冠诊疗方案发布 新增用药利巴韦林影响哪些上市公司」-- 来自同花顺 试行第五版新冠诊疗方案发布 新增用药利巴韦林影响哪些上市公司 ,无,无,2020-02-05 23:59,分享按钮,0,0,0
IsQHYqbB5,人民日报,2803301701,【】，多一个通道，多一分希望。寒夜里的每束光，都能慰藉人心，驱散彷徨，给求助者送去勇气和力量。始终把人民群众生命安全和身体健康放在第一位，就要“应收尽收、应治尽治”。这是沉甸甸的承诺，更是义不容辞的责任。守望相助，我们在路上！ ,无,无,2020-02-05 23:59,微博 weibo.com,31232,2618,2635
