微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Isf02hJkf,全民旅游疯,2676800794,"【美丽昌宁·母亲河畔静悄悄】天蓝、水碧，冬景正好。午后阳光下走在右甸河畔，看不到平时节假日、周末的热闹场景，鲜有行人走过的.河边一片静悄悄。尽管天蓝得可以醉人，水请清得可以为镜，但如此清新的环境里却似有魔影在缠绕。的确，在当下的形势下，自我防护非常重要。但也不必过于恐慌，如此美好的午后阳光下走走逛逛其实未尝不可，只是别去人多的地方，别忘了防护自我尊重他人，戴上一个口罩。即便没有新冠状病毒，传统呼吸道疫病预防同样需要。如采访高老医生时他说的，""关键是心态要稳，急不仅解决不了问题，还会让事变得更糟糕。""人活一生，过的是心情；生活一场，活的是心态。保持愉快的心情，心大了，大事就小了。日子也就慢慢地好起来了。人要想不让身体生病，首先不能让心情生病。by",无,无,2020-02-01 23:59,HUAWEI P30,5,2,0
Isf02hkU4,滨州同城,6068931196,【最“硬核”的捐赠  感谢有你 我们一定坚守战“疫”】2月1日上午10时40分左右，一位过路的好心人驾车路过G233克黄线流坡坞检查站时，为检查站工作人员送来消毒液和防护口罩。还未等执勤交警说一声谢谢，就放下防护用品匆匆离开。执勤交警转身向这位好心人敬礼表示敬意。转身敬礼时，民警记下了这位好心人的车号，感谢您最“硬核”的捐赠，我们一定坚守战“疫”，共克时艰！ ,无,http://t.cn/RJPswZq,2020-02-01 23:59,无,2,1,0
Isf022BZJ,广东省茂名市科技局,3604350697,全省防控新型冠状病毒感染的疫情工作视频会议召开 李希马兴瑞王伟中出席会议  ,无,无,2020-02-01 23:59,微博 weibo.com,0,0,0
Isf021XVy,国学导师倪可,1839186122,谢琳卡，武汉8⃣️位“造谣”者之一，这是她造的“谣言” ,无,无,2020-02-01 23:59,iPhone XS Max,5,2,1
Isf01qU8v,中医儿科王德敏,3221804123, 《孩子咳嗽要注意，强制止咳不可取！》 有些孩子一开始生病是因为感冒，时间长了，当其他症状都消失，但唯独咳嗽久久不愈。每每听到孩子的咳嗽时，家长们都手忙脚乱..盲目喂药打针... 其实，咳嗽是人体的一种保护机制，是为了清除呼吸道内的异物、分泌物。孩子感冒，分泌物增加，自然就会咳嗽，希望把这些让他难受的东西咳出去。而这时候如果给孩子喂一些止咳药，强制止咳，不仅不利于病情的恢复，反而会加重病情  小儿咳嗽的具体病因比较复杂，建议家长们及时带孩子去正规医院寻求帮助！  ,无,无,2020-02-01 23:59,中医超话,0,1,1
Isf01qSBx,_梁芷_,1592102110,2020年湖北 湖南禽流感……今年是中国的本命年吧？ ,无,无,2020-02-01 23:59,iPhone客户端,0,0,0
Isf016eii,济南历城教育微博,3270616415,疫情就是命令，防控就是责任。为全力遏制疫情蔓延，坚决打赢疫情防控攻坚战，落实山东省教育厅下发的《关于进一步做好新型冠状病毒感染的疫情防控工作的通知》和《济南市教育局关于进一步做好新型冠状病毒感染的疫情防控工作的通知》及历城区教育和体育局的通知精神，历城区各学校党员清醒认识到肩负的责任和使命，把打赢疫情防控阻击战作为当前重大政治任务，把投身防控疫情一线作为践行初心使命、体现责任担当的磨刀石。,无,无,2020-02-01 23:59,HUAWEI Mate 10,1,0,1
Isf00w4j4,Moment丶晴雨,6994807222, 涓滴之水成海洋，颗颗爱心变希望。我在“疫情一线医护•守护者后盾行动”项目捐款成功！您每捐款1元，新浪同时配捐1元！  ,无,无,2020-02-01 23:59,微公益,4,0,0
Isf00uuWv,大连天健网,1410948431,中科院上海药物研究所新闻发言人2月1日表示，由中科院上海药物所、武汉病毒所1月31日向媒体提供的《上海药物所、武汉病毒所联合发现中成药双黄连口服液可抑制新型冠状病毒》一文，内容是准确无误的。这一结论是基于实验室体外研究的结果。研究团队通过实验室体外试验证明，双黄连有抑制新型冠状病毒作用，下一步还需通过进一步临床研究来证实。我所提供的稿件中也提到目前正在开展临床研究。(中国新闻网）,无,无,2020-02-01 23:59,无,2,0,3
Isf00cQQ4,梵箜-Echo,3735986820, 希望新的一年能够苦尽甘来🙏🙏🙏🙏 ,无,无,2020-02-01 23:59,iPhone客户端,0,0,0
