微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IvTfWAGAU,ZhONGyi鐘先生,1849827833,有跟同事聊到这个新冠病毒会不会是某国或者某组织研发出来的病毒，先拿中国做实验潜入投放到了武汉，然后看效果霸道便开始在全球各国投放，所以现在陆续在世界各地都开始爆发了疫情，而疫苗其实已经掌握在了某国或某组织手里了。。。这个脑洞越想越背脊发凉，这种经常发生在美国大片里的情节如果是真的那就太他娘的可怕了,无,无,2020-02-25 23:59,iPhone客户端,0,0,0
IvTfPvgcs,中国新闻网,1784473157,【】近期，首尔至青岛航班的客票价格引发网友热议。2月25日，青岛机场经向各航空公司询价后表示，航空公司根据市场价动态确定当日票价，订票早晚、出行当日航班量及航班时刻都会影响票价。在国内直销渠道购买青岛-首尔-青岛往返票价平时含税价格1000元-1600元左右，近期为 1800元-2400元左右。但受疫情影响，韩国航线较平时大幅缩减，票源相对紧缺，尤其是首尔至青岛的单程机票紧缺，价格也随之上涨，近期在韩国直销渠道购买，首尔-青岛单程票价含税在2500元左右。在此情况下，部分网络订票平台自动推荐生成的中转航线票价会在3000元以上甚至更多。在进港旅客中，中国籍旅客超过80%，韩籍旅客不到20%，韩籍旅客以在中国工作，有产业人士或学生为主。（中国民航网）,无,无,2020-02-25 23:59,搜狗高速浏览器,101581,862,9146
IvTfNtvq5,归来去mm,3247351234,我围观了 的回答，该问题价值100.00元，围观仅1元，快来一起围观~ <br />微博问答:婶，您觉得这次的疫情会对中国社会产生什么影响？对世界的格局有哪些影响? ,无,无,2020-02-25 23:59,微博问答,0,0,0
IvTfNtx24,韶华依然V,1655007180, 宅在家里一个月了，感觉把这一年的饭都做了，煎炒烹炸18班武艺都用上了，还是满足不了吃货们的口味。今天换个花样，在家烧烤，把牛排、银鳕鱼、大虾、五花肉、土豆、杏鲍菇、白菜通通放到烤盘里，刷上烤汁放到烤箱20分钟后，一盘营养丰富ＢBQ就成功了，配上半成品的葱油饼，做个鸡蛋菠菜汤，简单、快捷、少油、少盐，营养、健康、美味，重要的是家人喜欢，成就感十足。 ,无,http://t.cn/z8A9RFs,2020-02-25 23:59,iPhone客户端,28,0,50
IvTfN9gIn,环球资讯广播,1656831930,【：科比对我是一种精神鼓舞】24日，众多篮球传奇明星齐聚洛杉矶，与成千上万的科比球迷一起，向这位卓越的球星致敬。乔丹在追到会上痛言：“科比对我是一种精神鼓舞......他是我非常亲密的朋友…当科比去世了，我的一部分也随他去了。”       ,无,无,2020-02-25 23:59,微博视频,113,20,7
IvTfMyYDc,用户3655597752,3655597752,女性70岁，反复咽部不适，吞咽困难、憋气两年，喉镜提示声带小息肉。化痰消炎治疗后好转再次发作。胸部CT，左下支扩，右中，气管右侧憩室。不除外气管憩室合并感染引发症状。 ,无,无,2020-02-25 23:59,iPhone客户端,0,0,0
IvTfMjBm9,simple-h同学,2121347111,我围观了 的回答，该问题价值100.00元，围观仅1元，快来一起围观~ <br />微博问答:婶，您觉得这次的疫情会对中国社会产生什么影响？对世界的格局有哪些影响? ,无,无,2020-02-25 23:59,微博问答,0,0,0
IvTfLnXcl,晓晓兔子猪,3229302202, 最近早饭好喜欢吃爷爷奶奶自己做的鸡蛋饼和豆腐脑吖～～～,无,#我是一个萌萌兔#,2020-02-25 23:59,HUAWEI P30,0,1,0
IvTfKw2LR,吉林人民广播电台,2792031651,【：一切都会好起来的,无,无,2020-02-25 23:59,iPhone客户端,2,1,0
IvTfKcTBi,石家庄说事儿,5736230891,【扩散周知！石家庄市规定流动人口应申报居住登记】根据统筹推进新冠疫情防控和经济社会发展工作的总体部署，为全面加强疫情防控期间流动人口租赁房屋治安管理工作，进一步防止疫情扩散，2月25日，石家庄市公安局发布《关于复工复产期间加强出租房屋和流动人口管理的通告》，就加强流动人口、出租房主和用工单位申报居住登记工作做出具体规定。其中，在石家庄市居住、务工、就学的流动人口，应当向居住地社区(村)委员会及公安派出所申报居住登记，积极配合有关部门做好疫情防控工作。河北日报,无,无,2020-02-25 23:59,OnePlus 7 Pro,0,0,1
IvTfKcUmv,燦然1994,5994536324,新性的家里葛优躺，使我真正平静下来，童鼎鼎的《上海，抱紧我》更加的让我心中触发无限的悲凉。或许是上天的安排，最近你总是出现在我的梦中，还记得我们分手后复合的那个中秋节，你们玩耍后踏足雨回校，我看着你开心的样子和照片中的笑容，心中是如此的幸福，有一种夫复何求，只愿时间过得慢一点。,无,无,2020-02-25 23:59,Samsung Galaxy S8,3,0,0
IvTfKbuMy,景德镇广播电视,5298682502,   【战“疫”夫妻：万般思念一“线”牵】占雪琴是南昌市第三医院的一名工作人员，疫情期间，她每天都要对进入医院的病人及家属进行体温检查和信息排查，严格把好医院的“第一道防线”。而占雪琴的丈夫吴晓昇，早已作为南昌市第三医院第五批援助湖北医疗队队员奔赴武汉战“疫”一线。闲暇之余，他们只能通过视频聊天的方式聊上几句。  ,无,无,2020-02-25 23:59,360手机 N6 Pro,0,0,0
IvTfJi7IH,卢晓周,2553695304,新冠这玩意的传播特点，人类可能到现在还没有搞清楚，只要该地发现有一例确诊感染病人，那就意味着此地可能有一大片感染者，因此，对付新冠疫情的最好方法就是只要发现一例，马上就地封城，绝不能迟疑。但是整个世界各国，都白白浪费了中国以巨大牺牲争取来的一个月时间，要是他们在中国武汉封城就采取严格的防控措施进行筛查，新冠肺炎大概率不会在全球爆发，现在已经迟了。人类社会不得不面对新冠的进化剪刀的选择了。,无,无,2020-02-25 23:59,无,82,11,16
IvTfIqbsO,你这个人阿,5348264533,所有的牺牲和付出都应该被记住，被感恩。 疫情面前人人平等，有几个国家现在形势看起来真的不妙……  ,无,无,2020-02-25 23:59,红v专属超话,0,0,0
IvTfI8zj7,Lss一直要开心,5658280524,中国—世界卫生组织新冠联合专家考察组举行新闻发布会介绍考察情况  ,无,无,2020-02-25 23:59,学习强国客户端,0,0,0
IvTfFatqz,环球网健康,2538567791, 【】据日本放送协会(NHK)报道，截至当地时间25日晚8时，日本新冠确诊病例已增至861人。报道称，25日，除了长野县确诊首例新冠病例外，日本北海道、爱知县及熊本县分别新增5名、3名及2名新冠感染病例，多地共增加11例确诊病例。,无,无,2020-02-25 23:59,专业版微博,1,0,0
IvTfEyOP6,俗趣奶糖,6739227004,守望相助，我在患者求助超话等级达到LV.4，获得进阶粉丝头衔，守护患者，抗击疫情，我们在一起，戳>> ,无,无,2020-02-25 23:59,超话,0,0,0
IvTfEyOxH,小钱不知道要改什么才好,3125586012,牙疼牙疼牙疼牙疼啊啊啊啊啊啊啊啊啊啊啊啊啊,无,无,2020-02-25 23:59,nova5Pro人像超级夜景,1,0,2
IvTfDqB4N,泰国服务家,2949670573,泰国卫生部：为了应对新冠疫情可能会进一步扩散，卫生部已经准备了曼谷的4家大型医院，如果一旦出现确诊病例暴增的情况，Rajavithi医院、Nopparat Rajathanee医院、Bamrasnaradura医院、儿童医院这4家医院将会立马进入备战状态。如果疫情还继续恶化，更多的医院将会陆续加入。泰国的医疗条件还是很给力的！,无,无,2020-02-25 23:59,微博 weibo.com,1,0,1
IvTfB1Jx5,用户3602708390,3602708390,截至2月24日24时新型冠状病毒疫情最新情况 截至2月24日24时新型冠状病毒疫情最新情况 ,无,无,2020-02-25 23:59,学习强国客户端,0,0,0
IvTfzy24e,楚天交通广播,2000016880,【湖北省委省政府致信慰问援鄂医疗队全体队员】   自除夕之夜第一批医疗队员率先出征湖北，至今已经一个多月了。在这个本该阖家团聚的日子里，你们毅然别家离乡，慷慨赴荆楚，白衣作战袍，坚定同湖北人民生死相依，日夜奋战在抗疫斗争第一线，用血肉之躯筑起了护佑生命的钢铁长城。在此，湖北省委、省政府和全省人民谨向你们及你们的家人致以最崇高的敬意和最衷心的感谢！ ,无,无,2020-02-25 23:59,微博 weibo.com,4,1,0
IvTfzzub3,湖北私家车广播,1685715705,【90名危重症患者44人降为普通级！西安交大第一附属医院接管的病区治愈出院16人】  2月25日，湖北省召开新型冠状病毒感染疫情防控工作例行新闻发布会，就援鄂医疗队在武汉大学人民医院东院开展重症救治工作情况进行介绍，并答记者问。西安交通大学第一附属医院院长、援鄂医疗队队长施秉银介绍，疫情发生以来，西安交通大学第一附属医院158名医护人员分5批支援武汉，其中142人奋战在武汉大学人民医院东院，整建制接管了七病区、八病区，目前共收治重症、危重症患者90人。经过两周积极治疗，目前危重级、重症级降为普通的有44人，治愈出院的有16人。,无,无,2020-02-25 23:59,微博 weibo.com,39,2,6
IvTfzzsJL,网罗盐城,2247529951, 【官方发布：韩国返盐人员通告】面对突如其来的新冠疫情，全市上下同时间赛跑，与病魔较量，疫情防控科学有序、扎实有效。确诊病例27例已出院24例，无症状感染者8例已出院6例。　　近期我们注意到全球疫情出现新的趋势，韩国新冠肺炎病例增加，应对疫情已成为全球共同的责任。　　盐城与韩国一衣带水，经济社会交流广泛。以现代起亚为代表的韩资企业在盐城投资兴业，为我市经济社会发展作出了积极贡献。特别是疫情发生以来，韩国仁川、南原等地先后来函声援，现代起亚、SKI等公司捐赠医用口罩近40万只、各类防护用品1万多件，为我们抗击疫情提供了宝贵的支援和帮助。　　在盐城工作生活的韩国人士是盐城的“新市民”，在疫情防控中，我们应一视同仁：在盐城已经有固定居所的，要主动做好居家观察，自觉接受社区、疾控、医疗部门工作人员和社区民警的管理与服务；因商务、旅游等短期来盐人士，将安排在政府指定的宾馆集中住宿观察；对出现发热等症状的，均安排到市指定医院治疗并实施医学观察；确诊为感染病例的，将按照和盐城市民同等待遇集中收治。　　近日，我们已按照国家出入境检验检疫的相关法律法规及疫情防控的要求，对经盐城南洋国际机场入境的人员采取了包括健康检查、个人信息登记和发热人员集中收治等必要的措施，确保我市疫情防控工作有效落实。盐城市新冠肺炎疫情防控工作领导小组2020年2月25日 ,无,http://t.cn/R2Wx0MM,2020-02-25 23:59,iPhone客户端,2,1,3
IvTfz0Xaw,历史沉河,3978090808,【：要保持防控意识，变为流感一样常态化可能性较小,无,无,2020-02-25 23:59,无,0,1,0
IvTfxfhNw,·五分甜茶叭,6613804340,希望日本人民要注意安全出门记得戴口罩。 ,无,无,2020-02-25 23:58,茶小五叭叭超话,0,0,0
IvTfw249q,福建法治报,1660360844, 【疫情不退 我们不退】 疫情就是命令，防控就是责任。面对新型冠状病毒感染疫情的阻击号令，漳州市公安局党委坚定信念、迅速行动，全市公安民警、辅警响应号召“逆行”而上，彰显了新时代“漳州110” “党性至上、敢为人先、永不止步”的精神特质。  ,无,无,2020-02-25 23:58,微博 weibo.com,1,0,0
IvTfv8F8d,这个明星不高冷,2823927942,发布了头条文章：《我们还有机会阻止新冠全球大爆发吗？》  我们还有机会阻止新冠全球大爆发吗？ ,无,无,2020-02-25 23:58,微博 weibo.com,1,0,0
IvTfv7koJ,景德镇广播电视,5298682502,   一封家书，见字如面，互道安好，期待花开。吴皓东父亲曾经是一名脑外科医生，现在在江西省药品监督管理局工作。这次新冠疫情爆发后，吴皓东父亲前往湖北随州负责前线物资保障。吴皓东母亲参加了全省的联防联控督导工作。吴皓东希望他们能“赣”掉病毒，早日凯旋！ ,无,无,2020-02-25 23:58,360手机 N6 Pro,1,0,0
IvTfufhaE,夏如洁,2400891177,【 第80天】居家办公24h待命。 ,无,无,2020-02-25 23:58,iPhone客户端,0,0,0
IvTfscq9R,暗黑向闪电,6381289785,2月24日北京新增1例新冠确诊病例，累计确诊病例400例 2月24日北京新增1例新冠确诊病例，累计确诊病例400例 ,无,无,2020-02-25 23:58,学习强国客户端,0,0,0
IvTfrjRiM,向着二十亿光年的宇宙,3820634425,自己在家烧🔥4天 等烧🔥迷糊了快把自己烧🔥差不多了 医院在考虑给你做检查 但还要满足和外国人接触的条件这个方法真是一点毛病都没有呢…… ,无,无,2020-02-25 23:58,iPhone客户端,6,0,1
