微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IqIJ4oDsE,嘿嘿熙熙超甜鸭,6611120278,两三天就增加了200多人啊啊啊，希望大家可以过个好年！中国加油啊啊🙏🙏🙏 ,无,无,2020-01-22 23:59,AI实力派 vivo Z1,0,0,0
IqIJ4ozJk,灯里影,3085178053,『实时更新|武汉新型全国疫情地图』实时更新|新冠疫情地图 ,无,无,2020-01-22 23:59,vivo Z3性能实力派,0,2,0
IqIJ4mjvi,贰又又,1915318764,哎  每隔一段时间刷一下新闻   心里堵得慌湖北确诊的人数一直噌噌上涨今天出门做客，发现几桌的亲戚里只有我和一个小女孩戴口罩，长辈们的防范意识还不够。😷愿家人朋友们平安！也希望一线的医务工作者能平安归来！ ,无,无,2020-01-22 23:59,HUAWEI nova 2 Plus,3,0,0
IqIJ4nY6G,DayRainyCity,5329031124,绝了，我还要回成都上学,无,无,2020-01-22 23:59,捡到的Android,8,1,5
IqIJ44Dns,泉州新闻通,2552199154,【福建公布新型医疗救治定点医院】大家一起扩散！福建省新型冠状病毒感染的救治省、市定点医院名单！ 泉州 ,无,#新型肺炎已致湖北17人死亡#,2020-01-22 23:59,单身狗iPhone X,311,131,41
IqIJ46V9A,辰溪微曜,5261959405,人类：野味真新鲜！大自然：你吃我的野孩子了，给你点肺炎也得受着,无,无,2020-01-22 23:59,荣耀Magic2 魔法手机,0,0,0
IqIJ44FKL,屋顶睡懒觉的豆yu,6066496670,大家真的出门保护好自己啊，别的省不清楚，但湖北情况真的很糟了,无,无,2020-01-22 23:59,华晨宇超话,48,1,20
IqIJ3wlba,此安非彼安是本安,5831407023,各地旅游探亲肯定不会避免 但请做好预防措施 尤其是人流密集区域 旅游景点 庙会 地铁 公交 火车站 机场等消毒 防疫 ,无,无,2020-01-22 23:59,无,1,0,0
IqIJ3wjtp,molly_茉琳,2782393834,西安挺住 ,无,无,2020-01-22 23:59,vivo X27 4800万三摄,2,0,0
IqIJ3veg5,小胖几要控制你寄几,5286809763,『全国新型疫情实时动态 - 丁香园·丁香医生』 ,无,无,2020-01-22 23:59,小米8周年旗舰手机,1,3,1
IqIJ3uBvv,_________幸運的,1702084903,新型冠状病毒已致湖北17人死亡人民日报 01月22日 22:21原标题：新型已致湖北17人死湖北省政府召开新闻发布会，截至今天晚上8点，湖北省累计报告新型冠状病毒感染病例444例，17人死亡。新型冠状病毒已致湖北17人死亡 ,无,无,2020-01-22 23:59,微博 weibo.com,0,0,0
IqIJ3sYd1,想见阿霖,3001977925, 现在是这样：澳洲：大火烧死2亿只动物，多种类面临灭绝美洲：流感致死6600人欧洲：强风暴，街上全是泡沫亚洲：新型冠状病毒疫情持续发展非洲：大规模蝗虫灾害南北极：冰川消逝另外还有多处4级以上的地震也许是大自然的反击，也许是地球真的不堪重负，也许是给人类的一记严重警告。从现在开始重视环保吧，垃圾分类，别用塑料，少开汽车，拒绝野味。球球了！真的与每个人有关！🙏🙏🙏🙏,无,无,2020-01-22 23:59,阿霖送的iPhone 8,157,13,20
IqIJ3wkWU,·内有惡鴨·,5662425708,回南天,无,无,2020-01-22 23:59,无,1,0,0
IqIJ3cVtl,永远万事胜意的女孩儿,5564002871, 希望能听到好消息！！！[加油][加油][加油] ,无,无,2020-01-22 23:59,nova5i 2400万AI四摄,62,1,0
IqIJ3bilT,她的saviour啊,3720154412,我河北还是没能幸免 ,无,无,2020-01-22 23:59,荣耀V9 我想要的快,1,0,0
IqIJ3bhhZ,远古的刀,1578632883,形式相当严峻了，明显感受到由于春节返乡流，湖北各地市都开始出现“野味”，很有可能春节后真的要宣布武汉为疫区，控制人员流动了，不然向全国蔓延，后果不堪设想。 ,无,无,2020-01-22 23:59,iPhone客户端,2,0,1
IqIJ3cWS5,猫轻微-,2893670193,『实时更新|武汉新型全国疫情地图』实时更新|新冠疫情地图 ,无,无,2020-01-22 23:59,iPhone客户端,0,0,0
IqIJ2CX3n,Qi_X_Rosy,5846292549,『全国新型疫情实时动态 - 丁香园·丁香医生』 ,无,无,2020-01-22 23:59,无,0,0,0
IqIJ2BcU2,菜菠萝翠,1802364420,少数憨批不代表全部武汉人！！一刷微博基本都是把武汉人当做移动病毒库，要求武汉人就应该在武汉死绝了！上来就开地域炮，无语。눈_눈 武汉 ,无,#新型肺炎已致湖北17人死亡#,2020-01-22 23:59,HUAWEI P20 Pro,12,0,3
IqIJ2mm14,甜甜蜜语的lucky,2661517250,这么严重，不能出门的日子，要靠哥哥的笑容度过[太开心] ,无,无,2020-01-22 23:59,俞承豪超话,12,1,3
IqIJ2mjzc,远方无界,5713083093,可怕 ,无,无,2020-01-22 23:59,联想K5Pro 千元影霸,1,0,1
IqIJ2iYQE,Daisy_1107,6240339179,百因必有果，人类付出的代价,无,无,2020-01-22 23:59,iPhone客户端,0,0,2
IqIJ24Gui,十七朵花,5027524028,和朋友聊武汉疫情，朋友说，17年前的记忆好模糊，但此情此景却想起也是十几年前看的一段剧情，是《大长今》。长今做医女时，京城附近的村庄发生瘟疫，朝廷派来的医疗队想尽办法，依然束手无策。眼看疫情越来越严重，一个医女带来了朝廷最新指令。一个红色卷轴，打开后，上面写着一个汉字：锁。不知道为什么，17年前的记忆就是模糊的，但这段剧情和那个“锁”字却记得好清晰。,无,无,2020-01-22 23:59,十七小姐的Android,2,1,0
IqIJ21T3L,HuiZi1就是惠子,2216950817,我发表了头条文章:《新型冠状病毒》 新型冠状病毒 ,无,无,2020-01-22 23:59,iPhone 11 Pro Max,4,1,6
IqIJ21S0r,居玥璇,1792705333,希望可以早日遏制住这种趋势，愿平安。 ,无,无,2020-01-22 23:59,iPhone客户端,0,0,0
IqIJ21iZJ,朱家大太太Beth,7273103137,唉……这17个家庭的年要怎么过啊…… ,无,无,2020-01-22 23:59,微博国际版,1,0,1
