微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
InPByndRH,QQ382732228,3892063887,截至2020年1月3日8时，共发现符合不明原因的病毒性诊断患者44例，其中重症11例，其余患者生命体征总体稳定。目前所有病例均在武汉市医疗机构接受隔离治疗，已经追踪到121名密切接触者并行医学观察，密切接触者的追踪工作仍在进行中。 武汉卫健委：发现不明原因病毒性重症11例 ,无,无,2020-01-03 23:59,南周app客户端,0,0,0
InPBpwcUP,屋都,6753432085,莫名有点伤感！平时话挺多的瞌睡也多的，今天晚上也不睡嘞，话也不多说一句，我给他开玩笑就笑一下，到最后还催老妈给我装东西。哎，满是不舍！一群人还诱惑我继续请假，说武汉近来流行病毒性不安全，说明天去这里玩那里玩的，要怪只怪我比他们早走！ ,无,无,2020-01-03 23:59,vivo AI智慧拍照X21,2,0,0
InPAL2Kt7,O王小妹O,2266402011,2岁1个月23天早上等我们起床弄好都快10.00又要叫你爸爸起床算了就干脆午饭早点吃了再去医院匆匆忙忙的吃好到那12点左右留置针又不能用了所以就打了一次性的因为不知道下午还要不要挂遇见了对对他也是肺炎但是她才第一天难得你啊今天要坐你爸腿上看电视太阳也是打西边出来挂完以后找医生开了药他说要么就先不挂吃药风过两天再来看妈妈是觉得没那么容易好知儿莫若母你那里和平时不一样也只有我知道但愿也是能吃药就好了医院到家以后把房间打扫一遍玩具收好你又翻出来算了就不收了晚上踏踏实实的看完庆余年到现在脸也不想洗了睡觉晚安,无,无,2020-01-03 23:57,iPhone客户端,0,0,0
InPAokCbR,互联网这些事,7211926109,截至2020年1月3日8时，共发现符合不明原因的病毒性诊断患者44例，其中重症11例，其余患者生命体征总体稳定。目前所有病例均在武汉市医疗机构接受隔离治疗，已经追踪到121名密切接触者并行医学观察，密切接触者的追踪工作仍在进行中。流行病学调查显示，部分病例为武汉市华南海鲜城经营户。截至目前，初步调查表明，未发现明显的人传人证据，未发现医务人员感染。,无,无,2020-01-03 23:56,iPhone客户端,232,103,102
InPAmv4M1,落花逐流水1987,2017169510,2020开头就不好，本来小的今天住院第六天了，马上好了要出院，隔壁床小姐姐从前天开始腹泻吐，医院也没有隔离，今天中午开始我家宝宝有点吐，到目前吐了三次，拉了两次，精神一般，感觉胃有负担，想吃，但是一吃就吐，今天晚上又加了一个抚胃的药和补点营养针，本想安心下来，家里又说老大睡着醒来说肚子不舒服要吐，真的也吐了，我真的怀疑隔壁小姐姐传染了我小的，小的传染给哥哥，今天哥哥又没有人带，又带来医院呆一大天，哎，从12月起反反复复大的，小的生病，真是见鬼了，早点好吧，不要这么折磨孩子了，我都扛不住了 ,无,http://t.cn/RQeFDcc,2020-01-03 23:56,OPPO R9s,0,0,0
InPA0Dqof,西湖没有中秋·,5168271853,流感不会使我得，王者会 ,无,无,2020-01-03 23:55,iPhone客户端,1,0,1
InPzNo1tm,上官子怡98,1492070595,希望调查结果能够早日出来，患者早日康复 ,无,无,2020-01-03 23:55,iPhone X,0,0,0
InPziClrT,紫燕美食养生乐园,5130534273,归蜜弟弟的孩子一岁，得了出院后，肺部有痰一直咳嗽一直喝雪梨膏排痰分享出来，希望可以帮到有缘人[强] ,无,无,2020-01-03 23:54,nova5Pro人像超级夜景,1,0,0
InPzbegtf,常玏这个昵称居然被人用了,2024676017,儿子的终于有明显好转了,无,无,2020-01-03 23:53,HUAWEI Mate 30,0,0,1
InPz9rAiW,我爱可乐鸡翅糖醋排骨,5737485562,我啥时候有钱，去打九价hpv疫苗和疫苗 ,无,无,2020-01-03 23:53,荣耀9青春版 全屏四摄,0,0,0
