微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Is5zxptCQ,恩施新闻网,1904155900,【王建鸣检查督导来凤县、利川市疫情防控工作落实情况】1月31日，省人大常委会党组副书记、副主任王建鸣率队赶赴利川，检查督导利川市新型冠状病毒感染的疫情防控工作落实情况，并看望慰问奋战在疫情防控一线的工作人员。王建鸣一行先后来到恩施州中心医院附属利川和谐医院、市区益丰大药店、利川新世纪百货、都亭街道办事处桃花社区居委会、普庵社区居委会等地进行实地检查，详细了解当前应对疫情的具体防控举措，以及防疫药品供应和居民日常生活保障等方面问题。详情：,无,无,2020-01-31 23:59,微博 weibo.com,1,2,0
Is5zxpqDT,小点V,1644548270,2020年1月大事记。新型冠状病毒爆发，科比去世，春节假期延期。 ,无,无,2020-01-31 23:59,OPPO R9s,0,0,0
Is5zx9hRj,用户6942026027,6942026027,涓滴之水成海洋， 我在“疫情一线医护•守护者后盾行动”项目捐款成功！您每捐款1元，新浪同时配捐1元！ 携手，凝聚颗颗爱心点燃更多希望。 疫情一线医护•守护者后盾行动 ,无,无,2020-01-31 23:59,微公益,1,0,0
Is5zxbr0y,xiababy晚安,2017118045,这次冠状病毒新型事件快逼疯熹贵妃这个本来就有强迫症洁癖的人了。他恨恨的说，等事情过去，一定要在家里长期大量备着酒精和口罩。,无,无,2020-01-31 23:59,iPhone客户端,0,0,4
Is5zwxcbd,逝去的眼泪201902,7010101264, 小善意，大温暖。我在“疫情一线医护•守护者后盾行动”项目捐款成功！愿点滴之举温暖更多心灵。您每捐款1元，新浪同时配捐1元！  ,无,无,2020-01-31 23:59,微公益,5,0,0
Is5zwzotO,JenKing_Chou,3193752531, 予人为乐，与己而乐。我在“疫情一线医护•守护者后盾行动”项目捐款成功！您每捐款1元，新浪同时配捐1元！  ,无,无,2020-01-31 23:59,微公益,4,0,0
Is5zwxb5c,Amelia_喜欢海,2664785423,这个一月终于是要结束了🔚,无,无,2020-01-31 23:59,中年少女的iPhone 11 Pro Max,1,0,0
Is5zwi4Tv,樊盈盈3399,7376253759, 涓滴之水成海洋，颗颗爱心变希望。我在“疫情一线医护•守护者后盾行动”项目捐款成功！您每捐款1元，新浪同时配捐1元！  ,无,无,2020-01-31 23:59,微公益,0,0,0
Is5zw0lA2,艾颖坤,3502899131,新型冠状病毒不像想象的那么严重。我们衡量这种疾病的一个重要指标就是病死率。  ,无,无,2020-01-31 23:59,科普中国,0,0,0
Is5zvoklj,用户6975743846,6975743846,痛苦压抑得想去死。出个门就觉得自己得了。小环境压抑，大环境也压抑。难受得要死一样。 ,无,无,2020-01-31 23:59,荣耀10 AI变色更潮美,0,0,10
Is5zuwnWi,株洲网,1873297420,"【上海药物所、武汉病毒所联合发现：】31日从中国科学院上海药物所获悉，该所和武汉病毒所联合研究初步发现，中成药。此前，上海药物所启动由蒋华良院士牵头的抗新型冠状病毒感染药物研究应急攻关团队，在前期SARS相关研究和药物发现成果基础上，聚焦针对该病毒的治疗候选新药筛选、评价和老药新用研究。双黄连口服液由金银花、黄芩、连翘三味中药组成。中医认为，这三味中药具有清热解毒、表里双清的作用。现代医学研究认为，双黄连口服液具有广谱抗病毒、抑菌、提高机体免疫功能的作用，是目前有效的广谱抗病毒药物之一。上海药物所长期从事抗病毒药物研究，2003年“非典”期间，上海药物所左建平团队率先证实双黄连口服液具有抗SARS冠状病毒作用,十余年来又陆续证实双黄连口服液对流感病毒（H7N9、H1N1、H5N1）、严重急性呼吸综合征冠状病毒、中东呼吸综合征冠状病毒具有明显的抗病毒效应。目前，双黄连口服液已在上海公共卫生临床中心、华中科技大学附属同济医院开展临床研究。（新华社）",无,无,2020-01-31 23:59,微博 weibo.com,1,0,0
Is5zub5ug,不知名花萝,3709149147,姐妹们清醒一点！！！双黄连口服液是抑制，不能预防，没有得最好别买，留给需要的人 ,无,无,2020-01-31 23:59,HUAWEI P30,42,0,25
Is5ztBzFg,luamammm,3288907835,没想到明侦最后一期了给我来了这么个大惊喜，四生四世之家暴子女虐恋情深故事会，太拉垮了，我这个过往的无脑吹都吹不下去了，现在想吐槽都没地方去，节目组你有本事拉跨那就来评论啊，我现在就狠心疼我冒着风险特意点的肯德基 ,无,无,2020-01-31 23:59,HUAWEI Mate 20 Pro,1,0,2
Is5zthIi8,长治网警巡查执法,5909135694, 【,无,无,2020-01-31 23:59,iPhone客户端,0,0,0
Is5zt1yPR,同路股份_洪翠萍,6874087628,"【新年开工延期通告】尊敬的各位客户、朋友:您好!为响应新型冠状病毒肺炎疫情防控工作，结合公司的实际情况，决定将正式营业时间延期至2020年2月10日(正月十七),由此带来的不便敬请谅解!同路股份祝您和您的家人身体健康，万事如意! 普宁市 ",无,无,2020-01-31 23:59,iPhone客户端,0,0,0
Is5zs8RKx,若非愿为一人,1843330155,『美国5年前制造新型冠状病毒，可致人类传染性』美国5年前制造新型冠状病毒，可致人类传染性 ,无,无,2020-01-31 23:59,HUAWEI P30 Pro,0,0,0
Is5zs8Qeo,竹笙默,1623989190, 闻所未闻，完全放屁！新冠目前没有任何特效药，包括前段时间说的抗HIV的药，仍不推荐使用。至于其他的药更是瞎扯，千万别乱吃药，尤其中药，临床上吃中药吃出肝衰竭的病例太多太多了。 ,无,无,2020-01-31 23:59,黄子韬的海浪,38,3,14
Is5zs8aXD,新疆高校头条,6293662451,【待春暖花开时，一切定会美好如初[心]】新年伊始，新型冠状病毒感染的疫情迅速扩散， 中南医院的医疗工作者毅然奔赴抗疫一线，因为那份被托付的希望，他们拼尽全力！这是一个没有硝烟的战场，我们共同期待这场阴霾散去后的春暖花开！,无,无,2020-01-31 23:59,石河子大学超话,0,0,0
Is5zs8RGE,b冰可乐,5772173956,愿2020年平安顺遂，冠状病毒早日治愈，愿我爱的你和爱我的人平安健康。 ,无,无,2020-01-31 23:59,iPhone客户端,0,0,0
Is5zs6HfF,芜湖发布,3253001642,  【芜湖弋矶山医院发热门诊今日迁址】自1月31日8: 00起，原位于医院大门口处的发热门诊整体搬迁至十号楼健康管理中心西侧停车场位置，发热患者及所乘车辆请从轮渡路医院入口进院并停放，非发热来院就诊患者车辆请从医院北门进入，来院就诊时请留意医院路口引导指示牌，敬请广大市民知晓。,无,无,2020-01-31 23:59,微博 weibo.com,11,13,0
Is5zrwvpT,儿童康复-刘木金,1618889094,这次湖北新型冠状病毒这场硬仗，让全国的医务工作者全力以赴。为他们加油，为他们点赞。 ,无,无,2020-01-31 23:59,微博国际版,1,0,0
Is5zrv0sK,钢铁百灵,2778729820,涓滴之水成海洋， 我在“疫情一线医护•守护者后盾行动”项目捐款成功！您每捐款1元，新浪同时配捐1元！ 携手，凝聚颗颗爱心点燃更多希望。 疫情一线医护•守护者后盾行动 ,无,无,2020-01-31 23:59,微公益,0,0,0
