微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IwlxpF1xA,西部网,1650414555,【世卫总干事：】世界卫生组织总干事谭德塞28日宣布将新冠疫情全球风险级别由此前的“高”上调为“非常高”。（新华社） ,无,无,2020-02-28 23:59,微博 weibo.com,0,0,0
IwlxowIX0,荣戈博报,1248458591,【或说】2月28日，意大利政府考虑只公布新冠重症患者数目，不再公布轻症确诊患者数，以避免让民众过度恐慌。目前意大利确诊病例已超过600个，确诊病例猛增让恐慌蔓延，意政府将其归因于病毒检测过多，正在考虑转变检测方式。 其实更大的恐慌是防疫中的各种传言，而这些传言有可能是凭空臆造的，就因为信息不透明！（荣戈博报）,无,无,2020-02-28 23:59,荣耀Play 让快更快,2,0,6
IwlxnBMd6,天然呆知足常乐008,6310943076,北京市2月26号新增10例确诊新冠病例的活动场所在裕民路甲3号，让人不解的是2月28号距离裕民路甲3号只有500米远的XX小区，出现了西城城管（20人-30人）和德外街道（10人-20人）的联合执法行动，清除小区内违章垃圾、杂物等，清除杂物期间由于和居民起了冲突，居民年纪大概80岁左右，引得小区内的居民纷纷出来围观，围观的居民不少于100人，还有不带口罩的，关键是和执法人员起冲突的老人也没带口罩！！我想问的是：1.小区内的杂物、垃圾等放了已经几年了都没有清除，为什么是在疫情最的关键时刻来清除，难道是为了应对上级的检查吗？2.清除杂物、垃圾的初衷是什么？非要选择这个时候吗？国家要求大家尽量减少外出，你们却选择这个时候到小区找事，引来众多市民围观。3.带来了40人-50人左右在小区里晃来晃去就不怕被传染或传染别人吗？4.小区居民发现清理的杂物有重要的东西，问“执法”负责人时，居然告诉居民自己去垃圾站找，并详细告诉了垃圾站的地址。,无,无,2020-02-28 23:59,iPhone客户端,0,0,0
Iwlxms8oj,绿色青浦,2651262981,【世卫组织：】27日，世界卫生组织总干事谭德塞表示，全球新冠疫情防控正处于决定性时刻，各国都应制定全方位的防控方案。过去两天，中国以外的世界其他地区报告的新增确诊病例数超过了中国的新增确诊病例，。提倡每个国家做好准备，任何国家都不应抱侥幸心理。via,无,无,2020-02-28 23:59,微博 weibo.com,2,0,0
IwlxmpErw,成都商报,1700648435,【世卫组织：将为“非常高”】新华社快讯：世界卫生组织总干事谭德塞28日宣布将新冠疫情全球风险级别由此前的“高”上调为“非常高”。 ,无,无,2020-02-28 23:59,无,26,4,8
IwlxlA4Pd,崇义宣传,6587633798,护航企业复工复产！市公安局16条措施来了     日前，市公安局主动作为，充分发挥职能作用，制定并出台助力企业复工复产十六条措施，积极应对新冠肺炎疫情对社会经济和生产生活带来的影响。     十六条措施从强服务助发展、强防范保平安、强打击筑稳定等方面着手，全力服务保障社会经济平稳健康发展。     新冠肺炎疫情暴发后，全市公安机关积极投身辖区卡口一线，携力打赢疫情防控阻击战。目前我市疫情防控正向积极向好的态势拓展，市公安机关将通过进一步建立健全警企走访联系机制，掌握企业复工复产实际困难，并科学合理部署警力，加强企业周边巡逻防控和治安环境整治。逐一指导企业做好内部安全管理，进一步完善人防、物防、技防措施，防止各类治安安全案（事）件发生，为企业复工复产创造良好的社会治安环境。     针对企业关心的防控物资保障、原材料供应、物流运输等问题，公安机关将全力协助帮忙解决。凡涉企警情，坚决做到优先出警、优先受理、优先查处。对涉企涉疫违法犯罪活动，将加强与市监、林业等部门合作，依法严厉予以打击，切实维护正常市场经济秩序。     同时，最大限度优化办事办证事项、开辟绿色通道、推行“合理延期”“一链式”服务，优先满足复工复产企业及其员工的办事办证需求，为企业复工复产提供良好的政务服务环境。、 、、,无,无,2020-02-28 23:59,三星Galaxy S10+,0,0,0
IwlxkE4N4,环球网,1686546714,【世界卫生组织宣布将】当地时间28日，世卫组织总干事谭德塞在日内瓦宣布，将新冠全球风险级别提高为“非常高”。此前，新冠全球风险级别为“高风险”。谭德塞表示，鉴于目前新冠在全球多个国家蔓延，中国境外已有4351例病例，且有越来越多国家出现疫情，故提高新冠全球风险级别。(央视新闻),无,无,2020-02-28 23:59,微博 weibo.com,4630,225,372
IwlxhFeUy,荆楚网,1895394815,【世卫组织：将】新华社快讯：世界卫生组织总干事谭德塞28日宣布将新冠疫情全球风险级别由此前的“高”上调为“非常高”。 ,无,无,2020-02-28 23:59,微博 weibo.com,11,5,5
Iwlxh9D5z,大YYlJUN,5690685353,抗击。💪 大YYlJUN的微博视频 ,无,无,2020-02-28 23:59,vivo AI智慧拍照X21,4,2,0
Iwlxh9AZi,北京头条,1644948230,【世卫总干事：】世界卫生组织总干事谭德塞28日宣布将新冠疫情全球风险级别由此前的“高”上调为“非常高”。 ,无,无,2020-02-28 23:59,无,21,2,8
IwlxgwsKk,fox_1069,2692523257,说明全球新冠疫情趋于严重  世卫总干事谭德塞宣布将新冠疫情全球风险级别上调为“非常高” ,无,无,2020-02-28 23:59,新浪新闻客户端,0,0,0
IwlxfmGGu,晴天雨水乐悠悠,2109774533,我在看：【联合调查！动画还原武汉新冠感染女子离汉抵京经过】  联合调查！动画还原武汉新冠感染女子离汉抵京经过 ,无,无,2020-02-28 23:59,新浪新闻客户端,0,0,0
IwlxfmSCZ,21世纪经济报道,1651428902,【】世界卫生组织总干事谭德塞28日宣布将新冠疫情全球风险级别由此前的“高”上调为“非常高”。（人民网） ,无,无,2020-02-28 23:59,iPhone客户端,28,18,9
IwlxfmG2q,新京报,1644114654,新华社快讯：世界卫生组织总干事谭德塞28日宣布将新冠疫情全球风险级别由此前的“高”上调为“非常高”。  （新华视点） ,无,无,2020-02-28 23:59,微博 weibo.com,193674,1315,9973
Iwlxf6hHA,明道而已,1808071744,我在这单武汉事件中，日本的处置方案是最正确的，因为他们早已研究到三倍体的概念，他们的医学界早就明白这是什么！他们只要根据我写的方案，再加上他们的研究肯定玩爆这个世界！这个玩意早就过时，无论美国的某些资本集团、德国的权利集团、意大利的流氓政治，谁能玩得了真正的科学、医学、数据？只要日本不要搞新中国，那么这单事就不算个事。,无,无,2020-02-28 23:59,微博 weibo.com,0,0,0
Iwlxd0BuJ,若心以迷霍Z,5866305900, 涓滴之水成海洋，颗颗爱心变希望。我在“守护者后盾行动二期”项目捐款成功！ ,无,无,2020-02-28 23:59,微公益,0,0,0
Iwlxd1W0i,夏如洁,2400891177,【 第83天】一天联系下来，只想夸夸自己，工作责任心真的强。 ,无,无,2020-02-28 23:59,iPhone客户端,0,0,0
IwlxcnJFT,魔画精灵,5975415482,我预料！ 魔画精灵的微博视频 ,无,无,2020-02-28 23:59,微博搜索,0,0,0
IwlxcmwFl,新浪四川,1649469284,世界卫生组织总干事谭德塞28日宣布将新冠疫情全球风险级别由此前的“高”上调为“非常高”。via新华国际 ,无,无,2020-02-28 23:59,无,12,1,3
Iwlxc4UmX,北海新闻网,2798156675, 【北海市人民医院发热门诊2月29日正式搬迁！】北海市人民医院发热门诊搬迁公告各位患者朋友：我院发热门诊自2020年2月29日8时起正式搬迁至医院门诊大楼对面（和平路104号、原海城区教育局院内）。                                                                            北海市人民医院,无,无,2020-02-28 23:59,微博 weibo.com,0,0,0
Iwlxc7eHt,鋆言天下,2197512460,游轮集团在新冠影响下，业务遭受沉重打击。有的游轮公司已经打出减价船票，而且其他“什么都免费”的旗号招揽生意。网图 ,无,无,2020-02-28 23:59,微博 weibo.com,7,2,3
Iwlxbtb2e,大湾区文化,7315177426,【浙大团队首次发现眼泪及结膜分泌物存在新冠病毒】浙江大学医学院附属第一院副院长、眼科学科带头人沈晔教授团队，在《医学病毒学杂志》（Journal of Medical Virology）在线发表了一项研究工作，揭示在研究的新冠患者样本中，存在一名结膜炎患者的眼泪和结膜分泌物样本，在核酸检测中出现病毒阳性结果。沈晔表示，这项研究的现实意义在于提示医务人员在检查可疑病例时，除了佩戴口罩外，还需要佩戴护目镜。该研究为国家新冠病毒防控相关指南和标准的进一步完善提供科学依据。,无,无,2020-02-28 23:59,360安全浏览器,0,0,0
Iwlxbupuy,中国搜索,5044511176,世界卫生组织总干事谭德塞28日宣布将新冠疫情全球风险级别由此前的“高”上调为“非常高”。 (新华视点) ,无,无,2020-02-28 23:59,无,6,0,1
IwlxaCejc,疯癫模式已经开启,6439432888,刚出来那会，跟我爸关于源头的问题争论不休，因为他一开始就说是由于贸易战我们和🇺🇸佬叫板，有损他们号称世界霸主的颜面所以报复我们，我坚决和他辩论，因为我觉得就算🇺🇸再怎么样缺德，也不至于做到这样，现在局势发展成这个样子，我不得不怀疑🇺🇸在这场疫情中扮演的角色,无,无,2020-02-28 23:59,iPhone客户端,0,0,2
IwlxaCdUt,网易财经,1974561081,【多名高官确诊死亡率最高 伊朗疫情为何如此严重？】高病发率与持续增加的官员确诊病例不禁让人担忧：伊朗到底发生了什么?这个多年来一直处在制裁之下的国家，如何扛过新冠疫情?多名高官确诊死亡率最高 伊朗疫情为何如此严重？ ,无,无,2020-02-28 23:59,微博 weibo.com,49,9,9
IwlxaB0rC,滨利投资梁滨,5345573485,世界卫生组织总干事谭德塞28日宣布将新冠疫情全球风险级别由此前的“高”上调为“非常高😏😏😏反应太迟钝了 ,无,无,2020-02-28 23:59,benly123Android,1,0,0
Iwlxa46VZ,文汇报,1914880192,【世卫组织将新冠疫情全球风险级别由“高”上调为“非常高”】世界卫生组织总干事谭德塞28日宣布将新冠疫情全球风险级别由此前的“高”上调为“非常高”。via 新华社 ,无,无,2020-02-28 23:59,iPhone客户端,3,1,3
Iwlx8yThT,第一财经日报,1926909715, 新华社：世界卫生组织总干事谭德塞28日宣布将新冠疫情全球风险级别由此前的“高”上调为“非常高”。 ,无,无,2020-02-28 23:59,iPhone客户端,33,13,11
Iwlx8xNv8,魔鬼之女魚魚,6520829538,本來目的是看溫拿演唱會。卻因為新型心冠延遲了。唯有夜浪雲頂高原俱樂部 马来西亚·马来西亚云顶 ,无,#俱樂部#,2020-02-28 23:59,iPhone客户端,1,0,0
Iwlx7FIEp,夏冰夏冰夏,1285500367,新冠的全球风险级别从高，调到非常高了...我的全球旅行还没开始就夭折在卧室客厅二楼卧室与储藏间。 ,无,无,2020-02-28 23:59,微博 weibo.com,4,0,0
Iwlx7574P,阳江新闻NEWS,2631050210, 【阳江市领导为支持新冠疫情防控工作捐款】众志成城，共克时艰。连日来，市委、市人大常委会、市政府、市政协响应党中央号召，积极组织支持新冠疫情防控工作捐款活动。市委书记、市人大常委会主任、市新冠防控指挥部总指挥焦兰生，市委副书记、市长、市新冠防控指挥部常务副总指挥温湛滨，市政协主席丘志勇等市领导分别参加捐款。,无,无,2020-02-28 23:59,HUAWEI P30,0,0,0
