微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IumYZjZgo,虫子妹妹hhhh,2277390147,可别啊，希望全世界人都健康。 ,无,无,2020-02-15 23:59,iPhone客户端,5,0,0
IumYYs26D,颜控小姐姐gjh,3190487512,我觉得这是一场免疫力大战，等能出门了，我一定好好锻炼身体，增强免疫力，好好吃饭，少吃零食，一周至少跑三天步，每天坚持做瑜伽，少看手机多读书[加油][加油][加油][加油]身体健康，病毒不侵，不给别人找麻烦。 ,无,无,2020-02-15 23:59,小米6 拍人更美,6,0,0
IumYYp8bM,yinyinooo,1727736325,第一反应居然系今年奥运会还能顺利进行吗？我要睇乒乓球，羽毛球，游水，跳水，体操！…… 广州 ,无,#新冠肺炎已开始在日本流行#,2020-02-15 23:59,iPhone客户端,5,0,2
IumYY8XZa,起司甜饼_,5016936394, 以前是人类把动物关在笼子里 现在是动物来惩罚人类了把我们都关在在家里 因果报应 ,无,无,2020-02-15 23:59,超大杯快乐iPhone客户端,3,0,0
IumYXxiq2,超努力的飞行少女,6733088625,我真的太难了...这该死的... ,无,无,2020-02-15 23:59,vivo X23 AI非凡摄影,0,0,0
IumYXxgKL,北海发布,2177412401,【北海2号令！申请复工工业企业要满足“六个必须”】【北海市新型冠状病毒肺炎疫情防控工作 领导小组指挥部令（第 2 号）】    根据《广西壮族自治区新型冠状病毒肺炎疫情防控工作领导小组指挥部令（第 4 号）》的要求，为进一步做好企业新冠肺炎疫情防控工作，切实保障企业员工的身体健康和生命安全，经市新型冠状病毒肺炎疫情防控工作领导小组指挥部决定，现通令如下：    一、申请复工工业企业要满足以下“六个必须”。      (一）必须全面排查返岗员工情况。对于申请返岗人员，一律填报企业人员信息排查表。武汉等 30 个重点疫区的员工，按 14 天隔离管理；30 个重点疫区外的返岗员工，一律严格管理；全体员工佩戴口罩，主动做好防护，废弃口罩统一回收、集中处理；每天两次检测体温；每个宿舍不超过 4 人，工位间隔不低于 1.5 米。    （二）必须实行厂区封闭管理。所有员工集中安排在厂区内食宿，企业在地方政府或园区管委会的指导下，开展网格化管理。减少厂区进出口通道，配备门禁设施和开展体温检测，落实 24 小 时人员值守，对进出人员、车辆严格管理，严禁无关人员进入厂区。所有外来人员必须在门岗登记姓名、电话、近期是否去过湖北省等重点疫区信息，进入工厂前必须接受体温测量，自行佩戴口罩，体温超过 37.3℃禁止进入。对于市外物流方面人员，要安排独立的区域休息和就餐，落实消毒防护等措施。     （三）必须储备足够防护物资。有口罩、消毒液、测温仪等防疫物资的使用计划、供应计划和供应渠道，保障返岗人员疫情封闭管理期间在厂区正常的生产生活需要。     （四）必须落实日常防控措施。企业日常必须对厂房、车间、电梯、设备、食堂、会议室、宿舍等各类场所按规范要求严格做好彻底杀菌消毒，明确责任人并实时做好记录。加强员工防疫培训、宣传。     （五）企业必须落实疫情应急处置措施。设置隔离室（区），做好疫情突发情况应对准备。健全应急预警机制，一旦员工有发烧、咳嗽等症状必须及时报告县区或园区新型冠状病毒肺炎疫情防控指挥部，及时进行隔离并按规定护送至医疗机构发热门诊进行排查诊治。员工确诊为新型冠状病毒肺炎或疑似病例的，企业必须按照有关疫情防控要求处置。    （六）必须落实疫情防控主体责任。企业主要负责人是第一责任人，要健全疫情防控工作体系和制定疫情防控方案并严格执行，按要求要与当地政府、园区管委会签订新冠肺炎疫情防控工作责任书。      二、企业要督促职工参照《不同人群预防新型冠状病毒感染口罩选择与使用技术指引》全程佩戴口罩，做好个人防护。要按标准设置带有明显标识的废弃口罩专用箱，由专人管理并加强消毒。    三、企业要尽量避免举办大中型会议、聚集性活动。如确需召开会议，必须按照疫情防控要求控制参会人数和范围。     四、企业推行分餐单独就餐制，减少人员聚集。     五、企业要做好必要防护用品和消毒用品等物资的配备。开展多种形式的健康教育，组织防控知识培训，增强职工防疫意识。有条件的单位提倡使用专门车辆接送职工上下班。     六、企业必须严格落实疫情报告制度，做到及时、真实、准确，严禁迟报、少报、漏报、瞒报和谎报。     七、企业和企业员工应当服从各级人民政府及相关部门发布的防控疫情的决定、命令，自觉接受疾控机构、医疗机构等部门采取的有关防控措施。每个企业应当有 1 名或 1 名以上疫情防控工作监督员。对隐瞒、谎报病情、旅居史、密切接触人员等信息， 或者违反隔离、治疗等规定，出入公共场所，参与聚集活动，故意传播新冠肺炎病毒，或拒绝接受检疫、强制隔离或治疗，造成病毒传播危险的人员，依法追究刑事责任。    八、所有企业复工前必须到相关主管部门备案审批。按属地管理原则，严格执行“谁验收、谁签字、谁负责”的工作制度， 相关县区、园区和各职能部门对企业防疫工作进行监督检查，确保企业各项防疫措施落实到位。     九、本通令发布后，视疫情和上级有关管控要求可适时调整， 如有调整另行通知。具体防护措施标准可参照自治区疾控中心《新冠肺炎疫情流行期间召开会议防控指南》执行。    疫情防控热线电话：12320。                     北海市新型冠状病毒肺炎疫情防控                                  工作领导小组指挥部                                   2020 年 2 月 14 日,无,无,2020-02-15 23:59,荣耀V30 5G,1,0,0
IumYXxg4f,yyj含羞草,5526483656,【如何正确防护？】陕西安康小伙1月23日从武汉返回老家，1月28日被确诊为新冠患者。小伙的40多位密切接触者包括他的父母，目前都已解除医学观察，均未被感染，他是如何防护的呢？来看他的自拍讲述。新华视点的微博视频 转自人民日报 ,无,无,2020-02-15 23:59,iPhone客户端,0,0,0
IumYXdmg8,一個_医学生,5674568664,“目前日本国内已有多达5个地方出现了与中国无直接关系、且不知感染途径的确诊病例。”那么，目前还没有搞清楚的关于病毒来源的问题，是不是又要重新研究了… ,无,无,2020-02-15 23:59,无,9,0,2
IumYWDTXf,韩小鹿-ColdDew,7300215770,看着治愈人数不断增加真的感谢在一线奋战的医护人员，你们不断的努力救治，让我们看到希望了了，谢谢,无,无,2020-02-15 23:59,无,0,0,0
IumYVqCd7,忆然sunny,2456961533,唉，搞得心里乱糟糟的,无,无,2020-02-15 23:59,华为手机 畅享玩不停,2,0,0
