微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IuYGYqfRc,柴柴柴柴柴_某人,6415961305,"怀念Himatangi Beach,本来我今天应该在上海，后天到北帕，大后天开车去海边逛一逛然后就开学了，因为，全都木得咯，哎～ 老河口市 ",无,无,2020-02-19 23:59,iPhone客户端,1,5,2
IuYGYqdsd,耕夫中医,2195485737,【服药法也很重要】第六版的诊疗方案，变化很大，这是非常好的，说明病情在变，诊断、治疗方案肯定也得跟着变，心脏这样才能跟上、超过病毒的进度。⭐️ 中医部分，变化很大，适应症、处方、具体用药都有不同，但煎服法貌似没有改变。里面涉及的煎服法，基本都是每日一剂，早晚或者早中晚三次，重型的推荐为2-4次。从退烧角度来讲，其实可以略微增加一些。⭐️《伤寒论》第12条桂枝汤后就非常明确了煎服法。简而言之就是，少量频服，不汗再服，汗出辄止。很多临床医生，也包括我，治疗发烧，一般都是2-3小时喝一次，一天可能一副药都没吃完就退烧了，也有可能吃两副、三副。⭐️ 当然，在当前病人如此多的情况下，肯定难以做到这点，也是可以理解，但是如果有可能，有条件，尤其是一些急危重症，如果没有出现过，除了变换药方外，也需要考虑煎服法问题。一点小想法，请各位老师指正。        ,无,无,2020-02-19 23:59,iPhone 8 Plus,31,86,11
IuYGW4VP4,NewMedia联盟,5331165179, 【 只要发现它有效果，就应该可以用它】 钟南山介绍：磷酸氯喹现在不是特效药，但是是一个有效药。你只要发现它有效果的话，就应该可以用它。在面对一个从来没有遇见过的病的时候，我们要做一些实践，摸着石头过河，只要是一种药用了以后没有害处，那就可以尝试。  ,无,无,2020-02-19 23:59,iPhone 11 Pro Max,1,3,0
IuYGW2aez,OH-TA,5784299611,  请关注非危重病人群体                  ,无,无,2020-02-19 23:59,微博国际版,0,1,0
IuYGUy3kd,little呆小婷,1130480024,物种也是要守恒的，现在人类太多了 //分享网易新闻:《新冠、澳洲大火、东非蝗灾、美国流感，屡发地震》 新冠、澳洲大火、东非蝗灾、美国流感，有一个秘密，终于藏不住了！   ,无,无,2020-02-19 23:59,iPhone客户端,0,0,0
IuYGTFI7P,文旅行,6481245129,  2020.0219  新闻联播 ,无,无,2020-02-19 23:59,微博国际版,0,0,0
IuYGT6nUT,阿尔罕布拉宫的狮子,5031040340,刚收到的短信，市防疫指挥部列出非新冠患者医疗救治医院的名单，包括急性心血管、外伤、血液透析、孕产妇和婴幼儿、恶性肿瘤，五官科以及烧伤等六类——整个系统在慢慢恢复，那些熬到现在的病人终于有盼头了,无,无,2020-02-19 23:59,微博 weibo.com,1,7,0
IuYGT5pkc,内蒙古旅游报,6186720616,【 第一件事是与“小汤圆”视频连线】2月19日，浙大一院又一批10名患者出院，其中有4名危重患者和4名重症患者。“小汤圆”的爸妈也在其中，“小汤圆”是浙江省首例孕35周新冠患者产下的宝宝，且核酸检测呈阴性。  新华视点的微博视频 ,无,无,2020-02-19 23:59,iPhone客户端,1,0,0
IuYGSe5Qi,你的37度2,6889299344,那些吃野味的SB们，我真的想CNMLGB，多少无辜的人替你们犯下的罪行，献出生命，气的我手都在抖，真尼玛无语 上海·GARDEN VILLA ,无,#武昌医院院长刘智明感染新冠肺炎去世#,2020-02-19 23:59,iPhone客户端,78,0,0
IuYGRCpPX,石家庄说事儿,5736230891, 【教科书般操作！邯郸确诊少女父母均未被感染！】再有1天，邯郸市首批2名新冠治愈患者就将结束14天的医学观察期。其中17岁的患者小居（化名）在确诊之前，她和家人的一系列做法堪称典范。小居今年17岁，家住邯郸市邯山，正在读高三。1月15日，小居去武汉参加艺考，三天后返回北京。1月20日之后，有关新冠肺炎的消息越来越多，有点担心的小居，便在北京的一家医院进行了检查。小居说，当时做了肺部CT检查，医生还给她查了流感，她确实也没感冒。寒假返回邯郸家中后，小居的母亲身为医护工作者，依旧没有放松警惕。小居被妈妈单独隔离在自己的房间，饭菜都是单独送进去，餐具也是单独使用。虽然小居当时身体没有任何不适，但她依旧每天坚持测量体温，也正因如此，发现体温不正常之后，小居一家人主动来到了医院。1月28日，小居到河北工程大学附属医院就诊，被确诊为新冠状肺炎。1月31日入住邯郸市传染病医院，因为防范意识强，而且入院治疗早，小居的父母均未感染，经过11天的治疗之后小居也痊愈出院。谈到住院这11天的最大感受，这位17岁的小姑娘表示，住院期间医护工作者真的太辛苦了，每天都对她进行了无微不至的照顾，此外就是良药确实苦口，她调皮地说：不想喝中药。小居确诊后，她的父母也进行了隔离，虽然目前小居痊愈了，但还在医学隔离期，一直没见过家人，她说特别想念父母，每天都会和他们打电话。小姑娘还露出了自己可爱的一面，表示自己一定要感谢一下邯山区委区政府的工作人员，因为他们拯救了自己心爱的小狗，让狗狗避免了断水断粮的境地。由于今年就要参加高考了，小居希望自己可以早点回到校园。我们也祝福这个即将参加高考的少女，在考场上也能有防疫时这样良好的心理状态和表现。,无,无,2020-02-19 23:59,OnePlus 7 Pro,3,0,1
