微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Iuwpu9OJy,用户6149313431,6149313431,        真的要这么明显吗？家有大官就是好啊！ ,无,无,2020-02-16 23:59,HUAWEI Mate 20 Pro,8,0,1
IuwptfKtw,浅浅窦,3085512943,截至2月15日24时新型冠状病毒疫情最新情况 截至2月15日24时新型冠状病毒疫情最新情况 ,无,无,2020-02-16 23:59,学习强国客户端,0,0,0
IuwpsE3lW,用户7321920523,7321920523,我就纳闷了，到处跑就为了一个返工证明通行证，这种到处跑不就接触更多了吗，基层都不敢给返工人员开证明，一个推一个，有意思吗，本来没都要被气出来了 ,无,无,2020-02-16 23:59,realme X2Pro超能武士,0,0,0
IuwpsE3Qp,子方198811,3191373277, 方方老师说得很好，时代的一粒尘埃，落到一个人头上，就是一座山。国难当头，整个民族都撑住了天塌地陷，这个时候，无论是一粒沙，还是一粒尘埃，还是一座山，无论是谁，我们都得一块儿撑着，这是为人的勇气，更是为人的尊严。我们把最硬的龙鳞都给了武汉，盘古和我们都撑着那五色神石的女娲之天。此刻，不要再消沉愤怒了，不要再彼此耗散能量了，等艰难的时候过去了，我们再清算，现在，我们撑住。中国，我爱你。,无,无,2020-02-16 23:59,iPhone客户端,4,1,0
Iuwps6p1b,海南事儿,3891527031, 【感动！海口一名出院患者主动要求捐献血浆】2月16日下午，海南省人民医院12例新型冠状病毒感染的确诊患者经过综合诊治，痊愈出院。在接受记者采访时，一名患者表示，希望有机会用自己的血浆来“回报”海南，他在还没出院的时候就已经咨询了医生，有机会要来献血浆。 ,无,无,2020-02-16 23:59,Android,0,1,1
Iuwps4K0O,生态中国网,6012681959,吸入新冠患者的二手烟，会被病毒感染吗？中国疾病预防控制中心研究员张流波表示，根据目前的认知，病毒主要的传播方式还是呼吸道飞沫传播和接触传播，它是个呼吸道传染病，单纯二手烟不是我们所说的飞沫传播的方式。如果吸了别人的二手烟，说明隔的很近，所以这种风险是需要我们避免的。在吸烟时，还是要保持一定的距离。,无,无,2020-02-16 23:59,微博 weibo.com,0,0,0
Iuwps5p67,凯瑶09210327,5600279206,我刚刚关注了患者求助超话，抗击疫情，我们在一起，共同关注→患者求助 ,无,无,2020-02-16 23:59,超话,0,0,0
IuwpruHUK,张起灵的头号迷妹,6422472805,致敬🙏 ,无,无,2020-02-16 23:59,张起灵的Android,1,0,0
Iuwprc3Ej,肆无忌惮200707,6278245895,2020年这是怎么了，奥洲有大火，西班牙有暴雪，美国有流感，东非有蝗灾，肯尼亚有沙拉热，叙利亚向土耳其宣战，大陆宣布对台湾武统，美国起诉华为，中国爆发，这一件又一件，都是巧合吗？希望2020能挺过去，原本是实现小康目标的年，流浪地球种说过，那只是一场火灾，一场瘟疫，一场物种灭绝，直到跟人类息息相关，人们才反应过来，这个时候一切都晚了,无,无,2020-02-16 23:59,荣耀V9 play 颜值之选,13,0,10
IuwpqjEMu,用户6113333941,6113333941,《甘草酸方案或可成为新冠治疗希望？获批进入临床试验》有事搜一搜，没事看一看 ,无,无,2020-02-16 23:59,百度App,0,0,0
Iuwpqi070,YY直播,2119108163,2月16日，雪后初晴。在武汉志愿者车队的协助下，欢聚集团购买的防护帽及隔离服送抵汉川两家定点医院，同心合力、抗击疫情,无,无,2020-02-16 23:59,YY直播超话,10,0,0
Iuwpq0mrz,我有一瓶大吉岭茶,3284556225,所以轻症新冠症状是什么，咳嗽？感冒？发热？这种症状也太普遍了，就算没有与确诊或疑似病人接触过，但是只要出过门就可能接触无症状感染者。我现在咳一下都慌死了，真的被这个病毒折磨疯了,无,无,2020-02-16 23:59,无,4,0,3
Iuwpp9Wqi,阁阁不入,5601082035,感谢🙏 向捐献遗体的患者,无,无,2020-02-16 23:59,iPhone 7,0,0,0
Iuwpp9KpX,酒饮真经,3049316147,【封面新闻】常凯生前照片。封面新闻记 者田雪皎梁波谢凯发自湖北武汉2月16日，一则网贴称，湖北电影制片厂 湖北电影制片厂员工常凯及三至亲去世 曾留泪目遗书   ,无,无,2020-02-16 23:59,UC浏览器Android,1,0,0
Iuwpp7H3S,陈--倩,2401889825,截至2月15日24时新型冠状病毒疫情最新情况 截至2月15日24时新型冠状病毒疫情最新情况 ,无,无,2020-02-16 23:59,iPhone客户端,0,0,0
Iuwpp6Yjz,华龙网,1668926483,  【抗疫随队Vlog⑪|走进方舱医院 患者贴心愿便利贴感谢“重庆超哥”】在这次新冠疫情中，不少人都听说了方舱医院。疫情防控期间，建设方舱医院可以有效缓解武汉医疗资源紧张，解决轻症患者的收治难题。客厅方舱医院是目前武汉使用的最大的方舱医院中，分ABC三个区域，有2000余个床位。重庆第四批支援湖北医疗队驰援武汉，就是进驻在武汉的客厅方舱医院。医疗队队员们已经在舱内工作12天了，他们的工作内容有哪些？舱内患者的情况又怎样呢？一起来看看记者的Vlog>>>  ,无,无,2020-02-16 23:59,微博视频,14,5,1
IuwpogqQv,IronPaladin_澄子,5234218515,拜托了,无,无,2020-02-16 23:59,OPPO K5,1,0,0
IuwpohETK,酸菜六分仪,6708448162,讲道理 心态很崩 就很烦很烦 我明明很好的一个寒假全毁了 每天过着三点一线的生活 挺没劲的真的 上次看见憨憨是34天前 我觉得异地恋都没有这么玩的 开学三月估计也是开不了了 求求这个赶紧治好叭 真的 我好想恢复正常生活 ,无,无,2020-02-16 23:59,iPhone客户端,0,0,1
IuwpnEGX0,Blackcatly,3168841020,陪我度过了一整个假期的想见你 今天就要完美的画上句号啦 看完一部能打动自己好剧的之后的感想就是 迄今为止 真的是非常感谢啊 谢谢剧组让我们在这段特殊时期收获爱与陪伴 期待大家能在未来带给我们更好的作品呀❤️ ,无,无,2020-02-16 23:59,iPhone客户端,4,0,0
Iuwpn6DEF,hyxiaoxiong1028,3121654893,各县（市、区）、市直“三区”新冠防控指挥部，市新冠防控指挥部各成员单位：为坚决阻断人员流动，遏制疫情扩散蔓延，根据《中华人民共和国传染病防治法》《中华人民共和国突发事件应对法》《中华人民共和国治安管理处罚法》《中华人民共和国道路交通安全法》《突发公共卫生事件应急条例》等相关法律法规，市新型冠状病毒防控指挥部决定：一、所有城镇居民，必须足不出户，严禁外出；农村村民，严禁在村湾内闲逛、串门... ,无,无,2020-02-16 23:59,小米MIX2S 全面屏,0,0,0
