微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
It9z15QW9,一坨猫猫酱,3320450631,我刚刚关注了患者求助超话，抗击疫情，我们在一起，共同关注→患者求助 ,无,无,2020-02-07 23:59,超话,0,0,0
It9z0u9Kc,青白江区大同街道,2482740303,【雷佳、王俊凯来了！将来想起这个春天，可能就会想起这段旋律】近日，新华社推出原创公益歌曲《武汉不孤单》，雷佳、王俊凯联袂献唱全新演绎为武汉送去祝福，为抗疫凝聚力量。我们想对武汉说：挺住武汉，你不孤单！加油武汉，我们携手天地间！新华视点的秒拍视频 ,无,无,2020-02-07 23:59,OPPO Reno3 Pro 5G,1,0,0
It9z0tVeo,为何要结婚呢,6997651999, 没什么想说的，三张图足以表达。离国家制定的上班日还只有一周，汉川能回来吗？   ,无,无,2020-02-07 23:59,HUAWEI nova 3e,0,0,0
It9z0ceiV,Hejin_DoReiMi,2126185601,《拎出来强调！从CT结果就能完成病情初筛 这个病的大众诊断，首先，病人是发烧来的，医生就会拍CT。平时一般的病变都是单肺的改变，双肺的改变很少。我们临床医生有经验的，发烧病人一看这个双肺的改变，就是病毒性。在这个疫情爆发的时候，就可以诊断，八九不离十，不是百分之百，不见得要等待核酸的检测。这对我们下面的医生，市县的、地区的医生，我们临床诊断是很准的，可以做一个初筛。》此视频已有21万人围观，快来加入！,无,无,2020-02-07 23:59,iPhone客户端,0,0,0
It9z0fJav,这不符合我的风格ii,3281855374,今天头挺不住了，东哥也看不下去了，洗了，顺便撸了个妆，趁机自拍了一通，虚荣。现在要睡了，一想到要卸妆就恨自己闲的，本来不用洗脸的呀。今天烙饼了，第一次做，嘻嘻，很好恰，继续努力。希望早日结束，国泰民安！ ,无,无,2020-02-07 23:59,HUAWEI nova 3,0,0,0
It9z0ce85,肇东发布,6575284792,  防疫小贴士--鉴别篇【肇东丨防疫小贴士】鉴别篇 ,无,无,2020-02-07 23:59,微博 weibo.com,0,3,0
It9yZkV3M,好人夸我长得帅,1576095923,腿瘸仨月不能出门，偶尔周末出去吃饭还给是无障碍那种饭店。现在不用拄拐也能走路了，来了。我想出去玩啊。你们是憋了半个月，我是憋了三个半月啦,无,无,2020-02-07 23:59,iPhone客户端,1,0,3
It9yZ2B5R,大道如水,1426697365,一天又过去了，未来两天本来是周末，现在当然无休。到昨日止，浙江省报告新型冠状病毒感染的确诊病例超过１千了。 ,无,无,2020-02-07 23:59,微博 weibo.com,3,0,0
It9yYpwwS,彭阳县孟塬乡政务,6029475252,新型冠状病毒感染疫情防控法律知识问答  ,无,无,2020-02-07 23:59,iPhone客户端,0,0,0
It9yYt05U,洪万汉Hongwh,1270339651,今天是2020年2月7日，庚子年农历正月十四，是奶奶离开的第四年忌日。2016年2月21日凌晨，丙申年农历正月十四，奶奶因为意外不幸去世，到今天已经4年了，4年里我们一直想念您，我们永远怀念您。今年的今天因为新型冠状肺炎的影响不能到坟前，等疫情结束之后再到坟前看望。奶奶👵我们永远怀念您。,无,无,2020-02-07 23:59,荣耀V20 4800万3D相机,2,0,0
It9yWmubL,新丐帮网官微,5675796718,【黑龙江】黑龙江省应对新型冠状病毒感染疫情指挥部第8号公告：为保障医护人员的生命安全，保证医疗“火线”和“一线”防护用品需求，缓解全省医用防护口罩库存紧张局面，倡议全省群众用医用防护口罩（或符合N95/KN95及以上标准颗粒物防护口罩，下同）置换一次性使用医用口罩。口罩置换活动率先在中省直各单位开展，根据个人意愿，按照1：5比例进行口罩置换（1只医用防护口罩置换5只一次性使用医用口罩），并由各单位统一登记回收后交省应对新型冠状病毒感染疫情指挥部物资保障组置换。置换活动要严格按照标准把好质量关，确保置换口罩全新未使用。各市地根据实际情况制定具体置换办法，置换回收的医用防护口罩由各市地自行管理用于医用。,无,无,2020-02-07 23:59,无,0,0,0
It9yW5v79,我的ID是雨不停,6226719854,已经让我不敢离开房间了，感到压抑的时候，我的万能公式是：深吸长吐一口气，大声哈  哈   哈笑三声，看看窗外最远处，安静的听音乐然后吃东西，亲测有效且屡试不爽。。。 ,无,无,2020-02-07 23:59,iPhone客户端,0,0,0
It9yW3sOZ,Zyh虹虹虹,3195623233,湖北首批新型冠状病毒感染的儿童患者出院  ,无,无,2020-02-07 23:59,学习强国客户端,0,0,0
It9yUBUxK,黑龙江-平安黑龙江,6259484379,【】7日，成都市新型冠状病毒感染的疫情防控指挥部发布通告，称全市城镇居住小区（院落）、农民集中居住区、农村散居院落实行限制外来人员进入的封闭式管理。（成都发布）成都市新型冠状病毒感染的疫情防控指挥部通告 ,无,无,2020-02-07 23:59,iPhone客户端,1,2,1
