微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IoAJQehiQ,和小熊私奔,3793015631,能治愈就太好了。🙏希望大家都平平安安健健康康顺顺利利的过年。 ,无,无,2020-01-08 23:59,BiiiiiPhone客户端,0,0,0
IoAJErEis,欧洲的阿尔卑斯不是糖,6241851602,2019已经过去，希望2020对我们都好🙏 ,无,无,2020-01-08 23:58,无,0,0,0
IoAJ5y79p,遵义新鲜事,5044169579,科普一下：的症状及发病原因是什么，下面是大多数常见的发病机制，转发一起通过视频让更多人了解下！医视频的微博视频 ,无,无,2020-01-08 23:57,无,4,2,1
IoAIZl9BF,深山劲松199,1172045067,"武汉8名不明原因的病毒性患者出院分享自新华社客户端,更多内容请下载d.zhongguowangshi.com ",无,无,2020-01-08 23:57,新华社,0,0,0
IoAIQbBXw,华阴检察,5345420764,【】据武汉市卫生健康委：1月8日，武汉市8名不明原因的病毒性患者治愈出院。8名患者之前在武汉相关医院诊治，后均集中收治在武汉市金银潭医院。经医疗机构诊疗救治，已连续多日无发热、等临床表现。临床专家诊断后，认为符合出院标准，可以出院。（央视） ,无,无,2020-01-08 23:56,荣耀V9 我想要的快,0,0,0
IoAIQaOH3,用户6932300231,6932300231, ,无,无,2020-01-08 23:56,华为手机 畅享玩不停,0,0,0
IoAIPzW9q,从宇宙黑洞飞出火凤凰,5586933121,【 尚有51人在治疗】1月8日，湖北武汉，据央视新闻消息，武汉市8名不明原因的病毒性患者治愈出院。8名患者被医院收治后，经治疗，已连续多日无发热、等临床表现。1月5日，武汉市卫健委通报称，共发现不明原因病毒性59例，已排除SARS等病原。 ,无,无,2020-01-08 23:56,Android客户端,0,0,0
IoAINvBKF,CHEN小黑_,1608738595,所以还是不要吓唬自己了,无,无,2020-01-08 23:56,小黑是邓伦的灯芯,3,1,1
IoAILaI0t,共青团广安市委,2703419987,【】据武汉市卫生健康委：1月8日，武汉市8名不明原因的病毒性患者治愈出院。8名患者之前在武汉相关医院诊治，后均集中收治在武汉市金银潭医院。经医疗机构诊疗救治，已连续多日无发热、等临床表现。临床专家诊断后，认为符合出院标准，可以出院。 ,无,无,2020-01-08 23:56,团团的华为Android,6,0,0
IoAIkzodu,记者观察杂志社朔州,7368536917,出院了,无,无,2020-01-08 23:55,小米9 Pro 5G,1,0,0
IoAfrhvhp,乐山青年,2605133245,【快讯！】据武汉市卫生健康委：1月8日，武汉市8名不明原因的病毒性患者治愈出院。8名患者之前在武汉相关医院诊治，后均集中收治在武汉市金银潭医院。经医疗机构诊疗救治，已连续多日无发热、等临床表现。临床专家诊断后，认为符合出院标准，可以出院。（央视）,无,无,2020-01-08 22:44,Android,0,0,0
