微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Iv87s49Eb,赢盈昱恬,3302457741,看了武昌医院院长新去世，妻子痛哭，太难受了。 那么多人失去了生命 ，尼玛的可防可控,无,无,2020-02-20 23:59,HUAWEI P10,0,0,0
Iv87rckjn,小臭臭球PuffSun,1826515817,痊愈后对健康有影响吗，9岁得过，开始是感冒发烧反复不愈，后面精神萎靡去了医院检查，心肌酶谱三项高，心率120不降。虽然输液两周好了，心率却时常100+，之前身体很棒，跑步常常第一名，后面根本跑不动了，时常胸闷气短，心率加快，长大以后只能做做无氧运动…健康人不假，但是本可以更健康的,无,无,2020-02-20 23:59,无,0,0,0
Iv87rchH1,相顾无相识_,5404608150,骂救我们命的院士的全是一群孤儿你🐎死了愿早日战胜你,无,无,2020-02-20 23:59,iPhone 11,4,0,1
Iv87ppuKS,紫色的蔫茄子,2245334705, 胡亮医生参与本期活动，名额有限，先到先得，快来向Ta咨询吧~胡亮 - 小儿内科 - 主治医师 ,无,无,2020-02-20 23:59,爱问医生移动版,0,0,0
Iv87ogzRx,高台检察,5645914761,【韩国现超级传播事件 一个大妈团灭一个教会组织 上千名教徒被隔离】日前，韩国大邱发生新冠超级传播事件。一名61岁的韩国籍女性为该国第31例确诊病患，她曾于9日和16日先后两次前往“新天地”大邱教会做礼拜。截止20日，韩国新增的31例确证病患中有23人与该教会有关。韩国中央防疫对策本部20日表示，已获取了与第31例患者一起进行礼拜的1001名教徒的名单，正在对这些人员采取居家隔离措施。 via,无,无,2020-02-20 23:59,HUAWEI P30 Pro,0,0,0
Iv87nn9HB,Inke343003611974,5790327719,院士，教授。这些哪个不想保住。世事难料。尽力而为就行了！！！ 重庆 ,无,#浙江首个新冠肺炎死亡病例#,2020-02-20 23:59,荣耀V9 我想要的快,0,0,0
Iv87n4Bza,广州交通电台,1750987934, 【广州学生分三批开学 最早高三最迟幼儿园】 开学时间备受各方关注， 表示：2月底前不会开学，一旦开学，会分批、分期开学。目前不少学校正抓紧为开学做 防控工作。广州电视记者谭盛婷报道。  广州交通电台的微博视频 ,无,无,2020-02-20 23:59,微博视频,170,14,24
Iv87lhRS2,__TheVampire__,3314136651,可能是我第一次正经写微博今天是因为肺炎疫情在老家呆的第28天但也是考研成绩出来的一天5点可以查。我拖到了5点半（故意不带手机）但一直查到8点半也没差出来  索性放弃了9点半再查。看见了自己的成绩除了水平测试其它其实还不错，只是够不上国家线从5点半到9点半，激动早就磨光了剩下的只有无奈其实考完试就明白自己肯定考不上但还是心存希望，看到后还是有点难过我不知道该怎么跟父母说二战而恰恰因为他们一定会理解我我才更不知如何开口好在我也有心安的地方我知道你会陪着我 不管在哪里 不管结果如何 ,无,http://t.cn/Rp7rGhw,2020-02-20 23:59,小米8青春版 潮流旗舰,1,0,0
Iv87l0amn,用户3838823057,7053524579,逐步恢复堂食，广东发布餐饮服务业，新冠防控工作指引】(分享自) 逐步恢复堂食，广东发布餐饮服务业新冠防控工作指引 ,无,无,2020-02-20 23:59,澎湃新闻,0,0,0
Iv87kEHNC,林星河啊,1963743795,赠人玫瑰，手有余香。我在“抗击“新冠”天使加油站计划”项目捐款成功！愿我和 让爱心传递。 抗击“新冠”天使加油站计划 ,无,无,2020-02-20 23:59,微公益,0,0,0
