微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Iu47Zk39l,快乐生活2016,2801981010,【中国生物：康复者特异血浆治疗11人 倡议康复者献血】据新京报，中国生物13日晚间表示，本次新冠康复者血浆中已检测出高效价病毒中和抗体，实验证明，能够有效杀死新冠病毒，我们用康复者特异血浆临床治疗11例危重病人，治疗效果显著。中国生物倡议新冠康复者捐献血浆，捐献条件包括“新冠康复者年龄在18-60周岁，确诊感染过新型冠状病毒，出院后目前身体状况较好，没有其他不适，并愿意捐献出自己的血浆帮助他人”等内容。,无,无,2020-02-13 23:59,360安全浏览器,0,0,0
Iu47Zk38C,金杉圭司,2211096821,日本再确诊1例新冠病例 总确诊数已达251例  ,无,无,2020-02-13 23:59,iPhone客户端,0,0,0
Iu47Yrrv1,求是观察,1457878415,中央应对新冠疫情工作领导小组会议要求：强化中西医结合，促进中医药深度介入诊疗全过程，及时推广有效方药和中成药。加快药物临床试验，有效的要抓紧向救治一线投放，提高治愈率、降低病亡率。,无,无,2020-02-13 23:59,HUAWEI Mate 10,1,0,4
Iu47Y9PNQ,24格与25帧,2740663793,钟南山：新型冠状病毒可能在更早的时候就存在了  ,无,无,2020-02-13 23:59,分享按钮,0,0,0
Iu47XfzYR,Yang大敏子,7335843313,截至2月12日24时新型冠状病毒疫情最新情况 截至2月12日24时新型冠状病毒疫情最新情况 ,无,无,2020-02-13 23:59,iPhone客户端,0,0,0
Iu47WDT1B,价值投资日志,5645756008,老大妈就是不戴口罩，还会装疯卖傻，倒地。看到这种情况，我觉得工作人员挺两难的。其他年轻的，甭管男的女的，该报警报警，该拘留拘留。可对这样的老人，换谁也不敢，万一有个三长两短，谁负责。当然这大妈也是抓住了这一点。还是送这大妈回家，一路跟她好声解释不戴口罩的风险。,无,无,2020-02-13 23:59,iPhone X,186,24,51
Iu47WkbCl,连云港法院,3746916281,专家：和非典相比，新冠患者呼吸衰竭病情进展更快！2月13日，湖北省新型冠状病毒肺炎疫情防控工作指挥部召开第23场新闻发布会，介绍武汉市重症救治进展情况。为何增加“临床诊断”？中央指导组医疗救治组专家、北京朝阳医院副院长童朝晖：新版诊疗方案中增加临床病例诊断，是符合临床医生常规和诊疗思路的。根据肺炎患者的病史、症状、体征、CT、实验室检查等，临床医生就可以做出肺炎的临床诊断。加入临床诊断标准后，过去认为是疑似病例的，只要符合临床标准，无论轻症重症，都可以进行更好的收治和管理。疑似患者中肯定存在重症患者，把过去认为是疑似患者的重症患者收治，比放在疑似病例中好。和非典相比，新冠肺炎患者呼吸衰竭病情进展更快中央指导组医疗救治组专家、北京朝阳医院副院长童朝晖：国家专家组通过前期工作与实际一线救治经历发现，新冠肺炎患者出现的是一种严重ARDS，就是严重呼吸衰竭，同2003年非典相比，这次呼吸衰竭进展得更快，缺氧有时候发展得很明显，患者心脏受到的攻击也非常厉害，从前期指标分析发现，这类患者心脏的肌钙蛋白增高比例非常高，所以我们觉得这类病人救治难度比以前要大，也比平时救治ARDS难度要大。康复患者体内有大量综合抗体，恳请捐献血浆！武汉金银潭医院院长张定宇：医院正在开展康复病人恢复期血浆的输入，目前已显示出初步效果。康复患者体内有大量的综合抗体对抗病毒， 在此恳请康复后的患者积极来到医院，伸出胳膊，捐献血浆，共同拯救还在与病魔作斗争的病人。理论上重症患者传染性高于轻症广州支援武汉协和医院医疗队队长、广州医科大学附属第一医院副院长张挪富：传染性的大小，与上呼吸道病毒的载量或者说数量有关系。广州医科大学附属第一医院前一段数据显示，ICU里面大概有60%以上的病人，上下呼吸道都能够检出病毒，而且病毒载量非常高，有的超过10的6次方以上。同时我们在血液里以及粪便里也找到了病毒，说明重症病人的病毒载量高。而在轻症病人里面，上呼吸道病毒载量偏低，但这也不是绝对的，有些轻症病人因为本身老年人免疫力低下，可以作为病毒培养基，所以在早期，老年人会不会上呼吸道病毒载量一定高于轻症，现在没有这个数据。理论上讲重症的传染性高于轻症，尤其是后期，作为病毒培养基可能病毒量更大。但轻症病人同样也具有传染性。60岁以上有重度肺炎男性感染者死亡率高？广州支援武汉协和医院医疗队队长、广州医科大学附属第一医院副院长张挪富：病人发病时间、就诊时间、治疗场所、医务团队技术力量等多方面因素都有影响。60岁以上、有重度肺炎、又是高危人群里，在这个人群里有百分之九点多的死亡率是不奇怪的。钟院士团队有一篇文章是对一千多例（病例）的总结，符合这三种条件有30多人，这些人的病死率可能更高。一篇文章得出一个数据，对整体病死率没指导或者参考意义。（来源于中国新闻网）,无,无,2020-02-13 23:59,华为手机 畅享玩不停,2,0,0
Iu47UyXX5,cds720121,5830847911,硫酸羟氯喹能治疗 新冠状吗？ 北京 ,无,无,2020-02-13 23:59,vivo AI智慧拍照X21,1,0,1
Iu47U204Y,Chan在这里,1805227587,谁能想到一套睡衣过完了2019年的冬天；平日里最普通的出街自由成为2个多月里最高阶的需求；奶茶火锅是深夜里的回忆；口罩在地球上断货；复仇者联盟没有出现，医生才是英雄；全民SOHO上班、SOHO上学；一个勤奋的国家突然变了样。阿，特别体会到了: 平日里，最普通，最珍贵。 ,无,无,2020-02-13 23:59,HUAWEI P30 Pro,0,0,0
Iu47TnWMN,你是親愛的神,5589558363,“我每年都会去藏地，人生总有些过不去的坎，就来这里释放情绪，调节状态，慢慢地就爱上这里的淳朴” 画远山即是画生命 悼🙏 拉萨 ,无,#水彩画家刘寿祥因新冠肺炎去世#,2020-02-13 23:59,iPhone客户端,3,0,0
