微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
ItiZvmD3I,Daytun,5022114920,我是第23538位申请创建“【超话】非患者求助”→ 非患者求助 的粉丝，助力创建人数越多，开通几率越大！大家快来戳这里→  帮我加快创建速度吧~ ,无,无,2020-02-08 23:59,超话,0,0,0
ItiZvlgcR,三峡日报,2129452154,【一图读懂】气溶胶传，如何传播？如何形成？如何防护？一图读懂。 ,无,无,2020-02-08 23:59,iPhone客户端,0,1,0
ItiZv6Elu,Desirerate,5792355857,可能玩瘟疫公司的人攒够气溶胶传播的DNA了，，，,无,无,2020-02-08 23:59,HUAWEI P20,0,0,0
ItiZv3rtj,逗比与小葩,1752586567,十多天没出门，前天晚上大半夜自己喝了点酒，昨天开始头疼，晚上畏寒的厉害，今天吃的药，阿莫西林和安乃近片，刚刚好37度 嗓子很干感觉有痰不咳嗽，现在退烧了但还是头疼……好怕呀，明天还不行就去医院了,无,无,2020-02-08 23:59,iPhone客户端,0,0,1
ItiZv6BA5,芜湖检察,3818846748,"【突查记：最高检领导元宵节""堵门式""防疫检查，很严格，很暖心哎！】2月8日，最高检党组书记、检察长、应对疫情工作领导小组组长张军一人来到最高检香山办公区和国家检察官学院香山校区，对防控新冠特别是集中隔离工作进行""堵门式""检查。没人陪同的张军检查第一站时就被安保人员堵了""门""，究竟是怎么回事→  ",无,无,2020-02-08 23:59,HUAWEI Mate 10,1,2,0
ItiZv3q29,呦呦鹿鸣amor,2455874192,有位方舱隔离的朋友对闺蜜说：姑娘们等疫情结束，自己选个支援城市，该报恩报恩吧。姑娘们说：我们倒是想嫁，也不知道他们看到武汉户口敢不敢娶😂,无,无,2020-02-08 23:59,小米8青春版 潮流旗舰,21,3,3
ItiZuuXhI,吴牙烧X,2474559627,我是第23536位申请创建“【超话】非患者求助”→ 非患者求助 的粉丝，助力创建人数越多，开通几率越大！大家快来戳这里→  帮我加快创建速度吧~ ,无,无,2020-02-08 23:59,超话,0,0,0
ItiZurIh8,小名方世玉,6804840476,这算得上是2020年以来为数不多的好消息吧，中国女篮以2分的优势险胜西班牙女篮，其实最后几秒真是替她们捏了一把汗，最终还是拿到东京奥运会的入场券，也让更多人认识中国女篮，姚主席露出了久违的笑容。希望从明天起能够听到更多的好消息，而且还是关于新型防护治疗的。 小名方世玉的微博视频 ,无,无,2020-02-08 23:59,小米5X 拍人更美,17,1,0
ItiZudhpA,黄河流域新闻速递,6605419158,透解祛瘟颗粒获批临床使用了，其曾用名为“1号方”，用于治疗轻症确诊病人和疑似病例。黄河流域新闻速递的微博视频 ,无,无,2020-02-08 23:59,iPhone 8,0,1,1
ItiZubBxP,快乐大冰奶,3580371444,我是第23534位申请创建“【超话】非患者求助”→ 非患者求助 的粉丝，助力创建人数越多，开通几率越大！大家快来戳这里→  帮我加快创建速度吧~ ,无,无,2020-02-08 23:59,超话,0,0,0
ItiZtzV11,简男子,3980350172,我是第23532位申请创建“【超话】非患者求助”→ 非患者求助 的粉丝，助力创建人数越多，开通几率越大！大家快来戳这里→  帮我加快创建速度吧~ ,无,无,2020-02-08 23:59,超话,1,0,0
ItiZtihrK,这里有个沙雕,2926149637,我是第23531位申请创建“【超话】非患者求助”→ 非患者求助 的粉丝，助力创建人数越多，开通几率越大！大家快来戳这里→  帮我加快创建速度吧~ ,无,无,2020-02-08 23:59,超话,0,0,0
ItiZtify1,__阿婷宝贝啊,3026205681,我老是揉眼睛,无,#新冠肺炎人人易感#,2020-02-08 23:59,iPhone XS(银色),1,0,0
ItiZs5HUw,Luimingsam,1770843264,现在疫情严峻，广东是除了湖北之外，确诊人数第二多的省了，深圳又是外来人口很多的城市，大家都心慌慌，之前口罩、消毒水都买不到。在这样的情况下，霖哥专门大晚上回单位找口罩，给我家拿了很多n95，其实他拿的口罩自己和同事有点不够分了，也坚持着要给我和我家留一份；同事有价格合理的酒精的货源，他立马下单帮我家买了三只。。。。。。世间艰苦，但是遇上心里惦记着你的人，这份心意真的很珍贵♥我看到身边有些朋友发朋友圈抱怨，因为没口罩，门都不敢出，戴个口罩出门找药店买口罩，走好多间都没货，最后还白白损失了一个家里所剩无几的口罩。在防护物质这么紧缺的情况下，霖哥总是心里惦记着我，给我家也留一份。我知道，其实他本可以不那样做，但他没有。谢谢，我善良又温暖的小太阳🌞,无,无,2020-02-08 23:59,HUAWEI Mate 30 5G,5,1,4
