微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IpXAyFM2a,放羊的小欣欣-,1374710322,上学怕甲流，放假怕。我太难啦……,无,无,2020-01-17 23:59,iPhone客户端,0,0,0
IpXzXb8RK,beilam,2212429500,1 月 17 日，泰国公共卫生部在其官网公布，已发现第二例 2019-nCoV 确诊病例，患者是一名 74 岁中国籍女子。这也是在中国境外发现的第三例新型冠状病毒确诊病例。目前，两名确诊患者在负气压隔离病房中接受治疗，两人之间发病并无相关性。 ,无,无,2020-01-17 23:58,微博 weibo.com,0,0,0
IpXzghylN,ilovepippoV,1750839254,港真，在這個感冒和高發季節，今天我去醫院看病，都只見到極少人戴口罩的,无,无,2020-01-17 23:56,iPhone客户端,0,0,0
IpXyL0noW,桃桃星冰乐呀,5944297668,第三针疫苗 不要发烧 ,无,无,2020-01-17 23:55,iPhone 11 Pro Max,0,0,0
IpXyA4GCV,遨游宇宙David,5136521025,我在看：【泰国发现第二例新型冠状病毒患者，系74岁中国籍女子】  泰国发现第二例新型冠状病毒患者，系74岁中国籍女子 ,无,无,2020-01-17 23:55,新浪新闻客户端,0,0,0
IpXyf5HC2,Donovannnn,3007447020,我要被笑的不行，我是武汉人，学了法律但很少用，我不想对新评价什么了，但是今天我看到一个新闻，以及本能想到一些反正不是什么很好的历史事件，也就算了吧.      但是为什么搜索“一个人开着车，进故宫”居然显示根据当地什么法规和政策不予显示.,无,无,2020-01-17 23:54,iPhone客户端,1,0,0
IpXy5yEYZ,玉米不想咸鱼,2158050664,我爸住院了，半夜了我妈在床上偷偷哭担心我爸嘴笨又不知道说什么，我妈自己身体本来就不太好这几天因为我爸反复发烧都没睡好，现在又自责是因为自己的原因没有带我爸早点去医院又难过不知道我爸过年的时候能不能出院我不知道应该说什么也不知道做什么感觉自己好垃圾 ,无,无,2020-01-17 23:53,iPhone客户端,0,0,0
IpXy5BNns,一只企鹅呀_ChEEeer,1789553624,寒风呼呼的小年夜倒腾了下指甲 吃了个饭 被吓得瑟瑟发抖 并掏出来一个口罩😷 武汉 ,无,无,2020-01-17 23:53,iPhone 11,0,0,0
IpXxNAE2w,遨游宇宙David,5136521025,『泰国发现第二例武汉新型冠状病毒患者』泰国发现第二例武汉新型冠状病毒患者 ,无,无,2020-01-17 23:53,小米MIX 2 全面屏手机,0,0,0
IpXwDsMxw,圆圆胖胖的哥斯拉er,3053238617,口罩都涨价了,无,无,2020-01-17 23:50,iPhone 8,0,0,0
IpXwqrfMr,衔得锦标第一归,2106294700,武汉新型冠状病毒感染新增死亡病例1例  ,无,无,2020-01-17 23:49,分享按钮,0,0,0
IpXwboAZU,一位透明粉丝,3508552112,我今天忙的屁滚尿流我虽然知道我今天穿的像流浪汉 但我早上起那么早去看病 我想穿得舒服点有错吗,无,无,2020-01-17 23:49,iPhone客户端,0,0,2
IpXvug1gj,哈尔滨圣莱嘉尔商贸有限公司,2424839812,至此，我国是如何控制新型在国内传播，有了官方的回答 ,无,无,2020-01-17 23:47,坚果手机 Pro 2,0,0,0
IpXvj1yCt,士多啤梨柠檬糖-,6430916439,刚在西雅图落地 一转头就在海关的电视上看到了这个东西 你说我一个武汉人是啥心情？？？都严重成这样了 泰国越南日本都出现了患者 连大洋彼岸的美国机场都开始通报这个事 究竟有多严重啊我们到底还要被蒙在鼓里多久？？？ 美国·西雅图 ,无,#武汉冠状病毒肺炎新增死亡1例#,2020-01-17 23:46,iPhone客户端,1,0,1
IpXu7sZh7,泌尿外科杨大夫,1424268071,1月17日，泰国公共卫生部在其官网公布，已发现第二例2019-nCoV确诊病例，患者是一名74岁中国籍女子。这也是在中国境外发现的第三例新型冠状病毒确诊病例。世界卫生组织不建议限制人员往来，提示目前没有疫情爆发。不过还是注意为好，做好防护，必要时戴上防护口罩。,无,无,2020-01-17 23:44,微博搜索,10,3,7
IpXtByk1D,復刻咖喱,6513931489,最近出门还是戴口罩吧…不管是还是流感还是污染，总之还是很需要口罩的！ ,无,无,2020-01-17 23:42,iPhone客户端,0,0,2
IpXt025Bf,MR_处木小狮子,6045760447, 这件事我最疑惑的点是国内公布说1月3号后没有新发病例，但泰国这例是13号隔离后才发现的。这类病毒的传染性应该不难确定，测定患者飞沫及分泌物中的病毒载量以及在外界环境中的存活能力，超过一定数值范围理论上就具备人传人的能力了，而不是说“未发现明确的人传人的证据”。这个时候政府要做的是站出来公布进展稳定民心，而不是隐晦不语（涉及公共安全的事不配个热搜第一吗）。更有说服力的永远是专业的学术报道，多公布些这种信息。在彻底控制之前大家勤洗手，戴口罩，注意保护自己！,无,无,2020-01-17 23:41,iPad客户端,1,0,0
IpXsK5rfM,咲望舒,2278442432,武汉怎么回事，怎么还越来越出去了，最近传言也挺多……………,无,无,2020-01-17 23:40,iPhone客户端,6,0,7
IpXsqxZL9,一朵椒发发,1803169115, 现在到底是怎么回事真的好吓人，医院现在好像都不收人了让病人自己回家隔离……真的是…… ,无,无,2020-01-17 23:39,iPhone客户端,20,0,12
IpXscmZVG,图书出版人仲利民,1066628930,『WHO 就武汉不明原因发布旅行和贸易建议』WHO 就武汉不明原因发布旅行和贸易建议 ,无,无,2020-01-17 23:39,荣耀Note10 大屏旗舰,3,0,0
IpXrGbbq6,国风古诗词,3218059410,从这件事联想到一些武汉人对于像没事一样不戴口罩上下班、逛街……也许是非常大意的事情，只是自己没有意识到灯下黑。不要恐慌，也不要太乐观。 武汉 ,无,#开车进故宫奔驰车主回应#,2020-01-17 23:38,无,33,0,8
IpXrcl56W,鲁依莎子-,3480352213,时隔5个月总算见到啦见面从10月说到了1月才定下来,无,无,2020-01-17 23:36,iPhone客户端,0,1,3
IpXqIurV4,踹一脚阿源的屁股,3850255337,希望别再增加人数了，马上过年了，还是希望都平平安安吧🙏🙏 ,无,无,2020-01-17 23:35,打扰了超话,3,0,0
IpXppeoad,热干面要放醋,7248943230,工作地点离华南不远，慌也没有用啊，武汉口罩都卖断货了,无,#泰国发现第二例新型冠状病毒肺炎患者#,2020-01-17 23:32,,5,0,2
