微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Iudyu8Aqc,爱情奇迹物语,1738399403,说的都有道理 ,无,无,2020-02-14 23:59,iPhone客户端,0,0,0
IudytiBZa,深圳地方人,3709045730, 很多滞留在湖北的台湾人想要回台湾，这事已经持续多日了，可是台湾当局嘴里说希望他们回去，行动却直接拒绝，被菜菜当局拒绝后，他们在 集会、高喊“我们要回家”，可是怎么回去呢？  茂哥日记的微博视频 ,无,无,2020-02-14 23:59,iPhone客户端,1,0,2
Iudyti2F6,咸宁那些事,3944553920, 【把最好的给你，云南人把这些“压箱底”的云品捐给了湖北】外省人都说云南人“憨”，但是云南人从未缺席过每一场民族大义。新冠疫情蔓延，全国一盘棋，“一省包一市”对口支援防疫，云南“分”到的是咸宁，云南的白衣天使先后分三批驰援湖北及武汉、咸宁。口罩、消毒用品、药品、医疗器械……都打包支援。英雄已经出征，“宅”在家做好自身防护的云南人挠头——咱们还能为湖北、为咸宁做点啥？捐我们最好的“云品”！云南人就是这样憨直实诚，表达支持友爱最直接的方式之一就是——把最好的都给你！（云南网）,无,无,2020-02-14 23:59,iPhone 6s Plus,35,3,4
Iudyt0n7t,肇东发布,6575284792,【防控新冠 肇东在行动】肇东市低保局认真抓防控 、心系困难群众 ,无,无,2020-02-14 23:59,HUAWEI Mate 9,0,0,0
Iudysp9ui,洹水杨柳风,1298774173,2月14日，我的两位同事成为河南省林州市抗击新冠疫情火线入党十一位人选之一，在特殊的日子里与伟大的党缘定一生，荣誉莫大，责任神圣! ,无,无,2020-02-14 23:59,HUAWEI Mate 10 Pro,1,0,0
IudyrfbLB,北海新闻网,2798156675, 【广西多个火车站启用防疫神器！】为开辟快速进出站“绿色通道”，缩短疫情期间出行聚集时间，南宁局集团公司在南宁东、柳州、桂林北、钦州东、北海、合浦、湛江站等多个车站都引进了红外视频智能体温监测系统。（来源：南宁铁路）南宁铁路的微博视频 ,无,无,2020-02-14 23:59,Redmi K30 全速热爱,4,2,0
IudyqB4Sk,阿磊磊頭,1859194207,今天怎么都是推中医治预的？ ,无,无,2020-02-14 23:59,微博国际版,0,0,0
Iudyq0O5n,金King95,5768382697,疫情结束后，你们最渴望什么呢？有什么需求呢？旅游？吃喝？玩耍？还是陪伴？反正是一场疫情，我被彻底洗礼了！得从新想想我要的是什么！ 朔州·应县 金King95的微博视频 ,无,#吃中药后新冠肺炎患者紧张心理得到缓解#,2020-02-14 23:59,荣耀8X,3,0,2
Iudypp4kL,用户7274316462,7274316462,我正在快手直播中，快来围观！ 赵 大 叔的快手直播 ,无,无,2020-02-14 23:59,快手,0,0,0
IudypaJyI,飞跃西伯利亚的蝴蝶,6387274443,2.14，谢谢老公的爱，他在虚拟的世界为我们打造了一个美美的家，宝宝，爸爸超级爱你，在病毒蔓延的时刻爸爸依然来看你，我们也爱爸爸！ ,无,无,2020-02-14 23:59,HUAWEI P30 Pro,0,0,0
Iudyp9aOW,佬谭336,7125649040,14例广东保险业累计理赔新型患者金额共计71.08万元  ,无,无,2020-02-14 23:59,广州日报app,0,0,0
Iudynnwin,爱情奇迹物语,1738399403,给力 ,无,无,2020-02-14 23:59,iPhone客户端,0,0,0
Iudyn2XL1,黑将士从不妥协,5035762958,网上令人痛苦、生气、糟心的事情太多了，网络拉近了距离，也不全是好的诶2020年的肺炎给人当头一棒，你以为的盛世太平内里如此脆弱……当突如其来的事故来时我能做什么，想想就觉得好难好难。希望我的家庭我的家人我的好友们都能平平安安顺顺利利。 ,无,无,2020-02-14 23:59,iPhone客户端,0,0,0
Iudyn5O9f,23苏敬梧,5202287645,武汉市金银潭医院呼吁：新冠康复者“献一次血，尽一份力”  ,无,无,2020-02-14 23:59,iPhone客户端,0,0,0
Iudymre1J,加菲狐狸,7141505925,我刚刚关注了患者求助超话，抗击疫情，我们在一起，共同关注→患者求助 ,无,无,2020-02-14 23:59,超话,0,0,0
Iudym9An0,常州新鲜事儿,5396494290,【致敬！】14日中午，四川成都温江区人民医院新院区新冠专门检测区域，连续工作了20个小时的放射科医师张锐，在等候从老院区转运病人的间隙，坐在墙角地上睡着了。他从13日晚上六点上班，彻夜未眠，做了26个CT和1个DR被检测病人。 ,无,无,2020-02-14 23:59,nova5Pro人像超级夜景,1,0,0
IudylzXXj,别号张三丰,1239222364, “钻石公主号”确诊患者增至174人，3800名乘客登上了一艘下不了船的邮轮。乘客形容船上如同“野战医院”、“人间地狱”；日本传染病学会理事长紧急提言，“先让体弱老年人下船”，也有医生批评“隔离反而加剧了疫情传播，百害而无一利，这些乘客若早点下船，本来不会染病”，距离隔离结束还有7天...  ,无,无,2020-02-14 23:59,华为P9手机摄影再突破,0,0,0
Iudyl1rdG,帅气疯狂的兔子,1311741903,中国的中药历史悠久，自然也有其独到之处。治疗方面很管用的！ ,无,无,2020-02-14 23:59,华为手机,1,0,0
Iudyk6gMH,可乐-SG,7077504878,2.14，不一样的情人节    2020年初，一切都是那么特别，肺炎疫情愈演愈烈，到处的关闭与隔离，好像一切都停了下来。   2月14日，天降大雪。今年不能有西餐日料，不能出去购物血拼，大家都宅在家里。爸爸好不容易给妈妈整了一大束红玫瑰，让这个特殊的日子有了一点色彩。  可乐和爸爸也跟花花合个影，一起乐呵乐呵。祝愿大家天天快乐！,无,无,2020-02-14 23:59,iPhone 11 Pro,1,0,0
IudyjxOaA,苏小霞1007,5136838902,特别的情人节—2020年新冠交界卡点值守,无,无,2020-02-14 23:59,iPhone客户端,2,0,5
IudyjdTPl,用户7288495580,7288495580,截至2月13日24时新型冠状病毒疫情最新情况 截至2月13日24时新型冠状病毒疫情最新情况 ,无,无,2020-02-14 23:59,iPhone客户端,0,0,0
IudyjcRCF,EvilDoer_彭,5045178521,🌎 🌍 🌏 对于人类，这一切注定是重新自我反省的开端流浪地球刚开头有这一句话：起初，没有人在意这一场灾难，这不过是一场山火、一次旱灾、一个物种的灭绝、一座城市的消失，直到这场灾难和每个人息息相关。澳洲山火，长江白鲟灭绝，美国流感，西班牙雪暴，武汉肺炎，冰山融化.....没有地球就没有一切，有很多比人类存在时间更早的生命，人类自以为成为了地球的主宰 ，为了自己的欲望而对大自然、对大自然中的生命肆意妄为，现在 大自然开始反击了 灾难也许会停止，也许会继续 ，每一次的灾难 ，大自然都在宣誓主权 提醒人类，而人，什么时候才能把赚钱、把想东想西的心思放在保护地球上。 ,无,http://t.cn/REyZ21B,2020-02-14 23:59,iPhone客户端,40,4,2
Iudyi4HIA,杰睿-唐,1639637863, 今天下午在疫情中抬头看见的阳光。 ,无,无,2020-02-14 23:59,iPhone客户端,0,0,0
