微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IrtRyljZL,艾美的阿拉丁,6738527945,2020.我的第三个本命年～，忘记了前两次的本命年我都是怎么过的，但肯定是安稳平淡又平安的，但是今年真的是一言难尽，今年是第一次创业，就遇到大规模疫情，每天要戴着口罩去开店，每天进店的顾客是少之又少，每天的开销却日益剧增……真的突然感觉人们在灾难面前是那么的渺小，只要健康活着比什么都重要……今天正月初三，打开朋友圈，科比意外去世，突然感觉那句不知道明天和意外哪个先来的这句话真的是万分贴切……今天又是忘了是TA第几次哭着跟我讲分手吧……你说就算你出嫁也要带着我，因为你说你不想失去我，好吧，只要你开心，我只想你若安好便是晴天……,无,无,2020-01-27 23:59,OPPO Reno,2,0,0
IrtRy5Zem,L-lust,2164852955,希望小李回家的路上一路顺风 健康抵达乌鲁木齐新型肺炎离我们远一点吧求求了,无,无,2020-01-27 23:59,HUAWEI P20,0,0,0
IrtRx8sHp,weiweiice-,3823640056,俺也是拥有男友牌包包的人啦,无,无,2020-01-27 23:59,iPhone客户端,14,1,14
IrtRxaeWJ,原荒无邪,5525514811,好不容易盼来的寒假 和我的笨蛋异地 那段见面都难的日子好不容易熬过去 现在却想见又不能出门 求求了 真的好难 快点好起来好不好,无,无,2020-01-27 23:59,vivo X27 4800万三摄,3,0,1
IrtRwz4Rl,如墨不燃,2408466974,得了，还往一些医疗水平低的国家跑，真的是没人性，该死。,无,无,2020-01-27 23:59,微博 weibo.com,0,0,0
IrtRwz67p,我爱螺蛳粉99,5977788806,换了壁纸感觉被武汉影响的心情好了很多（毕竟今天又辛苦解释了我为什么买的票到包头，又是怎么从包头到家）世界总还是温柔的还是和姐妹们一起快乐但是郑爽必须给爷爬！祸害我两个爱豆了,无,无,2020-01-27 23:59,小米6 拍人更美,37,1,12
IrtRwjfO3,不良不色,6387952090,希望2020年大家都平平安安 健健康康的！身体最重要！我们国家一定可以治愈这个的！大家一定一定要注意安全，出门带口罩啊！！加油[加油] ,无,无,2020-01-27 23:59,iPhone客户端,0,0,0
IrtRwhrB1,羌笛乐声,1198084573,《新型冠状病毒，中医怎么看？丨团团健康小课堂》可以再次为防控流感疫情提供借鉴。 ,无,无,2020-01-27 23:59,百度App,0,0,0
IrtRvFd8w,倒数青春4519,6575287846,转 //  《十余国确诊新型冠状病毒，他们是如何应对的？》  ,无,无,2020-01-27 23:59,天天快报,0,0,0
IrtRg1h4d,呼和浩特交通广播,1750357954,【关于设立内蒙古自治区防控工作举报电话的公告】为有效形成疫情防控合力，从即日起，自治区新型冠状病毒感染防控工作指挥部设立举报电话：0471-4860051、4860058，对各地区、各部门在疫情防控工作中存在以下行为和问题的，请广大人民群众进行监督举报。一、不担当、不作为、慢作为、乱作为等责任落实不到位的。二、不服从组织安排、擅离职守、失职渎职、推诿扯皮、贻误防控工作战机的。三、防控措施不落实、不到位、不得力的。四、重要信息不报、瞒报、漏报、迟报、错报、谎报的。五、贪污、挪用、截留、挤占疫情防控资金和物资的。六、哄抬物价、囤积物资、借机涨价等破坏市场秩序、非法谋取暴利的。七、其他违法、违规、违纪行为。           内蒙古自治区新型冠状病毒感染肺炎防控工作指挥部2020年1月27日,无,无,2020-01-27 23:59,HUAWEI P20 Pro,4,2,0
IrtRfaKqo,无间道说事,6171887933,！有传播可能今晚8时起，武汉多个小区发起开窗唱歌活动。对此，协和呼吸科范医生称：小区开窗户唱歌太危险！楼上楼下的飞沫也会飞散，唱歌时人会深呼吸，楼下居民会吸入，隔避楼之间的飞沫也会被风吹过来，极度危险。请立即停止开窗唱歌 ,无,无,2020-01-27 23:59,无,16,1,3
