微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Isoqwzp8L,冰山雪人1977,2646136753,安徽省新增确诊病例43例 累计340例_手机新浪网 年2月2日，黄山市无新增新型冠状病毒感染确诊病例！ ,无,无,2020-02-02 23:59,Android,2,0,0
IsoqwxdTX,ELeven8390,6464576576,快来加入患者求助超话和我一起聊聊吧~超话传送门→患者求助 ,无,无,2020-02-02 23:59,超话,0,0,0
IsoqwwOSw,albert-jack,1614987620,每天更新汇总疫情动态#1243056人次浏览 (来自) ,无,无,2020-02-02 23:59,同花顺手机,0,0,0
IsoqwhKXT,等风起233,6407226193,明天开盘了，我反正没有仓位，也不准备抄底，我先看看，只要还在加重，就不炒了，有些高仓位的自己看看手里的是个啥（比如是市盈率几倍的盈利不错的或者是几百倍的讲故事的），你拿着几倍市盈率公司经营正常的喊喊为国护盘我支持你，别tm手里的股票市盈率好几百倍靠炒上去在那喊为国护盘，那真的像个傻子，灾难过后优秀的公司还是会向上，也许就是花些时间，但是某些炒了很多倍的几百市盈率的就……总的来说跌下去的是机会，涨上去的才是风险,无,无,2020-02-02 23:59,魅族16s旗舰手机,0,0,0
Isoqwhd0V,生活如此多娇-ltj,3279900751,生命很长 但并不是每个人都能活百岁 一辈子很长 但并不是每一对情侣都可以走完一辈子 闹了这么久让我更加明白了当下才是最该珍惜 最该期盼的 未来毕竟还未来到 不必将一切美好都安排在那未知的未来 不如在当下就体验并享受于美好当中,无,无,2020-02-02 23:59,iPhone XS Max(金色),8,0,1
Isoqw03Fo,坐望行云随流水,5774294622,快来加入患者求助超话和我一起聊聊吧~超话传送门→患者求助 ,无,无,2020-02-02 23:59,超话,0,0,0
Isoqw04JY,我是众生相大哥,3926661858,我刚刚关注了患者求助超话，你也来看看？超话传送门→患者求助 ,无,无,2020-02-02 23:59,超话,0,0,0
IsoqvlJgj,ss矫情,5406571081,我关注了患者求助超话，志同道合的盆友们，来不及解释了，快来加入吧！超话传送门→患者求助 ,无,无,2020-02-02 23:59,超话,0,0,0
Isoqv44mw,新鲜快递678,7381786115,母亲从武汉来杭州探望女儿，还去超市购物，结果双双确诊新冠！房东被行拘5日！ 吉林铁警的快手视频 ,无,无,2020-02-02 23:59,快手,0,0,0
IsoqucdP5,穆萨-丁忠华,2886214635,点亮全国的你，即万千宠爱于一身，可千万别辜负陪你在家坐月子的三百多万人啊！ 拉萨 ,无,#抗击新型肺炎第一线#,2020-02-02 23:59,iPhone客户端,0,0,1
IsoquccGB,小红帽拔萝卜卜,3029626465, [心] xz xz xz 重庆疾控中心提醒您，面对新型冠状病毒感染的肺炎疫情勤洗手、戴口罩、多通风、少聚集，对自己负责对他人负责。众志成城，齐心协力！ xz,无,无,2020-02-02 23:59,肖战超话,73,2,113
IsoqueufR,gaoayuyu_700,5329238140,《武汉确诊病人被要求自我隔离 求助社区被拒后步行两小时就医》王勇提供的病例显示，2020年1月28日，其被中南医院诊断为“病毒性”，并被建议去“定点医院治疗”。 ,无,无,2020-02-02 23:59,Android,0,0,0
