微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IsHhwxw18,上海科技节,6140535829,【视频】冬春季节，预防呼吸道疾病温馨提示宣传片，科普知识请你关注  上海科技节的微博视频 ,无,无,2020-02-04 23:59,360安全浏览器,1,0,0
IsHhwgaRa,梦回莺歌岭,6984737784, 春暖花开，山河无恙🙏🙏🙏 北极量子星的微博视频 ,无,无,2020-02-04 23:59,荣耀9 美得有声有色,0,0,0
IsHhvE8rT,用户32n4fwhhks,5082336374,【对抗疫情反歧视，】意大利发现两例确诊新冠病例后，佛罗伦萨市长纳德拉2月1日在Twitter上发起名为“拥抱一个中国人”的倡议，表达对中国群体的支持。他称这是一场共同的战斗，谴责那些借此机会排外的“心理恐怖主义”行为 用户32n4fwhhks的微博视频 ,无,无,2020-02-04 23:59,HUAWEI P20,0,1,0
IsHhvoZGv,J-rui喵tt,1034061710,世界真的很小六年时间在一个陌生的地方的超市戴着口罩竟然被认出来青春那一瞬间像是过眼云烟终究是嫁给或娶了命中之人“感谢肺炎”也是苦笑不得,无,无,2020-02-04 23:59,HUAWEI nova 3e,0,0,1
IsHhvnSzt,向死而生-有书,1304923967,日复一日的工作着，很多人和我一样，这时候就是考验我们每个人的时候。疫情情况并没有像有些预判的那样出现下降拐点。真真切切体会到，那么多我的同胞，在受罪，惟愿尽我所能让感染的人减少点，让这次疫情快快过去，春暖花开时，同胞们可以舒心得笑，城市恢复勃勃生机。尽我所能，无愧我心。 ,无,无,2020-02-04 23:59,HUAWEI P20,0,0,0
IsHhuspq7,霸气酷酷的小吴,5955488132,哎，我大枣强还是没挺住,无,无,2020-02-04 23:59,vivo X27 4800万三摄,1,0,0
IsHhucQEu,长沙雨花区法官苏辉打人案,6144558152,2020年新年开始，全国人民众志成城，一致抗击新型，保护全国人民的生命安全。湖南司法系统包庇湖南长沙市雨花区法院彭智勇，苏辉违法立案，分案，伪造证据，设局在法院健身房殴打被告代理人的人，倒打一耙，栽赃陷害被打人的人，你们还有一点法律和良知底线吗?你们和你们的家人新年过的安宁吗?作恶者迟早会得到报应的。湖南长沙市中级人民法院为什么不开庭审理、庭审直播法官苏辉伪造证据，打人案？尊敬的长沙市中级人民法院肖新平院长：       恳请您监督贵院刑庭依法公开审理、庭审直播湖南长沙市雨花区法院法官苏辉设局在法院健身房殴打案件代理人，反诬陷被苏辉打的遍体鳞伤的代理人扰乱法庭秩序罪案，此案起因就是雨花区法院法官苏辉带领离婚案件年轻女原告和湖南纲维律师事务所律师刘志江多次在雨花区黎托派出所伪造离婚案件被告的居住证据，强揽离婚案件管辖权，被告请求苏辉撤销假证据，免得给被告带来麻烦，苏辉威胁被告“有本事，你去告”被告亲友在湖南红网百姓呼声反映此事，希望相关部门帮助，没想到遭到苏辉设局在法院健身房借“庭前质证”（离婚案件没有裁定管辖权是不能庭前质证的）之名，实为打击报复设局陷害被告一方。真相是雨花区法院法官苏辉设局把被告代理人打的遍体鳞伤，反倒在苏辉的主管领导彭智勇的操控下，倒打一耙，栽赃陷害被打人打了苏辉。五处本该有的监控，雨花区法院说全都没有，这能让全世界人民相信吗？长沙市岳麓区法院一审证据严重不足，雨花区法院一方提供的全是假证据，所谓的刘志江提供的关键证据录音是一份违法录音，办案单位两次司法鉴定都发现此录音是违法的，而且至今没有鉴定录音原始介质，第一次鉴定结果显示送检光盘是2015年9月17日下午四点多刻制的，而办案单位提供的却是2015年9月18日下午四点多刻制的此光盘；第二次鉴定的机构是一家明明没有资质的机构，是违法鉴定，而且依然没有鉴定原始介质；同时刘志江手机中发现两段基本相同的录音，录制时间相同，时长相差25秒，刘志江解释不清原因，所有人都知道这是根本不可能正常录制的，而且明显是剪辑复制的，录音文件名也标注了复制剪辑。另外，刑事案件中，出现被调换的假入住证明，隐匿了被打人的受伤照片等，这都是严重违法的。这只是这个冤案假案中假证据的三个例子，代理律师徐昕教授在一审中指出错误和办案机构违法行为几十处，然而，您所管辖的岳麓区法院刑庭包庇您所管辖的雨花区法院刑事法官彭智勇和苏辉，律师多次申请管辖异议，此案明显存在您所管辖的法院之间包庇法官违法行为。    尊敬的肖院长，此案真正的受害人是被苏辉殴打的代理人，如果放任法官如此恶劣的犯罪行为，必将导致许多法官仿效，更多法官肆无忌惮的违法犯罪，严重损害了人民群众的合法利益，践踏党纪国法，让湖南司法蒙羞，相反，本是一个普通离婚案件，越早一步依法纠错，就是及时止损，不至于如此严重损害公民的合法权益，不断激化人民内部矛盾。     如果您不信，您可以要求贵院依法公开审理、庭审直播此案，让全世界人民判断，到底是谁违法。法官违法并不可怕，可怕的是从上到下层层包庇，护短，纵容法官犯罪，实际上，您如同一家之长，雨花区法院、岳麓区法院如同都是您的儿子，雨花区法院这个儿子伪造证据，殴打外人，您说让您岳麓区法院这个儿子去审理雨花区法院这个儿子和外人的案子，本来就不公平，不合法，何况，经过五年的审理，证明雨花区法院处处违法，然而岳麓区法院这个您的儿子依然不顾真相，枉法裁判。如今又上诉到您这里，您说这个冤案假案怎么审啊？怎么做到公平公正？单凭雨花区法院没有管辖权设局在法院健身房庭前质证，就是法院违法，法院，公安竟然监控全失，国家的法律，人民的生命自由就能如此被法院法官玩弄?国家为什么要在法院法庭办案场所安装同步录音录像?目的就是还原真相。监控全失，健身房庭前质证，让全世界人民审判，到底是谁违法了?,无,无,2020-02-04 23:59,柴静超话,0,0,0
IsHhti51p,我是高小科,2942346720, 予人为乐，与己而乐。我在“疫情一线医护•守护者后盾行动”项目捐款成功！您每捐款1元，新浪同时配捐1元！  ,无,无,2020-02-04 23:59,微公益,3,0,0
IsHhrxMC4,黄稀酱,2198391534,我是第2811位申请创建“【超话】留守宠物求助”→ 留守宠物求助 的粉丝，助力创建人数越多，开通几率越大！大家快来戳这里→  帮我加快创建速度吧~ ,无,无,2020-02-04 23:59,超话,0,0,0
IsHhrvkSL,路加仑,2095917557,福建泉州晋江英林镇 ,无,无,2020-02-04 23:59,iPhone客户端,146,0,101
