微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IorjBkISx,爱似水仙n,5382668670,我免费围观了  的回答，问题价值 49.00 元，快来一起免费围观~ <br />微博问答:您好，郭医生。我家宝宝16个月 在上个月因为喉炎支气管住院治疗一周，现在好了。昨晚宝爸高烧，好像把孩子传染了，现在不发烧，但明显嗓子有不舒服，偶尔咳嗽，少流清 ,无,无,2020-01-07 23:59,微博 weibo.com,0,0,0
IorgqvQSd,小满的日常,5506142731,一个一个支气管炎，本就已经焦头烂额。赵老家那边又突发状况，才来两天的公公连同婆婆今天紧急赶了回去。今年的第一场雪，很快就把外面的一切装扮成了白色，纵然再忙乱，看到这番景象也不由得驻足窗前欣赏一番。这是贝来到这世界上的第一场雪，快来将就拍一个吧。公婆走时乐在睡觉，醒来并没有找奶奶。最近生病他胃口不好，每天吃的很少很少。给他把胡萝卜弄成三种他感兴趣的形状，最后竟然吃得不少，我倍感欣慰。幸好姥爷在这搭把手，一会这个拉了一会那个尿了，一会这个要我抱抱一会那个也哄不下了，趁着贝睡一会再赶快收拾家里。我给孩爸下的任务就是，人手再少，也要吃好喝好，还要保证家里不脏乱。睡前我们一人负责一个的洗漱和喂药，还要抽空把家里弄干净，腰都直不起来了。越临近睡觉我心越不安，我生怕他哭闹找奶奶。今晚计划是爸爸带他睡，我给他换完衣服他就让我给他讲大卫，还不让爸爸给讲。还没讲两页妹妹就哭的不行，我说妹妹实在困了，妈妈先去把妹妹哄睡再来好吗？让爸爸给你讲大卫，他竟然乖巧的答应了。妹妹很快就睡了，同时我也听不到他爸讲故事的声音了，心想不会睡了吧？！我过去一看，真的睡了，心里一下子轻松了，放佛卸下了千斤重担，因为我真怕他找奶奶哭闹的没法弄。奶奶走之前说，娃白天离了我行，晚上不行。您看，这不挺好的。俩娃安稳睡下，老母亲满身疲惫还不忘啰里八嗦，今后的几天依然充满挑战，我会努力把俩娃带好。 ,无,http://t.cn/R0H9ugi,2020-01-07 23:52,iPhone客户端,2,0,3
IorfswZc9,HAppy开心故事,6076007190,       【牛根生的薪酬法则】1.有问题就拿“差额工资”；2.没问题就拿全额工资；3.成绩卓著就拿超额工资；4.铸成大过就拿负数工资。 ,无,无,2020-01-07 23:49,微博 weibo.com,2,0,7
Iorf1lGWS,默姐冰妹,5413656683,儿童医院又转一圈回来了～一进家门就听说冰又发烧，整个人瞬间就不好了，立刻去儿童医院是首先想到的，然后，支原体感染了？不会肺炎了吧？这咳嗽声不像，这温度不像发烧呀，这两天发生了什么？吃了什么？出去吹风了吗？一通乱想……还好有惊无险，目前还是可控的范围……谢天谢地，又让我使用了一次好运符🙏🙏🙏,无,无,2020-01-07 23:48,iPhone客户端,1,0,0
IoreSc3El,行走在中环,2869926737,说的太好了，香港人就是贱。 ,无,无,2020-01-07 23:48,Android,0,0,0
IoreSd8Cq,抠姨Chloe,6297486753,让武汉慌乱的 你了解吗？  ,无,无,2020-01-07 23:48,生老病死iPhone X,1,0,1
IorcKq4Aa,核料轿送拖xie,5276796403,多要求自己，你会更加独立，少要求别人，你会减少失望。  ,无,无,2020-01-07 23:43,微博 weibo.com,0,0,0
IorcJevld,张大双0921,1779211931,  哈尔滨雾霾学校停课了武汉不明加上幼儿园班级里小朋友确认甲流，老师说继续上课……官方说不明确人传人今天听小朋友妈妈说朋友住在华南市场附近，感冒一直不好然后被隔离，期间姐姐去看他也被传染隔离了如果是网上的消息我还会半信半疑身边人没必要说瞎话这种情况下幼儿园大型集体活动要照常举行不能请假询问家长是否要取消，全班加我就四个人选择取消关键还得家长一起参加，整个园，不知道要有多少人不出事怎么都好说，我也盼望着真的不严重不传染只是真的怕万一,无,无,2020-01-07 23:43,微博国际版,137,6,55
IorcJev6y,就想当个正常人专属吐槽wb,1656234332,娃又生病了,无,无,2020-01-07 23:43,iPhone客户端,0,0,0
Iorcc8L76,阿勇_HK,7312344899,咳死了，幸好不是🙏 ,无,无,2020-01-07 23:41,华为手机,1518,3,674
Iorc6wIas,是兔子黄啊,3865348669,因为九月感冒咳嗽一直不好  今天带她去医院检查   跟医生随口说了一下仔仔的状态，结果一检查是，要求立马住院治疗，我当时都懵了，寻思仔仔就是轻微流鼻涕   咳嗽  回家多喂母乳就好了，没想到我的大意给他带来了这么严重的后果，看着他扎针哭的喘不过气，看着他扒光衣服做胸片，我越来越觉得对不起他，我跟他爸爸把所有的心思全部放在九月身上，一点儿也没在意他的状况，导致他得了要住院的结果，晚上回家想抱他，九月也闹着不让我抱，我走到哪里仔仔看到哪里，他难受了也想要待在妈妈怀里吧  好烦啊  一想到他要每天打吊瓶  每天做雾化  我就心疼的想哭  不想要他住院,无,无,2020-01-07 23:41,iPhone客户端,0,0,0
IorbN1DM3,啥啥碎碎念,6335160830,都说艺术来源于生活，我今天体会到了。在我登台演出的时候，王宝利带着弟弟在医院确诊了支气管肺炎。防不胜防，最害怕的事还是来了。姐姐刚出院，弟弟就中招了。我们俩分析了一下，不大可能是姐姐传染的，因为姐姐一直在医院里没回来过，在出院前几天弟弟就开始咳嗽了，我带去看了，一开始只说是普通感冒，吃了三天药没有好转，越来越严重，今天一查，支气管炎了。看了太多科普，循证医学知识，真到用的时候完全派不上用场，还是一切听医生的，该怎么治疗就怎么治疗。弟弟太小，只能打头，看着特别心疼。打的时候王宝利一个人摁的，护士说你们家怎么回事，人家怎么点孩子打针都去四五个人，你怎么一个人就来了？王宝利很无奈，说没事，我一个人就够了。最后是两个护士加王宝利一起帮忙摁的。打完针撕心裂肺地哭了七八分钟，怎么都哄不好。王宝利说那会真的很生气，很想冲我发火，奈何手机打了我没接。但火气过了也就过了，后面弟弟不哭了，王宝利就消气了。我赶到的时候已经打了一袋了，弟弟正饿得哼次哼次的，我赶紧抱过来，他一口含住就开始咕咚咕咚喝起来了。医生说俩孩子要隔离，怎么隔离，家里实在太小，只好把弟弟又挪到客厅了，我在沙发上陪小宝贝一起。仿佛又回到了刚出月子姐姐生病隔离的那段时间。,无,无,2020-01-07 23:40,荣耀手机 勇敢做自己,0,0,0
Iora9Fw7P,Virl薇-meunier,2298391615,想余额宝的第一个晚上…昨天哇哇哭了三个小时，麻麻发烧不能喝奶奶，真的超级能哭啊。今天一查，，无奈，住院，此时此刻想我的余额宝。但愿今天不要哭太久…麻麻住院，你趁这时候干脆给你断奶得了，但内心有点不舍，是我对她已经有了这种依恋… ,无,无,2020-01-07 23:36,iPhone客户端,0,0,0
Ior9E57d5,参悟局,7276787532,【特区政府：香港暂未出现与“武汉”相关严重案例】7日下午，香港特区食物及卫生局局长陈肇始教授同多位卫生署负责人共同举行记者会，就香港社会关心的湖北武汉严重病例以及特区政府相应应对措施等作出介绍。陈肇始教授表示，目前香港尚未出现一宗与武汉相关的严重个案。特区政府正通过加强港口卫生检疫、制定应对计划、加强监察及风险沟通等多种方式积极行动，了解和监察有关疫情的最新情况。 截至7日中午12时，据香港卫生部门统计，自2019年12月31日起，香港共报30宗访问武汉后抵港出现呼吸系统症状的病人个案，其中13人已出院。30宗个案当中，经化验已有20宗个案被查明系感染甲型流感病毒、人类鼻病毒等，在已得到的化验结果当中尚未出现与武汉相关的严重肺炎个案。 针对此次武汉出现的不明原因的病毒性病例情况，香港特区政府发言人表示，特区政府决定自1月8日起，将“严重新型传染性病原体呼吸系统病”纳入“法定须呈报传染病”表单之中，以提高香港监测此疾病的能力。,无,无,2020-01-07 23:35,iPhone 8 Plus,3,0,0
