微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Irb0yEdqu,人活着·就是为了·樱岛麻衣,5957838676, 怎么办我恐慌我嗓子疼还有痰我好恐慌 ,无,无,2020-01-25 23:59,vivo NEX AI智慧旗舰,3,0,8
Irb0yDjdb,只喝常温的小老辅,5943483746, 还好我们家长辈通情达理,无,无,2020-01-25 23:59,三星Note10＋ 5G,6,0,0
Irb0yDgmT,性感啵神,6080262519,  发热咳嗽并非新冠的唯一首发特征！视频中提到的，大伙谨记！转扩！,无,无,2020-01-25 23:59,无,141,12,5
Irb0yDgWt,奔跑在奋斗的年华里,6168398596,2020年第一天管关键词  ：  沟通 沟通亲戚新年不走亲访友 等待 最新的“新冠状病毒肺炎”的信息更新。最失望的事-缺一条最希望的关心短信却没头收到，自己一瞬间就感觉没有那么重要。凌晨00：00，2020年第二天开始了，而我却还希望停留在第一天，仅仅是为了等待信息。2020年，初心不忘，守信守心，拾起自律。 ,无,http://t.cn/REyZ21B,2020-01-25 23:59,NEX 3 5G,5,0,0
Irb0ylE7z,易易易易只可爱多呀,5874061344,新型快快好起来🙏想去找小赞,无,无,2020-01-25 23:59,iPhone,0,0,0
Irb0y3YwZ,辉--倩,3497720965,『全国新型疫情实时动态 - 丁香园·丁香医生』 ,无,无,2020-01-25 23:59,魅族 MX6 遇见好照片,0,0,0
Irb0y4T2W,鹿丹叶神87967,6083086440,我爸我妈那边简直两个极端。。我爸那边除了一个小朋友其他人全部不带口罩而且还家庭，聚餐，非得让我过去，还用老人的筷子给小朋友夹菜，我妈这边12月末就带上口罩了，第一例大连就取消聚餐了，全部取消串门，现在希望我爸这边别再叫我串门了，给我压岁钱我都不想去，命重要,无,无,2020-01-25 23:59,iQOO Neo,14,0,5
Irb0y4PQ7,教师招聘老吴,6562172002,近期大家一定要做好自我防护，保护好自己，保护好家人，不给社会添麻烦，就是在为社会做贡献。武汉加油！中国加油！ ,无,无,2020-01-25 23:59,坚果 Pro 3,3,0,1
Irb0y2pR7,盼茉之森,2572373442,这几天都非常紧张和严峻地在关注着武汉的情况，觉得大家一直绷着一根弦，人心惶惶都不敢出门。上网一刷98%都是的情况，虽然我在台湾没有受到很大影响还是能正常外出的，但是心里也非常紧张💗我觉得有必要把注意力转移一下去关注一下别的让自己放松开心的事情，这个病没有那么令人窒息的恐怖，我们正在度过。新买的这个眼药水去红血丝很优秀，清凉感十足，喜欢～比参天那款更让人惊喜！关注一下！咱们日常生活还是要过～给自己找点喜欢的放松的事吧！,无,无,2020-01-25 23:59,iPhone客户端,2,0,7
Irb0wAFXg,瀑乡安顺,2962216867, 这是一篇必须转给老人家的信！！！ 安顺 ,无,#抗击新型肺炎第一线#,2020-01-25 23:59,HUAWEI Mate 20,0,0,0
