微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IpO9VdD7r,璟翕妈妈,2091280941,父亲病危心脏支架手术  儿子住院   辛好有个哥 ,无,无,2020-01-16 23:59,HUAWEI Mate 10 Pro,0,0,0
IpO9KiOcP,Suwanda,1687763411,分享视频 Suwanda的微博视频 ,无,无,2020-01-16 23:59,翻唱改编 · 视频社区,1,0,0
IpO7RhgdF,用户1920046683,1920046683,计划不如变化，本打算昨天回来的，结果今天才回来，总算是回家了，还是家舒服呀😁苏尼宝宝的检查很顺利，快完事儿呀必敖乐说他儿子得了让我们帮忙看一下大夫，所以我们两个也不好意思推脱，虽然带着宝宝住宾馆很不舒服，但不得不留下呀……可怜的娃咳嗽的挺严重呢，看了大夫做了检查最后的结论是输三天液，希望尽快好起来✊中午看完大夫吃完饭出来时候已经两点半了，七点多才到的家，苏尼宝宝真的越来越懂事了哦，路上哭了几分钟而已，玩儿了一个多小时，剩下的时间几乎都在睡觉中度过，虽然妈妈的手很酸很累，但是只要宝宝舒服当妈的怎么都可以呢😄住了两天宾馆宝宝睡得不错，但是不能左右侧睡翻身，就仰躺着，肯定很累呢，希望宝宝今晚能睡个好觉，爱你呦❤,无,无,2020-01-16 23:54,iPhone客户端,0,0,0
IpO6mxtJK,糖浆在逃嫌疑人,5078679134,保存记忆的方法是记住气味我在球场上认识的男孩是篮球在手心摩擦生热的味道 他手心里厚厚的茧子抚摸我的脖子时是济南夏天耀眼阳光照射柳絮腐烂后的气味2017年的夏天我们俩不欢而散时 我奶奶去世 我在痛苦失眠失恋和肺炎中挣扎 陪我看医生的男孩的味道是𝒎𝒐𝒐𝒏𝒔𝒉𝒐𝒕 的𝑮𝑫香水  果然街头烂醉的小混混就应该是这个味道 甜到发腻 酒精味十足全世界我最爱的女孩的味道是𝑮𝒖𝒄𝒄𝒊的罪爱不羁香水 是我生日时她送我的礼物 等到她迈入婚姻殿堂的那一天 我闻着这个味道在她的婚礼上为她送上戒指 酸甜的浆果像女孩一起从17岁长大的时光 藏着少女的心事警察先生是香奈儿邂逅香水 带着官方的气息 像是用皮尺量过一样 僵硬的爱情 枯燥乏味的结局 而柔软的你是我今天买到的西贡小姐 轻柔的香气 只有喷在枕头上仔细闻才能闻到 就像我靠在你怀里 偷偷小声说傻话 “所有的烟花都应该绽放在黑夜” ,无,http://t.cn/RJNMkk6,2020-01-16 23:50,iPhone客户端,3,1,2
IpO65lb6R,素素碎碎念Ssss,3307802973,16M 从上周五晚上开始忽然发热37.5到夜里39度，早上退热，一直到昨晚，团子整整烧了六天，在第一天就去医院抽血检查，血项不高，喉咙沙哑。和上次住院的原因一样，急性喉炎，医生建议住院，我是非常排斥，总觉得抗生素会让孩子免疫力下降，拒绝了，拿了药，然后吃了三天喉炎等于好了，但是拍片发现有支气管炎，还是拒绝了住院，总觉得吃药就可以，姥姥姥爷坐不住了，昨天开始骂我，说咱俩如果把小孩弄到哪咱俩就等着吧,无,无,2020-01-16 23:50,iPhone客户端,4,0,1
IpO5Zd4wx,Y阳胜S君,2622753567,Day319；1.今天广州天气一般，有一点冷；2.还是没有抢到火车票，只能坐汽车回家了；3.武汉国内只有武汉一市出现，蹊跷国外却有好多国家出现。 广州·夏良高桥公园 ,无,#痕迹#,2020-01-16 23:49,Y阳胜S君 Android,2,0,1
IpO55BZZ0,两个大宝贝ww,2097795443,这个月每天写完写流感，结果年会回来天天跑会每天都忘记戴口罩😷现在躺在床上觉得嗓子痒，只能祈求千万别是流感中招了…… ,无,无,2020-01-16 23:47,微博 HTML5 版,0,0,0
IpO4gsB6U,哈哈哈嘻嘻嘻啦,2098147502,有人说，少出门。即使是不出门，叫外卖也是可能被传染的。最近真的太冷了。还是我没有以前抗冻了？ ,无,无,2020-01-16 23:45,iPhone客户端,2,0,2
IpO4cn0Xg,鬼花火,3756064002,养了八年的乌龟，今天死了。它一直被我养在洗手间里，充当厕神。我吃很多种抑郁药，常常呆坐在马桶上，头脑一片空白。听到人响动，它就探出头来看我，用劲扑腾身体，甚至开始翻滚。半年前，它就开始不怎么吃食。前两天开始张口呼吸，侧漂，查了一下说是。可以用药，也可能用药后死得更快，保持温度加营养更为稳妥。果然，两天后又活泼了起来，没想到是回光返照。许多个夜晚里，我坐在马桶上，和它长久对视，甚至把灯关上，过了一会重新再开，它还是在盯着我。我心想：看吧，看看咱俩谁先死。或许它也是那么想的。再见，虽然你先死了，但我们很快就会相遇。,无,无,2020-01-16 23:45,无,3,0,4
IpO3WFVfQ,话痨现场搅和,1746122842,Day 34Dear  今天到底没撑得住，下班去挂了急诊。发烧，轻度……挂了一瓶水，不知道明天会怎么样，到底有消炎药了，应该会好很多吧。没力气絮叨了，今天就这样吧，你要好好的哈 ,无,无,2020-01-16 23:44,羊家栗子壳iPhone客户端,0,0,0
IpO20r5cF,民生江西,2200249730,【新型不排除有限人传人可能 但持续风险较低】1月15日，武汉市卫健委官网发布的《新型冠状病毒感染的疫情知识问答》指出，现有的调查结果表明，尚未发现明确的人传人证据，不能排除有限人传人的可能，但持续人传人的风险较低。目前，正结合临床和流行病学资料开展进一步研究。 ,无,无,2020-01-16 23:40,微博 weibo.com,4,2,1
IpO09wd87,小冉卓xiao8一8,2675282111,Kiyomi，你好👋。今天你又去打预防针了哟（13价），到了社区服务中心，你居然没有睡，大了对外界环境更加感兴趣了。你一直东张西望，安安静静地。等了一个小时，打针时💉你就哭了一下子，当然比之前打针都哭的时间稍稍长一点，但是你的表现已经算你表现得上非常勇敢。打完针后吃完奶就入睡了，一下子2个半小时，连中途把你放到沙发上，都睡的特别香。妈妈想你一定困极了🥱，毕竟打针是很辛苦的。看到微信里其他妈妈讲述经验，其他小朋友打完这款疫苗都有哭闹，发高烧，吐奶等不适的症状，截止到目前，你都没有，仅额温有点高。妈妈未雨绸缪特意准备了退烧贴，希望kiyomi 完全用不上。妈妈和你一起睡个好觉😴哦……,无,无,2020-01-16 23:35,iPhone客户端,0,0,0
IpNYR5Enn,若初见倩影,1635107467,病房里、化扁的孩子都挂着瓶呢，他们的家长还给他们吃薯条、汉堡、炸鸡、油条、棒棒糖这些容易生痰化热的食物，跟他们说不要吃这些，他们说孩子想吃,无,无,2020-01-16 23:32,HUAWEI nova 2,0,0,1
IpNXGq2q6,拳王的手套,6438563692,武汉不明原因已经影响到我了，我要加班,无,无,2020-01-16 23:29,iPhone客户端,0,0,0
