微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IvqYs5tTi,知错改错Jiu是不认错,5632132915,今天我看到qq空间有朋友发的说说，我一直搞不懂，明知道新冠有潜伏期这样一个潜在危险传染风险，还倡导复工。首先，我们来看，我们政府现在提倡有序的复工的这个潜在风险。我们都知道星官肺炎，他是有一个长达24天（至少目前为止官方给出是24天）的一个潜伏期，也就是说，中国政府在逐渐恢复复工的这个时况下，是不可再怎么样设置关卡去检疫也是没有办法完全可以阻隔病毒的传播。除非让每一个返工人员都用上检测盒，但是我们都知道这是一个不可能的事情。反倒是到处设立防疫点，导致政府的财政支出加剧，劳财伤民。我们知道从武汉封城后，在我们政府一直在提倡不聚餐不串门少走动这样的行为，可就是这样一个疫情笼罩的环境下，全国各地还是有很多人顶风作案，感染上病毒或扩散了病毒。如果政府联合企业一起倡导，公民不管在疫情期间做了啥染上新冠肺炎的，一律开除或不得录用，是不是相对应减少这样的潜在传染源扩散的危险呢？如果由政府设立公民感染新冠肺炎疫情查询中心。任何个人确诊感染新冠肺炎，由各医院采集病人身份信息并上报各地方疾控中心，再全国统一信息后汇集到公民新冠肺炎疫情查询中心。疫情结束后统一复工后，需要企业根据员工身份信息核查员工身体情况，做出惩治！ 这样的行政命令虽然不可避免一刀切的老毛病，但就是因为政府和企业联合惩罚的后果太重，才会让那些心存侥幸的人不想着顶风作案，把个人感染的几率减到最小。我想这样才是我们政府应该下的一刀切行政命令，而这也是绝大部分民众能理解并且支持的一刀切。,无,无,2020-02-22 23:59,iPhone客户端,2,0,0
IvqYiD23N,每日经济新闻,1649173367,【每经24点 | IMF总裁：中国的经济将在第二季度恢复正常；成都重申减少公众聚集性活动；巴菲特警告：未来股价可能发生任何变化】1、IMF总裁：中国的经济将在第二季度恢复正常据第一财经，国际货币基金组织（IMF）总裁格奥尔基耶娃在G20财长和央行行长会议上就新冠的经济影响发表讲话，她表示，尽管新冠的影响继续显现，但世卫组织的评估是，通过采取强有力的协调措施，仍可遏制疫情在中国和全球的传播。中国的经济将在第二季度恢复正常，因此，疫情对世界经济的影响相对较小并且是短暂的。2、成都重申减少公众聚集性活动：不走亲访友 不聚集打牌22日，成都发布“关于重申在疫情防控期间减少公众聚集性活动的通知”，通知称，当前疫情防控形势依然严峻，为切实降低因人员聚集造成的疫情防控风险，保障顺利复工复产，特倡导公众践行简约的生活方式，减少不必要的聚集性活动。要求机关企事业单位对员工实现全时段管理，要求员工疫情期间实行“两点一线”上下班模式。全市各企事业单位、社区（村）不举办非必要的群体性聚集活动。提倡公众自觉做到不走亲访友、不相互串门、不扎堆聊天，不聚集打牌、打麻将、下棋，不聚集开展跳舞、健身、卡拉OK等活动。 ,无,无,2020-02-22 23:59,微博 weibo.com,63,25,12
IvqYaBl7y,寒池驰,1180366470,新冠病毒传染性和致病性逐渐弱化，慢慢于宿主共生，但依旧会引起宿主不适，就好比现在的普通流感病毒，都属于自愈性的疾病。同时相关对症药物以及相关疫苗都已问世且效果良好。依旧与普通流感类似，不打疫苗也没问题，只不过感染后遭罪一段时间。不过免疫力较弱的老年人需要注意，幼儿按需、酌情打疫苗。注：以上文字，纯属猜测，请勿当真。,无,无,2020-02-22 23:59,微博国际版,1,0,0
IvqY25Ukc,科学辟谣,6507165034, 【 官员称源头或为曾回国的中国工人】2月22日，伊朗新增10例新冠确诊病例，累计感染数增至28人，其中5人已死亡。大部分确诊病例来自库姆省，但伊朗卫生部官员表示疫情可能已扩散至全国所有城市。伊通社援引该名卫生部官员的发言称，疫情源头可能是一位在库姆工作且回过国的中国人。 ,无,无,2020-02-22 23:58,无,3,0,1
IvqXSC1ey,成都商报,1700648435,【，疫情期间请实行“两点一线”上下班模式】刚刚，成都市新冠疫情防控指挥部疫情防控组发布《关于重申在疫情防控期间减少公众聚集性活动的通知》，明确提出，疫情防控期间，要落实机关企事业单位和其他组织的主体责任，党政一把手负主责，对所属员工实现全时段管理，要求员工疫情期间实行“两点一线”上下班模式，并减少不必要的聚集。,无,无,2020-02-22 23:58,微博 weibo.com,81,19,33
IvqXOcXKw,马甫兵2016,5617131859,东京新青年没有人比我们更了解日本截止22日凌晨，包含钻石公主号和包机归国者，日本有743人确诊，3人死亡，22人治愈退院。中国，日本，韩国等国家正在跟疫情做斗争，各个国家，也终于对日本“下手了”。目前，密克罗尼西亚联邦、汤加、萨摩亚、以色列、基里巴斯、所罗门群岛、韩国、泰国和不丹9个国家限制飞往日本，美国和台湾地区也对前往日本发出警告。英国伦敦的竞选者为争取市长选举发表“日本如果因为新型感染扩... ,无,无,2020-02-22 23:58,荣耀Play 让快更快,0,0,0
IvqXMqfCA,爱上涨停博弈之道,6542457462,李兰娟院士：三个地方可能会是未来新冠病毒的“高发区”。请一定做好自我防护。1、返程车站。随着疫情开始到现在，为了防止疫情大范围扩大，虽然国家推迟了上学时间，延迟了开工时间，但是一些企业也不得不复工来维持企业的正常运转。这也就意味着，汽车站、高铁站的人流量将大大增加。即使防护措施再严格，也会出现不可避免的肢体接触。回家第一件事就是对自己进行全面消毒，如有条件，请进行自我隔离，保证自己的健康也保证他人健康。2、公厕。公共厕所也是我们需要特别重视的场所。公共厕所人流量大，尤其是返程高峰时，更会出现排队的情况。请大家带好口罩的同时，避免身体接触，勤洗手。3、电梯间。本身电梯属于公共设施，加之现在住房多为高层楼房，对电梯的需求也越来越大。电梯空间狭小且不通风，在密闭的情况下，包含病毒的气体会久久停留。如果健康的人进入电梯，会增加被传染的可能性。所以，在我们进入电梯时，一定注意，佩戴口罩，有条件的尽量戴手套按键。,无,无,2020-02-22 23:58,Android,0,0,0
IvqYiD23N,每日经济新闻,1649173367,【每经24点 | IMF总裁：中国的经济将在第二季度恢复正常；成都重申减少公众聚集性活动；巴菲特警告：未来股价可能发生任何变化】1、IMF总裁：中国的经济将在第二季度恢复正常据第一财经，国际货币基金组织（IMF）总裁格奥尔基耶娃在G20财长和央行行长会议上就新冠的经济影响发表讲话，她表示，尽管新冠的影响继续显现，但世卫组织的评估是，通过采取强有力的协调措施，仍可遏制疫情在中国和全球的传播。中国的经济将在第二季度恢复正常，因此，疫情对世界经济的影响相对较小并且是短暂的。2、成都重申减少公众聚集性活动：不走亲访友 不聚集打牌22日，成都发布“关于重申在疫情防控期间减少公众聚集性活动的通知”，通知称，当前疫情防控形势依然严峻，为切实降低因人员聚集造成的疫情防控风险，保障顺利复工复产，特倡导公众践行简约的生活方式，减少不必要的聚集性活动。要求机关企事业单位对员工实现全时段管理，要求员工疫情期间实行“两点一线”上下班模式。全市各企事业单位、社区（村）不举办非必要的群体性聚集活动。提倡公众自觉做到不走亲访友、不相互串门、不扎堆聊天，不聚集打牌、打麻将、下棋，不聚集开展跳舞、健身、卡拉OK等活动。 ,无,无,2020-02-22 23:59,微博 weibo.com,63,25,12
IvqYi3Hsz,太空码,3218199195,,无,无,2020-02-22 23:59,华为手机 畅享玩不停,0,0,0
IvqYfoH20,Wallpaper艺术,5696009514, 【春天总会来到！《春天的希望》,无,无,2020-02-22 23:59,微博 weibo.com,0,0,0
