微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Iqzizxi8c,毛小糖糖糖,6353286206,『全国新型疫情实时动态 - 丁香园·丁香医生』 ,无,无,2020-01-21 23:59,iPhone X,0,0,0
Iqzizx4Y4,pingruo可,5789896818,别担心爱情都轮不上你 也不能 ,无,无,2020-01-21 23:59,OPPO Reno,1,0,2
Iqzizx2zN,迪拜公主嘤嘤嘤,5626022665,『全国新型疫情实时动态 - 丁香园·丁香医生』 ,无,无,2020-01-21 23:59,OnePlus 5T,1,0,0
IqzizfpvM,酒窝emmm,6332086490,其实我就想知道我们武汉的童鞋们，上的了学吗？ ,无,无,2020-01-21 23:59,HUAWEI nova 3e,2,0,1
Iqzizfo8T,星辰孤独星球,3608342105,湖南格外与众不同『全国新型疫情实时动态 - 丁香园·丁香医生』 ,无,无,2020-01-21 23:59,荣耀8青春版 颜值担当,0,0,0
IqziyF1Eu,谦大江,1794555830,朋友圈有些武汉的朋友觉得这次被称为“武汉”非常不舒服，感觉受到了针对，甚至有些人觉得在春运这个关头，这对九省通衢的武汉是不是有“阴谋论”，在这里我想说两句。关于“武汉肺炎”这个名称：SARS也就是我们熟知的“非典”，最开始其实就叫“广州”，只不过03年互联网不像现在这么发达，没有流传开，这个只是常规的“地点+事件”的起名方式。之所以称之为“武汉肺炎”我个人觉得有两点：一是目前只确定了是新型冠状病毒，没有给这个肺炎一个确切的名字，例如“非典”（非典型肺炎）全称就是“严重急性呼吸综合征（简称SARS）”，在这之前采用常规的起名方式先定义这次肺炎；二是其实冬季很多人都会有呼吸道感染引发肺炎，这个时候用“武汉肺炎”是为了区别于普通肺炎，普通肺炎是没有新型冠状病毒的。所以真的不是针对武汉，这跟非典最开始叫“广州肺炎”、中东呼吸综合征是一样的起名方式，让大家有更直观的了解。关于春运关头的阴谋论：这个真的是时间凑巧，赶在了这样一个时间节点，当初“非典”最早的病例也是在年前发现的，因为当时的医疗条件、疾控体系的不完善等因素，导致了经过春运之后大范围的爆发，所以大家印象中好像非典是暑假的事情，实际上那个时候已经是非常后期了，目前这次的新型冠状病毒疫情还处于比较前期，刚好在春运这个时间点。最后，希望各位能够正视这次疫情，不传谣，不信谣，没有必要恐慌，但也不要掉以轻心，勤洗手、戴口罩、不去人多的地方凑热闹，按照疾控中心发布的预防指南做好预防工作，相信政府也相信我们的医护人员，如果出现症状，也不必恐慌，就近就诊，如实说明病情。保护好自己就是对自己对家人最好的保护。,无,无,2020-01-21 23:59,iPhone客户端,799,70,211
IqziyDFwP,还不认命,3234077543,日常焦虑工作的不顺，烦躁家庭的不和，忧愁金钱赚的少却花的多，努力在艰难的生活里寻找乐趣，一切都太苦了，但是总有深爱的人总有梦想支撑着更好的生活下去，每天锻炼养生，研究饮食，希望有个好身体，可是现在居然还要恐慌随时被病毒入侵？哎，太难了。希望我们都可以平平安安的活到老死🙏🙏🙏,无,无,2020-01-21 23:59,OPPO Reno,5,0,7
Iqziym33E,圆逗园儿,1820113980,今天我妈被小偷趴了丢了上千，烦躁！然后，忙碌了很久，费劲心力计划的春节旅游，被突如其来的搞得措手不及，各种退票各种跟人家商量，心累！赶紧给我点好事吧，心想事成啊,无,无,2020-01-21 23:59,iPhone客户端,0,0,0
Iqziym2Bn,搞笑酱子君APPLE,3321968102,儿童乐高式拼装车积木玩具模型 【点下面 优惠券 浏览商品】 【在 售 价】79.9 元 【券 后 价】29.9 元 【 销   量 】13399 单 【终身免费补件】兼容乐高玩具通用，人气爆款的儿童系列积木玩具，儿童们的启蒙玩具，培养宝宝动手能力，让孩子们发挥他们的想象力和创造力！不仅都是玩具，更是教育孩子的重要教具#确诊2例新型冠状病毒感染肺炎病例# ,无,无,2020-01-21 23:59,微博 weibo.com,1,0,1
IqziynplD,我就是秋裤男,2887005033,第一次发现自己是这么怕死,无,#北京新增5例新型肺炎病例#,2020-01-21 23:59,小米9 SE,24,0,0
Iqziym36y,换个昵称感觉不错,3314803617,没事就看看『全国新型疫情实时动态 - 丁香园·丁香医生』 ,无,无,2020-01-21 23:59,iPhone客户端,0,0,0
Iqziyks9b,MinMin每夂每夂,3099810633, [加油] 1.21数据打卡希望早点得到控制希望t医生的手恢复如初晚安，好梦,无,无,2020-01-21 23:59,朱一龙冯豆子超话,0,0,0
Iqziy6T5H,Kevin_DBB,5197694358,大家保护好自己,无,无,2020-01-21 23:59,HUAWEI P30,1,0,0
Iqziy6SDN,酷酷不吃藕,6385364882,『全国新型疫情实时动态 - 丁香园·丁香医生』 ,无,无,2020-01-21 23:59,前后2000万 OPPO R11,1,0,0
Iqziy5JCe,青风皆是你,3319285035, ,无,无,2020-01-21 23:59,无,2,0,0
Iqzixr72x,巫巫巫i,3191896697,希望澳门不要有，打算过年去玩的,无,无,2020-01-21 23:59,HUAWEI nova 3,0,0,0
Iqzix9srv,居徐氏,6523803062,『全国新型疫情实时动态 - 丁香园·丁香医生』 ,无,无,2020-01-21 23:59,OPPO智能手机,0,0,0
Iqzixcm1W,Ryoma影子krj,5384676211,之前都是个位数出现，现在都已经……唉！愿各位平安，注意预防，过个好年🙏 ,无,无,2020-01-21 23:59,OPPO智能手机,3,0,0
Iqziwzka4,中国搜索,5044511176,【】患者为51岁男性，湖北省武汉市户籍。15日自武汉来昆。因发热、乏力等症状，16日到云南省第三人民医院就诊，17日转诊到云南省传染病医院隔离治疗。今天，经国家卫生健康委疫情应对处置领导小组的专家评估确认，该病例为新型冠状病毒感染的确诊病例。经医院治疗，患者病情稳定好转。与患者密切接触者均追踪到位，经医学观察未见异常。(人民日报),无,无,2020-01-21 23:59,无,3,1,0
Iqziwzm5D,痞人忆TA,6502369084,国家医保局：对确诊为新型患者采取特殊报销政策  ,无,无,2020-01-21 23:59,学习强国客户端,0,0,0
Iqziwzka4,中国搜索,5044511176,【】患者为51岁男性，湖北省武汉市户籍。15日自武汉来昆。因发热、乏力等症状，16日到云南省第三人民医院就诊，17日转诊到云南省传染病医院隔离治疗。今天，经国家卫生健康委疫情应对处置领导小组的专家评估确认，该病例为新型冠状病毒感染的确诊病例。经医院治疗，患者病情稳定好转。与患者密切接触者均追踪到位，经医学观察未见异常。(人民日报),无,无,2020-01-21 23:59,无,3,1,0
IqziwBPix,青阳啊_,6493621639,关注这么多博主，这是最先响应并发出关心的。暖,无,无,2020-01-21 23:59,红米Redmi,19,0,0
Iqziwkb9E,陇南日报,3230317920,【喝板蓝根和熏醋可以预防武汉？不可以！】武汉发生以来，囤板蓝根、熏醋的声音越来越多，甚至一度渲染成为预防的“黄金组合”，那么它们真能预防武汉吗？和平里医院呼吸科主任医师张骅称：板蓝根适用于治疗风热感冒、病毒性感冒等热性疾病的治疗，有一定的抗病毒效果，但是对冠状病毒是不可能有效的。熏醋，所含醋酸本身浓度就很低，根本达不到消毒的效果。不信谣不传谣！via健康中国,无,无,2020-01-21 23:59,HUAWEI Mate 10 Pro,0,0,0
Iqziwhc1z,滚弹开花,5502303992,消息刷到绝望，央视新闻每刷新一次增加一例。,无,无,2020-01-21 23:59,Redmi K20 Pro 尊享版,0,0,0
Iqziwj0VE,一只小宝北,6124269611,新型离我远一点🙏🙏🙏 ,无,无,2020-01-21 23:59,杨超越锦鲤超话,4,0,0
Iqziwk92i,A琳Zlin,5700267043,现在看见热搜上一出现地名和新增这样的字眼，我就紧张。希望病人平安，医护人员平安。 ,无,无,2020-01-21 23:59,荣耀8X,2,0,0
Iqziwk9dv,不鸣的水牛,1648879773,国家医保局：对确诊为新型患者采取特殊报销政策  ,无,无,2020-01-21 23:59,学习强国客户端,0,0,0
Iqziwg6W6,婷婷走走nanna,3989509305,『正滚动播报“武汉新型”全国疫情实时动态 _ 新浪直播间』正滚动播报“武汉新型”全国疫情实时动态 ,无,无,2020-01-21 23:59,HUAWEI Mate 10,0,0,0
Iqziw02ft,-可乐啤酒,2881273854,为什么我让周围人去买口罩还有人觉得我小题大做？？？ ,无,无,2020-01-21 23:59,iPhone客户端,0,0,0
Iqziw00Ab,you蛋儿,7019501227,牡丹江市第二医院呼吸科收治一位去武汉探亲返回的69岁男性危重患者，1月21日，初步判定新型冠状病毒感染可疑病人，按诊断程序，需要国家、省专家进一步确诊。牡丹江市医务人员正全力组织抢救，请大家做好自我防护。牡丹江市卫生健康委2020年1月21日 ,无,无,2020-01-21 23:59,OPPO随光而变R17,1,0,0
Iqziv99kF,邢橘橘,6741389499,『全国新型疫情实时动态 - 丁香园·丁香医生』 ,无,无,2020-01-21 23:59,邢橘橘的Android,0,0,0
Iqziv989u,_从心白白,5798006881,中国加油！武汉加油！我们永远在一起！每个人都要平平安安呐！！！ ,无,无,2020-01-21 23:59,华为手机,2,0,0
Iqziv804l,橘子与你何干,6986901945,十二月的时候就开始有点喉咙痒干咳，以为没什么大毛病就一直拖着没去看，现在肺炎这么恐怖，我都慌死了，明天必须去看医生了。,无,无,2020-01-21 23:59,荣耀Play 让快更快,4,0,7
