微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IuFPZ1pOT,怎知是故人,6127969721,我不希望他们变成英雄烈士 我希望 他们披荆斩棘 突破重围 卷土归来. ,无,无,2020-02-17 23:59,iPhone客户端,0,0,0
IuFPYFP7n,老刘正品DW手表专卖,3659192385,小AJ✈️ 老刘正品DW手表专卖的微博视频 ,无,无,2020-02-17 23:59,无,0,0,0
IuFPWE6I2,科技小Q,1664452280,还有人记得我们的英雄：李文亮！！！ ,无,无,2020-02-17 23:59,假的iPhone 11 Pro Max(暗夜绿),33,3,1
IuFPVa4Kr,唐文泽0425,3234723334,坚持疫情防控和经济社会发展“两手抓”，这种“既要，又要”的声音，对地方政府来说无疑是一种难题。此前疫情凶猛，封城、封村、封路阻断了万千家庭的复工之路。清华、北大联合调研了995家中小企业受新型疫情影响的情况及诉求，结果显示，34%的企业的账上现金只能维持1个月，85.01%的企业最多维持3个月，不到一成的企业能维持6个月以上。中小企业吸纳的就业人数占城镇就业人口的超80%以上，也就是至少超3.5亿人，另外，中国还有2.88亿农民工。无数的底层人民在城市的边缘挣扎，手停则口停。特别是农民工，没有固定的工作和收入来源，一旦城市这头奶牛停止产奶，他们连城中村的房租都要交不起。但谁都不敢拿性命开玩笑。不管是政府、员工还是企业主，都陷入了两难中。显然，逐步可控的复工是最佳的方式。长三角等经济发达的地区严防死守，劳务大省也没有放开人口的流出。即便复工之日已经到了，可是封村、封路、停运，很大部分人根本就出不来。国家政策需要在疫情防控和复工恢复经济的两者之间保持一个平衡，必须第一位保证安全，这场充满张力的较量还在进行中。“既要，又要”的相互矛盾，让基层为难，但也是必须去克服的问题。 加油，中国!,无,无,2020-02-17 23:59,iPhone 8 Plus,0,0,0
IuFPUyoAM,微耕机电烤房33016,7373531457,防治新冠怎么吃？卫健委膳食指南来了！ ,无,无,2020-02-17 23:59,云岭先锋,0,0,0
IuFPUjqcG,海南廖孝炳,5652189783,中医药对新冠疗效如何？血浆治疗是否有效？采浆对人体有没有伤害？轻症患者靠自身免疫力就能自愈？钟南山等专家一致认为：这个药物对新冠有效！ 澄迈县·茂坡村 ,无,无,2020-02-17 23:59,廖孝炳超话,1,0,0
IuFPUi1Rr,热带鱼0770,2354329083,我围观了 的回答，该问题价值200.00元，围观仅1元，快来一起围观~ <br />微博问答:王老师，敢不敢谈一谈病毒！? ,无,无,2020-02-17 23:59,微博问答,0,0,0
IuFPUjqzE,蒋大涵123,5670991299,心太累了，我闺女又咳嗽了明显有痰音，当时就不应该害怕疫情没等她好就出院的，现在药店都不卖咳嗽药了，我爸对疫情是恐惧的，都不敢让他知道，我妈说你把你闺女在带你爸要疯了,无,无,2020-02-17 23:59,iPhone客户端,1,0,0
IuFPUgLhd,姚懿诺,2723785961,轻症患者必须及时给予治疗，不治，会拖成重症患者，重症患者只有死。火葬场烧了多少？ ,无,无,2020-02-17 23:59,iPhone 6s,0,0,0
IuFPTDGDk,duzheaa,2446317921,我刚刚关注了患者求助超话，抗击疫情，我们在一起，共同关注→患者求助 ,无,无,2020-02-17 23:59,超话,0,0,0
IuFPTm0xI,瞭望,1718493627,【两部门：符合条件的因工作感染新冠殉职人员应评定为烈士】记者17日从退役军人事务部获悉，退役军人事务部、中央军委政治工作部近日联合印发《关于妥善做好新冠疫情防控牺牲人员烈士褒扬工作的通知》。通知指出，在新冠疫情防控工作中，直接接触待排查病例或确诊病例，承担诊断、治疗、护理、医院感染控制、病例标本采集、病原检测以及执行转运新冠患者任务等的医务人员和防疫工作者因履行防控工作职责感染新冠以身殉职，或者其他牺牲人员，符合烈士评定（批准）条件的，应评定（批准）为烈士。（记者梅世雄、孙少龙）,无,无,2020-02-17 23:59,iPhone 6s Plus,5,1,1
IuFPTm0QC,微博财经7X24小时,6788499283,【泰国17日新增1例新冠确诊病例 累计确诊35人】17日泰国卫生部透露，新增1例新型冠状病毒确诊患者，这名患者是来自中国的60岁妇女。截至目前，泰国共计报告确诊病例35人，其中15人已经治愈出院，还有20人在医院接受隔离治疗。 微博财经7X24小时频道 ,无,无,2020-02-17 23:59,微博股票,0,0,0
IuFPStMKu,四川省邑州监狱,6011935645,,无,无,2020-02-17 23:59,华为手机,0,0,0
